action,sample_id,input_path,split,source
ok,ok_Set2_ (511)__Cam_2,./dataset/multiview3d_blender/ok/ok_Set2_ (511)/Cam_2.npy,train,multiview3d_Cam_2
ok,ok_Set2_ (511)__Cam_4,./dataset/multiview3d_blender/ok/ok_Set2_ (511)/Cam_4.npy,train,multiview3d_Cam_4
ok,ok_Set2_ (511)__Cam_5,./dataset/multiview3d_blender/ok/ok_Set2_ (511)/Cam_5.npy,train,multiview3d_Cam_5
ok,ok_Set2_ (288),./dataset/skeleton_final_v2/ok/ok_Set2_ (288).npy,train,original_3d
ok,ok_Set2_ (288)__Cam_0,./dataset/multiview3d_blender/ok/ok_Set2_ (288)/Cam_0.npy,train,multiview3d_Cam_0
ok,ok_Set2_ (288)__Cam_2,./dataset/multiview3d_blender/ok/ok_Set2_ (288)/Cam_2.npy,train,multiview3d_Cam_2
ok,ok_Set2_ (288)__Cam_4,./dataset/multiview3d_blender/ok/ok_Set2_ (288)/Cam_4.npy,train,multiview3d_Cam_4
ok,ok_Set2_ (288)__Cam_5,./dataset/multiview3d_blender/ok/ok_Set2_ (288)/Cam_5.npy,train,multiview3d_Cam_5
scissors,scissors-set2 (699),./dataset/skeleton_final_v2/scissors/scissors-set2 (699).npy,train,original_3d
scissors,scissors-set2 (699)__Cam_0,./dataset/multiview3d_blender/scissors/scissors-set2 (699)/Cam_0.npy,train,multiview3d_Cam_0
scissors,scissors-set2 (699)__Cam_2,./dataset/multiview3d_blender/scissors/scissors-set2 (699)/Cam_2.npy,train,multiview3d_Cam_2
scissors,scissors-set2 (699)__Cam_4,./dataset/multiview3d_blender/scissors/scissors-set2 (699)/Cam_4.npy,train,multiview3d_Cam_4
scissors,scissors-set2 (699)__Cam_5,./dataset/multiview3d_blender/scissors/scissors-set2 (699)/Cam_5.npy,train,multiview3d_Cam_5
thumbup,thumbup (385),./dataset/skeleton_final_v2/thumbup/thumbup (385).npy,train,original_3d
thumbup,thumbup (385)__Cam_0,./dataset/multiview3d_blender/thumbup/thumbup (385)/Cam_0.npy,train,multiview3d_Cam_0
thumbup,thumbup (385)__Cam_2,./dataset/multiview3d_blender/thumbup/thumbup (385)/Cam_2.npy,train,multiview3d_Cam_2
thumbup,thumbup (385)__Cam_4,./dataset/multiview3d_blender/thumbup/thumbup (385)/Cam_4.npy,train,multiview3d_Cam_4
thumbup,thumbup (385)__Cam_5,./dataset/multiview3d_blender/thumbup/thumbup (385)/Cam_5.npy,train,multiview3d_Cam_5
thumbup,thumbup (468),./dataset/skeleton_final_v2/thumbup/thumbup (468).npy,train,original_3d
thumbup,thumbup (468)__Cam_0,./dataset/multiview3d_blender/thumbup/thumbup (468)/Cam_0.npy,train,multiview3d_Cam_0
thumbup,thumbup (468)__Cam_2,./dataset/multiview3d_blender/thumbup/thumbup (468)/Cam_2.npy,train,multiview3d_Cam_2
thumbup,thumbup (468)__Cam_4,./dataset/multiview3d_blender/thumbup/thumbup (468)/Cam_4.npy,train,multiview3d_Cam_4
thumbup,thumbup (468)__Cam_5,./dataset/multiview3d_blender/thumbup/thumbup (468)/Cam_5.npy,train,multiview3d_Cam_5
thumbup,thumbup (491),./dataset/skeleton_final_v2/thumbup/thumbup (491).npy,train,original_3d
thumbup,thumbup (491)__Cam_0,./dataset/multiview3d_blender/thumbup/thumbup (491)/Cam_0.npy,train,multiview3d_Cam_0
thumbup,thumbup (491)__Cam_2,./dataset/multiview3d_blender/thumbup/thumbup (491)/Cam_2.npy,train,multiview3d_Cam_2
thumbup,thumbup (491)__Cam_4,./dataset/multiview3d_blender/thumbup/thumbup (491)/Cam_4.npy,train,multiview3d_Cam_4
thumbup,thumbup (491)__Cam_5,./dataset/multiview3d_blender/thumbup/thumbup (491)/Cam_5.npy,train,multiview3d_Cam_5
scissors,scissors-set2 (13),./dataset/skeleton_final_v2/scissors/scissors-set2 (13).npy,train,original_3d
scissors,scissors-set2 (13)__Cam_0,./dataset/multiview3d_blender/scissors/scissors-set2 (13)/Cam_0.npy,train,multiview3d_Cam_0
scissors,scissors-set2 (13)__Cam_2,./dataset/multiview3d_blender/scissors/scissors-set2 (13)/Cam_2.npy,train,multiview3d_Cam_2
scissors,scissors-set2 (13)__Cam_4,./dataset/multiview3d_blender/scissors/scissors-set2 (13)/Cam_4.npy,train,multiview3d_Cam_4
scissors,scissors-set2 (13)__Cam_5,./dataset/multiview3d_blender/scissors/scissors-set2 (13)/Cam_5.npy,train,multiview3d_Cam_5
ok,ok (200),./dataset/skeleton_final_v2/ok/ok (200).npy,train,original_3d
ok,ok (200)__Cam_0,./dataset/multiview3d_blender/ok/ok (200)/Cam_0.npy,train,multiview3d_Cam_0
ok,ok (200)__Cam_2,./dataset/multiview3d_blender/ok/ok (200)/Cam_2.npy,train,multiview3d_Cam_2
ok,ok (200)__Cam_4,./dataset/multiview3d_blender/ok/ok (200)/Cam_4.npy,train,multiview3d_Cam_4
ok,ok (200)__Cam_5,./dataset/multiview3d_blender/ok/ok (200)/Cam_5.npy,train,multiview3d_Cam_5
rock,rock-set2 (430),./dataset/skeleton_final_v2/rock/rock-set2 (430).npy,train,original_3d
rock,rock-set2 (430)__Cam_0,./dataset/multiview3d_blender/rock/rock-set2 (430)/Cam_0.npy,train,multiview3d_Cam_0
rock,rock-set2 (430)__Cam_2,./dataset/multiview3d_blender/rock/rock-set2 (430)/Cam_2.npy,train,multiview3d_Cam_2
rock,rock-set2 (430)__Cam_4,./dataset/multiview3d_blender/rock/rock-set2 (430)/Cam_4.npy,train,multiview3d_Cam_4
rock,rock-set2 (430)__Cam_5,./dataset/multiview3d_blender/rock/rock-set2 (430)/Cam_5.npy,train,multiview3d_Cam_5
the-finger,the-finger (132),./dataset/skeleton_final_v2/the-finger/the-finger (132).npy,train,original_3d
the-finger,the-finger (132)__Cam_0,./dataset/multiview3d_blender/the-finger/the-finger (132)/Cam_0.npy,train,multiview3d_Cam_0
the-finger,the-finger (132)__Cam_2,./dataset/multiview3d_blender/the-finger/the-finger (132)/Cam_2.npy,train,multiview3d_Cam_2
the-finger,the-finger (132)__Cam_4,./dataset/multiview3d_blender/the-finger/the-finger (132)/Cam_4.npy,train,multiview3d_Cam_4
the-finger,the-finger (132)__Cam_5,./dataset/multiview3d_blender/the-finger/the-finger (132)/Cam_5.npy,train,multiview3d_Cam_5
ok,ok_Set2_ (577),./dataset/skeleton_final_v2/ok/ok_Set2_ (577).npy,train,original_3d
ok,ok_Set2_ (577)__Cam_0,./dataset/multiview3d_blender/ok/ok_Set2_ (577)/Cam_0.npy,train,multiview3d_Cam_0
ok,ok_Set2_ (577)__Cam_2,./dataset/multiview3d_blender/ok/ok_Set2_ (577)/Cam_2.npy,train,multiview3d_Cam_2
ok,ok_Set2_ (577)__Cam_4,./dataset/multiview3d_blender/ok/ok_Set2_ (577)/Cam_4.npy,train,multiview3d_Cam_4
ok,ok_Set2_ (577)__Cam_5,./dataset/multiview3d_blender/ok/ok_Set2_ (577)/Cam_5.npy,train,multiview3d_Cam_5
thumbup,thumbup (370),./dataset/skeleton_final_v2/thumbup/thumbup (370).npy,train,original_3d
thumbup,thumbup (370)__Cam_0,./dataset/multiview3d_blender/thumbup/thumbup (370)/Cam_0.npy,train,multiview3d_Cam_0
thumbup,thumbup (370)__Cam_2,./dataset/multiview3d_blender/thumbup/thumbup (370)/Cam_2.npy,train,multiview3d_Cam_2
thumbup,thumbup (370)__Cam_4,./dataset/multiview3d_blender/thumbup/thumbup (370)/Cam_4.npy,train,multiview3d_Cam_4
thumbup,thumbup (370)__Cam_5,./dataset/multiview3d_blender/thumbup/thumbup (370)/Cam_5.npy,train,multiview3d_Cam_5
paper,paper-set2 (18),./dataset/skeleton_final_v2/paper/paper-set2 (18).npy,train,original_3d
paper,paper-set2 (18)__Cam_0,./dataset/multiview3d_blender/paper/paper-set2 (18)/Cam_0.npy,train,multiview3d_Cam_0
paper,paper-set2 (18)__Cam_2,./dataset/multiview3d_blender/paper/paper-set2 (18)/Cam_2.npy,train,multiview3d_Cam_2
paper,paper-set2 (18)__Cam_4,./dataset/multiview3d_blender/paper/paper-set2 (18)/Cam_4.npy,train,multiview3d_Cam_4
paper,paper-set2 (18)__Cam_5,./dataset/multiview3d_blender/paper/paper-set2 (18)/Cam_5.npy,train,multiview3d_Cam_5
paper,paper_1450,./dataset/skeleton_final_v2/paper/paper_1450.npy,train,original_3d
paper,paper_1450__Cam_0,./dataset/multiview3d_blender/paper/paper_1450/Cam_0.npy,train,multiview3d_Cam_0
paper,paper_1450__Cam_2,./dataset/multiview3d_blender/paper/paper_1450/Cam_2.npy,train,multiview3d_Cam_2
paper,paper_1450__Cam_4,./dataset/multiview3d_blender/paper/paper_1450/Cam_4.npy,train,multiview3d_Cam_4
paper,paper_1450__Cam_5,./dataset/multiview3d_blender/paper/paper_1450/Cam_5.npy,train,multiview3d_Cam_5
scissors,scissors_762,./dataset/skeleton_final_v2/scissors/scissors_762.npy,train,original_3d
scissors,scissors_762__Cam_0,./dataset/multiview3d_blender/scissors/scissors_762/Cam_0.npy,train,multiview3d_Cam_0
scissors,scissors_762__Cam_2,./dataset/multiview3d_blender/scissors/scissors_762/Cam_2.npy,train,multiview3d_Cam_2
scissors,scissors_762__Cam_4,./dataset/multiview3d_blender/scissors/scissors_762/Cam_4.npy,train,multiview3d_Cam_4
scissors,scissors_762__Cam_5,./dataset/multiview3d_blender/scissors/scissors_762/Cam_5.npy,train,multiview3d_Cam_5
scissors,scissors-set2 (380),./dataset/skeleton_final_v2/scissors/scissors-set2 (380).npy,train,original_3d
scissors,scissors-set2 (380)__Cam_0,./dataset/multiview3d_blender/scissors/scissors-set2 (380)/Cam_0.npy,train,multiview3d_Cam_0
scissors,scissors-set2 (380)__Cam_2,./dataset/multiview3d_blender/scissors/scissors-set2 (380)/Cam_2.npy,train,multiview3d_Cam_2
scissors,scissors-set2 (380)__Cam_4,./dataset/multiview3d_blender/scissors/scissors-set2 (380)/Cam_4.npy,train,multiview3d_Cam_4
scissors,scissors-set2 (380)__Cam_5,./dataset/multiview3d_blender/scissors/scissors-set2 (380)/Cam_5.npy,train,multiview3d_Cam_5
thumbup,thumbup (197),./dataset/skeleton_final_v2/thumbup/thumbup (197).npy,train,original_3d
thumbup,thumbup (197)__Cam_0,./dataset/multiview3d_blender/thumbup/thumbup (197)/Cam_0.npy,train,multiview3d_Cam_0
thumbup,thumbup (197)__Cam_2,./dataset/multiview3d_blender/thumbup/thumbup (197)/Cam_2.npy,train,multiview3d_Cam_2
thumbup,thumbup (197)__Cam_4,./dataset/multiview3d_blender/thumbup/thumbup (197)/Cam_4.npy,train,multiview3d_Cam_4
thumbup,thumbup (197)__Cam_5,./dataset/multiview3d_blender/thumbup/thumbup (197)/Cam_5.npy,train,multiview3d_Cam_5
the-finger,the-finger_6061,./dataset/skeleton_final_v2/the-finger/the-finger_6061.npy,train,original_3d
the-finger,the-finger_6061__Cam_0,./dataset/multiview3d_blender/the-finger/the-finger_6061/Cam_0.npy,train,multiview3d_Cam_0
the-finger,the-finger_6061__Cam_2,./dataset/multiview3d_blender/the-finger/the-finger_6061/Cam_2.npy,train,multiview3d_Cam_2
the-finger,the-finger_6061__Cam_4,./dataset/multiview3d_blender/the-finger/the-finger_6061/Cam_4.npy,train,multiview3d_Cam_4
the-finger,the-finger_6061__Cam_5,./dataset/multiview3d_blender/the-finger/the-finger_6061/Cam_5.npy,train,multiview3d_Cam_5
ok,ok_8536,./dataset/skeleton_final_v2/ok/ok_8536.npy,train,original_3d
ok,ok_8536__Cam_0,./dataset/multiview3d_blender/ok/ok_8536/Cam_0.npy,train,multiview3d_Cam_0
ok,ok_8536__Cam_2,./dataset/multiview3d_blender/ok/ok_8536/Cam_2.npy,train,multiview3d_Cam_2
ok,ok_8536__Cam_4,./dataset/multiview3d_blender/ok/ok_8536/Cam_4.npy,train,multiview3d_Cam_4
ok,ok_8536__Cam_5,./dataset/multiview3d_blender/ok/ok_8536/Cam_5.npy,train,multiview3d_Cam_5
thumbdown,thumbdown_9016,./dataset/skeleton_final_v2/thumbdown/thumbdown_9016.npy,train,original_3d
thumbdown,thumbdown_9016__Cam_0,./dataset/multiview3d_blender/thumbdown/thumbdown_9016/Cam_0.npy,train,multiview3d_Cam_0
thumbdown,thumbdown_9016__Cam_2,./dataset/multiview3d_blender/thumbdown/thumbdown_9016/Cam_2.npy,train,multiview3d_Cam_2
thumbdown,thumbdown_9016__Cam_4,./dataset/multiview3d_blender/thumbdown/thumbdown_9016/Cam_4.npy,train,multiview3d_Cam_4
thumbdown,thumbdown_9016__Cam_5,./dataset/multiview3d_blender/thumbdown/thumbdown_9016/Cam_5.npy,train,multiview3d_Cam_5
scissors,scissors_6966,./dataset/skeleton_final_v2/scissors/scissors_6966.npy,train,original_3d
scissors,scissors_6966__Cam_0,./dataset/multiview3d_blender/scissors/scissors_6966/Cam_0.npy,train,multiview3d_Cam_0
scissors,scissors_6966__Cam_2,./dataset/multiview3d_blender/scissors/scissors_6966/Cam_2.npy,train,multiview3d_Cam_2
scissors,scissors_6966__Cam_4,./dataset/multiview3d_blender/scissors/scissors_6966/Cam_4.npy,train,multiview3d_Cam_4
scissors,scissors_6966__Cam_5,./dataset/multiview3d_blender/scissors/scissors_6966/Cam_5.npy,train,multiview3d_Cam_5
paper,paper_6521,./dataset/skeleton_final_v2/paper/paper_6521.npy,train,original_3d
paper,paper_6521__Cam_0,./dataset/multiview3d_blender/paper/paper_6521/Cam_0.npy,train,multiview3d_Cam_0
paper,paper_6521__Cam_2,./dataset/multiview3d_blender/paper/paper_6521/Cam_2.npy,train,multiview3d_Cam_2
paper,paper_6521__Cam_4,./dataset/multiview3d_blender/paper/paper_6521/Cam_4.npy,train,multiview3d_Cam_4
paper,paper_6521__Cam_5,./dataset/multiview3d_blender/paper/paper_6521/Cam_5.npy,train,multiview3d_Cam_5
paper,paper-set2 (417),./dataset/skeleton_final_v2/paper/paper-set2 (417).npy,train,original_3d
paper,paper-set2 (417)__Cam_0,./dataset/multiview3d_blender/paper/paper-set2 (417)/Cam_0.npy,train,multiview3d_Cam_0
paper,paper-set2 (417)__Cam_2,./dataset/multiview3d_blender/paper/paper-set2 (417)/Cam_2.npy,train,multiview3d_Cam_2
paper,paper-set2 (417)__Cam_4,./dataset/multiview3d_blender/paper/paper-set2 (417)/Cam_4.npy,train,multiview3d_Cam_4
paper,paper-set2 (417)__Cam_5,./dataset/multiview3d_blender/paper/paper-set2 (417)/Cam_5.npy,train,multiview3d_Cam_5
ok,ok_Set2_ (428),./dataset/skeleton_final_v2/ok/ok_Set2_ (428).npy,train,original_3d
ok,ok_Set2_ (428)__Cam_0,./dataset/multiview3d_blender/ok/ok_Set2_ (428)/Cam_0.npy,train,multiview3d_Cam_0
ok,ok_Set2_ (428)__Cam_2,./dataset/multiview3d_blender/ok/ok_Set2_ (428)/Cam_2.npy,train,multiview3d_Cam_2
ok,ok_Set2_ (428)__Cam_4,./dataset/multiview3d_blender/ok/ok_Set2_ (428)/Cam_4.npy,train,multiview3d_Cam_4
ok,ok_Set2_ (428)__Cam_5,./dataset/multiview3d_blender/ok/ok_Set2_ (428)/Cam_5.npy,train,multiview3d_Cam_5
thumbdown,thumbdown (274),./dataset/skeleton_final_v2/thumbdown/thumbdown (274).npy,train,original_3d
thumbdown,thumbdown (274)__Cam_0,./dataset/multiview3d_blender/thumbdown/thumbdown (274)/Cam_0.npy,train,multiview3d_Cam_0
thumbdown,thumbdown (274)__Cam_2,./dataset/multiview3d_blender/thumbdown/thumbdown (274)/Cam_2.npy,train,multiview3d_Cam_2
thumbdown,thumbdown (274)__Cam_4,./dataset/multiview3d_blender/thumbdown/thumbdown (274)/Cam_4.npy,train,multiview3d_Cam_4
thumbdown,thumbdown (274)__Cam_5,./dataset/multiview3d_blender/thumbdown/thumbdown (274)/Cam_5.npy,train,multiview3d_Cam_5
ok,ok_2939,./dataset/skeleton_final_v2/ok/ok_2939.npy,train,original_3d
ok,ok_2939__Cam_0,./dataset/multiview3d_blender/ok/ok_2939/Cam_0.npy,train,multiview3d_Cam_0
ok,ok_2939__Cam_2,./dataset/multiview3d_blender/ok/ok_2939/Cam_2.npy,train,multiview3d_Cam_2
ok,ok_2939__Cam_4,./dataset/multiview3d_blender/ok/ok_2939/Cam_4.npy,train,multiview3d_Cam_4
ok,ok_2939__Cam_5,./dataset/multiview3d_blender/ok/ok_2939/Cam_5.npy,train,multiview3d_Cam_5
paper,paper-set2 (86),./dataset/skeleton_final_v2/paper/paper-set2 (86).npy,train,original_3d
paper,paper-set2 (86)__Cam_0,./dataset/multiview3d_blender/paper/paper-set2 (86)/Cam_0.npy,train,multiview3d_Cam_0
paper,paper-set2 (86)__Cam_2,./dataset/multiview3d_blender/paper/paper-set2 (86)/Cam_2.npy,train,multiview3d_Cam_2
paper,paper-set2 (86)__Cam_4,./dataset/multiview3d_blender/paper/paper-set2 (86)/Cam_4.npy,train,multiview3d_Cam_4
paper,paper-set2 (86)__Cam_5,./dataset/multiview3d_blender/paper/paper-set2 (86)/Cam_5.npy,train,multiview3d_Cam_5
the-finger,the-finger-set2 (13),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (13).npy,train,original_3d
the-finger,the-finger-set2 (13)__Cam_0,./dataset/multiview3d_blender/the-finger/the-finger-set2 (13)/Cam_0.npy,train,multiview3d_Cam_0
the-finger,the-finger-set2 (13)__Cam_2,./dataset/multiview3d_blender/the-finger/the-finger-set2 (13)/Cam_2.npy,train,multiview3d_Cam_2
the-finger,the-finger-set2 (13)__Cam_4,./dataset/multiview3d_blender/the-finger/the-finger-set2 (13)/Cam_4.npy,train,multiview3d_Cam_4
the-finger,the-finger-set2 (13)__Cam_5,./dataset/multiview3d_blender/the-finger/the-finger-set2 (13)/Cam_5.npy,train,multiview3d_Cam_5
the-finger,the-finger-set2 (288),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (288).npy,train,original_3d
the-finger,the-finger-set2 (288)__Cam_0,./dataset/multiview3d_blender/the-finger/the-finger-set2 (288)/Cam_0.npy,train,multiview3d_Cam_0
the-finger,the-finger-set2 (288)__Cam_2,./dataset/multiview3d_blender/the-finger/the-finger-set2 (288)/Cam_2.npy,train,multiview3d_Cam_2
the-finger,the-finger-set2 (288)__Cam_4,./dataset/multiview3d_blender/the-finger/the-finger-set2 (288)/Cam_4.npy,train,multiview3d_Cam_4
the-finger,the-finger-set2 (288)__Cam_5,./dataset/multiview3d_blender/the-finger/the-finger-set2 (288)/Cam_5.npy,train,multiview3d_Cam_5
ok,ok_Set2_ (302),./dataset/skeleton_final_v2/ok/ok_Set2_ (302).npy,train,original_3d
ok,ok_Set2_ (302)__Cam_0,./dataset/multiview3d_blender/ok/ok_Set2_ (302)/Cam_0.npy,train,multiview3d_Cam_0
ok,ok_Set2_ (302)__Cam_2,./dataset/multiview3d_blender/ok/ok_Set2_ (302)/Cam_2.npy,train,multiview3d_Cam_2
ok,ok_Set2_ (302)__Cam_4,./dataset/multiview3d_blender/ok/ok_Set2_ (302)/Cam_4.npy,train,multiview3d_Cam_4
ok,ok_Set2_ (302)__Cam_5,./dataset/multiview3d_blender/ok/ok_Set2_ (302)/Cam_5.npy,train,multiview3d_Cam_5
the-finger,the-finger-set2 (329),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (329).npy,train,original_3d
the-finger,the-finger-set2 (329)__Cam_0,./dataset/multiview3d_blender/the-finger/the-finger-set2 (329)/Cam_0.npy,train,multiview3d_Cam_0
the-finger,the-finger-set2 (329)__Cam_2,./dataset/multiview3d_blender/the-finger/the-finger-set2 (329)/Cam_2.npy,train,multiview3d_Cam_2
the-finger,the-finger-set2 (329)__Cam_4,./dataset/multiview3d_blender/the-finger/the-finger-set2 (329)/Cam_4.npy,train,multiview3d_Cam_4
the-finger,the-finger-set2 (329)__Cam_5,./dataset/multiview3d_blender/the-finger/the-finger-set2 (329)/Cam_5.npy,train,multiview3d_Cam_5
scissors,scissors-set2 (449),./dataset/skeleton_final_v2/scissors/scissors-set2 (449).npy,train,original_3d
scissors,scissors-set2 (449)__Cam_0,./dataset/multiview3d_blender/scissors/scissors-set2 (449)/Cam_0.npy,train,multiview3d_Cam_0
scissors,scissors-set2 (449)__Cam_2,./dataset/multiview3d_blender/scissors/scissors-set2 (449)/Cam_2.npy,train,multiview3d_Cam_2
scissors,scissors-set2 (449)__Cam_4,./dataset/multiview3d_blender/scissors/scissors-set2 (449)/Cam_4.npy,train,multiview3d_Cam_4
scissors,scissors-set2 (449)__Cam_5,./dataset/multiview3d_blender/scissors/scissors-set2 (449)/Cam_5.npy,train,multiview3d_Cam_5
the-finger,the-finger_7484,./dataset/skeleton_final_v2/the-finger/the-finger_7484.npy,train,original_3d
the-finger,the-finger_7484__Cam_0,./dataset/multiview3d_blender/the-finger/the-finger_7484/Cam_0.npy,train,multiview3d_Cam_0
the-finger,the-finger_7484__Cam_2,./dataset/multiview3d_blender/the-finger/the-finger_7484/Cam_2.npy,train,multiview3d_Cam_2
the-finger,the-finger_7484__Cam_4,./dataset/multiview3d_blender/the-finger/the-finger_7484/Cam_4.npy,train,multiview3d_Cam_4
the-finger,the-finger_7484__Cam_5,./dataset/multiview3d_blender/the-finger/the-finger_7484/Cam_5.npy,train,multiview3d_Cam_5
thumbup,thumbup_8132,./dataset/skeleton_final_v2/thumbup/thumbup_8132.npy,train,original_3d
thumbup,thumbup_8132__Cam_0,./dataset/multiview3d_blender/thumbup/thumbup_8132/Cam_0.npy,train,multiview3d_Cam_0
thumbup,thumbup_8132__Cam_2,./dataset/multiview3d_blender/thumbup/thumbup_8132/Cam_2.npy,train,multiview3d_Cam_2
thumbup,thumbup_8132__Cam_4,./dataset/multiview3d_blender/thumbup/thumbup_8132/Cam_4.npy,train,multiview3d_Cam_4
thumbup,thumbup_8132__Cam_5,./dataset/multiview3d_blender/thumbup/thumbup_8132/Cam_5.npy,train,multiview3d_Cam_5
the-finger,the-finger-set2 (98),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (98).npy,train,original_3d
the-finger,the-finger-set2 (98)__Cam_0,./dataset/multiview3d_blender/the-finger/the-finger-set2 (98)/Cam_0.npy,train,multiview3d_Cam_0
the-finger,the-finger-set2 (98)__Cam_2,./dataset/multiview3d_blender/the-finger/the-finger-set2 (98)/Cam_2.npy,train,multiview3d_Cam_2
the-finger,the-finger-set2 (98)__Cam_4,./dataset/multiview3d_blender/the-finger/the-finger-set2 (98)/Cam_4.npy,train,multiview3d_Cam_4
the-finger,the-finger-set2 (98)__Cam_5,./dataset/multiview3d_blender/the-finger/the-finger-set2 (98)/Cam_5.npy,train,multiview3d_Cam_5
thumbup,hand-10-2120,./dataset/skeleton_final_v2/thumbup/hand-10-2120.npy,train,original_3d
thumbup,hand-10-2120__Cam_0,./dataset/multiview3d_blender/thumbup/hand-10-2120/Cam_0.npy,train,multiview3d_Cam_0
thumbup,hand-10-2120__Cam_2,./dataset/multiview3d_blender/thumbup/hand-10-2120/Cam_2.npy,train,multiview3d_Cam_2
thumbup,hand-10-2120__Cam_4,./dataset/multiview3d_blender/thumbup/hand-10-2120/Cam_4.npy,train,multiview3d_Cam_4
thumbup,hand-10-2120__Cam_5,./dataset/multiview3d_blender/thumbup/hand-10-2120/Cam_5.npy,train,multiview3d_Cam_5
thumbup,hand-7-1400,./dataset/skeleton_final_v2/thumbup/hand-7-1400.npy,train,original_3d
thumbup,hand-7-1400__Cam_0,./dataset/multiview3d_blender/thumbup/hand-7-1400/Cam_0.npy,train,multiview3d_Cam_0
thumbup,hand-7-1400__Cam_2,./dataset/multiview3d_blender/thumbup/hand-7-1400/Cam_2.npy,train,multiview3d_Cam_2
thumbup,hand-7-1400__Cam_4,./dataset/multiview3d_blender/thumbup/hand-7-1400/Cam_4.npy,train,multiview3d_Cam_4
thumbup,hand-7-1400__Cam_5,./dataset/multiview3d_blender/thumbup/hand-7-1400/Cam_5.npy,train,multiview3d_Cam_5
ok,ok_Set2_ (486),./dataset/skeleton_final_v2/ok/ok_Set2_ (486).npy,train,original_3d
ok,ok_Set2_ (486)__Cam_0,./dataset/multiview3d_blender/ok/ok_Set2_ (486)/Cam_0.npy,train,multiview3d_Cam_0
ok,ok_Set2_ (486)__Cam_2,./dataset/multiview3d_blender/ok/ok_Set2_ (486)/Cam_2.npy,train,multiview3d_Cam_2
ok,ok_Set2_ (486)__Cam_4,./dataset/multiview3d_blender/ok/ok_Set2_ (486)/Cam_4.npy,train,multiview3d_Cam_4
ok,ok_Set2_ (486)__Cam_5,./dataset/multiview3d_blender/ok/ok_Set2_ (486)/Cam_5.npy,train,multiview3d_Cam_5
paper,paper-set2 (119),./dataset/skeleton_final_v2/paper/paper-set2 (119).npy,train,original_3d
paper,paper-set2 (119)__Cam_0,./dataset/multiview3d_blender/paper/paper-set2 (119)/Cam_0.npy,train,multiview3d_Cam_0
paper,paper-set2 (119)__Cam_2,./dataset/multiview3d_blender/paper/paper-set2 (119)/Cam_2.npy,train,multiview3d_Cam_2
paper,paper-set2 (119)__Cam_4,./dataset/multiview3d_blender/paper/paper-set2 (119)/Cam_4.npy,train,multiview3d_Cam_4
paper,paper-set2 (119)__Cam_5,./dataset/multiview3d_blender/paper/paper-set2 (119)/Cam_5.npy,train,multiview3d_Cam_5
ok,ok_Set2_ (512),./dataset/skeleton_final_v2/ok/ok_Set2_ (512).npy,train,original_3d
ok,ok_Set2_ (512)__Cam_0,./dataset/multiview3d_blender/ok/ok_Set2_ (512)/Cam_0.npy,train,multiview3d_Cam_0
ok,ok_Set2_ (512)__Cam_2,./dataset/multiview3d_blender/ok/ok_Set2_ (512)/Cam_2.npy,train,multiview3d_Cam_2
ok,ok_Set2_ (512)__Cam_4,./dataset/multiview3d_blender/ok/ok_Set2_ (512)/Cam_4.npy,train,multiview3d_Cam_4
ok,ok_Set2_ (512)__Cam_5,./dataset/multiview3d_blender/ok/ok_Set2_ (512)/Cam_5.npy,train,multiview3d_Cam_5
scissors,scissors_7356,./dataset/skeleton_final_v2/scissors/scissors_7356.npy,train,original_3d
scissors,scissors_7356__Cam_0,./dataset/multiview3d_blender/scissors/scissors_7356/Cam_0.npy,train,multiview3d_Cam_0
scissors,scissors_7356__Cam_2,./dataset/multiview3d_blender/scissors/scissors_7356/Cam_2.npy,train,multiview3d_Cam_2
scissors,scissors_7356__Cam_4,./dataset/multiview3d_blender/scissors/scissors_7356/Cam_4.npy,train,multiview3d_Cam_4
scissors,scissors_7356__Cam_5,./dataset/multiview3d_blender/scissors/scissors_7356/Cam_5.npy,train,multiview3d_Cam_5
rock,rock (20),./dataset/skeleton_final_v2/rock/rock (20).npy,train,original_3d
rock,rock (20)__Cam_0,./dataset/multiview3d_blender/rock/rock (20)/Cam_0.npy,train,multiview3d_Cam_0
rock,rock (20)__Cam_2,./dataset/multiview3d_blender/rock/rock (20)/Cam_2.npy,train,multiview3d_Cam_2
rock,rock (20)__Cam_4,./dataset/multiview3d_blender/rock/rock (20)/Cam_4.npy,train,multiview3d_Cam_4
rock,rock (20)__Cam_5,./dataset/multiview3d_blender/rock/rock (20)/Cam_5.npy,train,multiview3d_Cam_5
thumbup,hand-7-1380,./dataset/skeleton_final_v2/thumbup/hand-7-1380.npy,train,original_3d
thumbup,hand-7-1380__Cam_0,./dataset/multiview3d_blender/thumbup/hand-7-1380/Cam_0.npy,train,multiview3d_Cam_0
thumbup,hand-7-1380__Cam_2,./dataset/multiview3d_blender/thumbup/hand-7-1380/Cam_2.npy,train,multiview3d_Cam_2
thumbup,hand-7-1380__Cam_4,./dataset/multiview3d_blender/thumbup/hand-7-1380/Cam_4.npy,train,multiview3d_Cam_4
