action,sample_id,cam_0_path,cam_2_path,cam_4_path,cam_5_path,split
thumbdown,thumbdown (147),./dataset/multiview_blender/thumbdown/thumbdown (147)/Cam_0.npy,./dataset/multiview_blender/thumbdown/thumbdown (147)/Cam_2.npy,./dataset/multiview_blender/thumbdown/thumbdown (147)/Cam_4.npy,./dataset/multiview_blender/thumbdown/thumbdown (147)/Cam_5.npy,train
scissors,scissors (125),./dataset/multiview_blender/scissors/scissors (125)/Cam_0.npy,./dataset/multiview_blender/scissors/scissors (125)/Cam_2.npy,./dataset/multiview_blender/scissors/scissors (125)/Cam_4.npy,./dataset/multiview_blender/scissors/scissors (125)/Cam_5.npy,train
thumbup,thumbup (205),./dataset/multiview_blender/thumbup/thumbup (205)/Cam_0.npy,./dataset/multiview_blender/thumbup/thumbup (205)/Cam_2.npy,./dataset/multiview_blender/thumbup/thumbup (205)/Cam_4.npy,./dataset/multiview_blender/thumbup/thumbup (205)/Cam_5.npy,train
ok,ok_4965,./dataset/multiview_blender/ok/ok_4965/Cam_0.npy,./dataset/multiview_blender/ok/ok_4965/Cam_2.npy,./dataset/multiview_blender/ok/ok_4965/Cam_4.npy,./dataset/multiview_blender/ok/ok_4965/Cam_5.npy,train
paper,paper-set2 (128),./dataset/multiview_blender/paper/paper-set2 (128)/Cam_0.npy,./dataset/multiview_blender/paper/paper-set2 (128)/Cam_2.npy,./dataset/multiview_blender/paper/paper-set2 (128)/Cam_4.npy,./dataset/multiview_blender/paper/paper-set2 (128)/Cam_5.npy,train
scissors,scissors (15),./dataset/multiview_blender/scissors/scissors (15)/Cam_0.npy,./dataset/multiview_blender/scissors/scissors (15)/Cam_2.npy,./dataset/multiview_blender/scissors/scissors (15)/Cam_4.npy,./dataset/multiview_blender/scissors/scissors (15)/Cam_5.npy,train
ok,ok_Set2_ (511),./dataset/multiview_blender/ok/ok_Set2_ (511)/Cam_0.npy,./dataset/multiview_blender/ok/ok_Set2_ (511)/Cam_2.npy,./dataset/multiview_blender/ok/ok_Set2_ (511)/Cam_4.npy,./dataset/multiview_blender/ok/ok_Set2_ (511)/Cam_5.npy,train
ok,ok_Set2_ (288),./dataset/multiview_blender/ok/ok_Set2_ (288)/Cam_0.npy,./dataset/multiview_blender/ok/ok_Set2_ (288)/Cam_2.npy,./dataset/multiview_blender/ok/ok_Set2_ (288)/Cam_4.npy,./dataset/multiview_blender/ok/ok_Set2_ (288)/Cam_5.npy,train
scissors,scissors-set2 (699),./dataset/multiview_blender/scissors/scissors-set2 (699)/Cam_0.npy,./dataset/multiview_blender/scissors/scissors-set2 (699)/Cam_2.npy,./dataset/multiview_blender/scissors/scissors-set2 (699)/Cam_4.npy,./dataset/multiview_blender/scissors/scissors-set2 (699)/Cam_5.npy,train
thumbup,thumbup (385),./dataset/multiview_blender/thumbup/thumbup (385)/Cam_0.npy,./dataset/multiview_blender/thumbup/thumbup (385)/Cam_2.npy,./dataset/multiview_blender/thumbup/thumbup (385)/Cam_4.npy,./dataset/multiview_blender/thumbup/thumbup (385)/Cam_5.npy,train
thumbup,thumbup (468),./dataset/multiview_blender/thumbup/thumbup (468)/Cam_0.npy,./dataset/multiview_blender/thumbup/thumbup (468)/Cam_2.npy,./dataset/multiview_blender/thumbup/thumbup (468)/Cam_4.npy,./dataset/multiview_blender/thumbup/thumbup (468)/Cam_5.npy,train
thumbup,thumbup (491),./dataset/multiview_blender/thumbup/thumbup (491)/Cam_0.npy,./dataset/multiview_blender/thumbup/thumbup (491)/Cam_2.npy,./dataset/multiview_blender/thumbup/thumbup (491)/Cam_4.npy,./dataset/multiview_blender/thumbup/thumbup (491)/Cam_5.npy,train
scissors,scissors-set2 (13),./dataset/multiview_blender/scissors/scissors-set2 (13)/Cam_0.npy,./dataset/multiview_blender/scissors/scissors-set2 (13)/Cam_2.npy,./dataset/multiview_blender/scissors/scissors-set2 (13)/Cam_4.npy,./dataset/multiview_blender/scissors/scissors-set2 (13)/Cam_5.npy,train
ok,ok (200),./dataset/multiview_blender/ok/ok (200)/Cam_0.npy,./dataset/multiview_blender/ok/ok (200)/Cam_2.npy,./dataset/multiview_blender/ok/ok (200)/Cam_4.npy,./dataset/multiview_blender/ok/ok (200)/Cam_5.npy,train
rock,rock-set2 (430),./dataset/multiview_blender/rock/rock-set2 (430)/Cam_0.npy,./dataset/multiview_blender/rock/rock-set2 (430)/Cam_2.npy,./dataset/multiview_blender/rock/rock-set2 (430)/Cam_4.npy,./dataset/multiview_blender/rock/rock-set2 (430)/Cam_5.npy,train
the-finger,the-finger (132),./dataset/multiview_blender/the-finger/the-finger (132)/Cam_0.npy,./dataset/multiview_blender/the-finger/the-finger (132)/Cam_2.npy,./dataset/multiview_blender/the-finger/the-finger (132)/Cam_4.npy,./dataset/multiview_blender/the-finger/the-finger (132)/Cam_5.npy,train
ok,ok_Set2_ (577),./dataset/multiview_blender/ok/ok_Set2_ (577)/Cam_0.npy,./dataset/multiview_blender/ok/ok_Set2_ (577)/Cam_2.npy,./dataset/multiview_blender/ok/ok_Set2_ (577)/Cam_4.npy,./dataset/multiview_blender/ok/ok_Set2_ (577)/Cam_5.npy,train
thumbup,thumbup (370),./dataset/multiview_blender/thumbup/thumbup (370)/Cam_0.npy,./dataset/multiview_blender/thumbup/thumbup (370)/Cam_2.npy,./dataset/multiview_blender/thumbup/thumbup (370)/Cam_4.npy,./dataset/multiview_blender/thumbup/thumbup (370)/Cam_5.npy,train
paper,paper-set2 (18),./dataset/multiview_blender/paper/paper-set2 (18)/Cam_0.npy,./dataset/multiview_blender/paper/paper-set2 (18)/Cam_2.npy,./dataset/multiview_blender/paper/paper-set2 (18)/Cam_4.npy,./dataset/multiview_blender/paper/paper-set2 (18)/Cam_5.npy,train
paper,paper_1450,./dataset/multiview_blender/paper/paper_1450/Cam_0.npy,./dataset/multiview_blender/paper/paper_1450/Cam_2.npy,./dataset/multiview_blender/paper/paper_1450/Cam_4.npy,./dataset/multiview_blender/paper/paper_1450/Cam_5.npy,train
scissors,scissors_762,./dataset/multiview_blender/scissors/scissors_762/Cam_0.npy,./dataset/multiview_blender/scissors/scissors_762/Cam_2.npy,./dataset/multiview_blender/scissors/scissors_762/Cam_4.npy,./dataset/multiview_blender/scissors/scissors_762/Cam_5.npy,train
scissors,scissors-set2 (380),./dataset/multiview_blender/scissors/scissors-set2 (380)/Cam_0.npy,./dataset/multiview_blender/scissors/scissors-set2 (380)/Cam_2.npy,./dataset/multiview_blender/scissors/scissors-set2 (380)/Cam_4.npy,./dataset/multiview_blender/scissors/scissors-set2 (380)/Cam_5.npy,train
thumbup,thumbup (197),./dataset/multiview_blender/thumbup/thumbup (197)/Cam_0.npy,./dataset/multiview_blender/thumbup/thumbup (197)/Cam_2.npy,./dataset/multiview_blender/thumbup/thumbup (197)/Cam_4.npy,./dataset/multiview_blender/thumbup/thumbup (197)/Cam_5.npy,train
the-finger,the-finger_6061,./dataset/multiview_blender/the-finger/the-finger_6061/Cam_0.npy,./dataset/multiview_blender/the-finger/the-finger_6061/Cam_2.npy,./dataset/multiview_blender/the-finger/the-finger_6061/Cam_4.npy,./dataset/multiview_blender/the-finger/the-finger_6061/Cam_5.npy,train
ok,ok_8536,./dataset/multiview_blender/ok/ok_8536/Cam_0.npy,./dataset/multiview_blender/ok/ok_8536/Cam_2.npy,./dataset/multiview_blender/ok/ok_8536/Cam_4.npy,./dataset/multiview_blender/ok/ok_8536/Cam_5.npy,train
thumbdown,thumbdown_9016,./dataset/multiview_blender/thumbdown/thumbdown_9016/Cam_0.npy,./dataset/multiview_blender/thumbdown/thumbdown_9016/Cam_2.npy,./dataset/multiview_blender/thumbdown/thumbdown_9016/Cam_4.npy,./dataset/multiview_blender/thumbdown/thumbdown_9016/Cam_5.npy,train
scissors,scissors_6966,./dataset/multiview_blender/scissors/scissors_6966/Cam_0.npy,./dataset/multiview_blender/scissors/scissors_6966/Cam_2.npy,./dataset/multiview_blender/scissors/scissors_6966/Cam_4.npy,./dataset/multiview_blender/scissors/scissors_6966/Cam_5.npy,train
paper,paper_6521,./dataset/multiview_blender/paper/paper_6521/Cam_0.npy,./dataset/multiview_blender/paper/paper_6521/Cam_2.npy,./dataset/multiview_blender/paper/paper_6521/Cam_4.npy,./dataset/multiview_blender/paper/paper_6521/Cam_5.npy,train
paper,paper-set2 (417),./dataset/multiview_blender/paper/paper-set2 (417)/Cam_0.npy,./dataset/multiview_blender/paper/paper-set2 (417)/Cam_2.npy,./dataset/multiview_blender/paper/paper-set2 (417)/Cam_4.npy,./dataset/multiview_blender/paper/paper-set2 (417)/Cam_5.npy,train
ok,ok_Set2_ (428),./dataset/multiview_blender/ok/ok_Set2_ (428)/Cam_0.npy,./dataset/multiview_blender/ok/ok_Set2_ (428)/Cam_2.npy,./dataset/multiview_blender/ok/ok_Set2_ (428)/Cam_4.npy,./dataset/multiview_blender/ok/ok_Set2_ (428)/Cam_5.npy,train
thumbdown,thumbdown (274),./dataset/multiview_blender/thumbdown/thumbdown (274)/Cam_0.npy,./dataset/multiview_blender/thumbdown/thumbdown (274)/Cam_2.npy,./dataset/multiview_blender/thumbdown/thumbdown (274)/Cam_4.npy,./dataset/multiview_blender/thumbdown/thumbdown (274)/Cam_5.npy,train
ok,ok_2939,./dataset/multiview_blender/ok/ok_2939/Cam_0.npy,./dataset/multiview_blender/ok/ok_2939/Cam_2.npy,./dataset/multiview_blender/ok/ok_2939/Cam_4.npy,./dataset/multiview_blender/ok/ok_2939/Cam_5.npy,train
paper,paper-set2 (86),./dataset/multiview_blender/paper/paper-set2 (86)/Cam_0.npy,./dataset/multiview_blender/paper/paper-set2 (86)/Cam_2.npy,./dataset/multiview_blender/paper/paper-set2 (86)/Cam_4.npy,./dataset/multiview_blender/paper/paper-set2 (86)/Cam_5.npy,train
the-finger,the-finger-set2 (13),./dataset/multiview_blender/the-finger/the-finger-set2 (13)/Cam_0.npy,./dataset/multiview_blender/the-finger/the-finger-set2 (13)/Cam_2.npy,./dataset/multiview_blender/the-finger/the-finger-set2 (13)/Cam_4.npy,./dataset/multiview_blender/the-finger/the-finger-set2 (13)/Cam_5.npy,train
the-finger,the-finger-set2 (288),./dataset/multiview_blender/the-finger/the-finger-set2 (288)/Cam_0.npy,./dataset/multiview_blender/the-finger/the-finger-set2 (288)/Cam_2.npy,./dataset/multiview_blender/the-finger/the-finger-set2 (288)/Cam_4.npy,./dataset/multiview_blender/the-finger/the-finger-set2 (288)/Cam_5.npy,train
ok,ok_Set2_ (302),./dataset/multiview_blender/ok/ok_Set2_ (302)/Cam_0.npy,./dataset/multiview_blender/ok/ok_Set2_ (302)/Cam_2.npy,./dataset/multiview_blender/ok/ok_Set2_ (302)/Cam_4.npy,./dataset/multiview_blender/ok/ok_Set2_ (302)/Cam_5.npy,train
the-finger,the-finger-set2 (329),./dataset/multiview_blender/the-finger/the-finger-set2 (329)/Cam_0.npy,./dataset/multiview_blender/the-finger/the-finger-set2 (329)/Cam_2.npy,./dataset/multiview_blender/the-finger/the-finger-set2 (329)/Cam_4.npy,./dataset/multiview_blender/the-finger/the-finger-set2 (329)/Cam_5.npy,train
scissors,scissors-set2 (449),./dataset/multiview_blender/scissors/scissors-set2 (449)/Cam_0.npy,./dataset/multiview_blender/scissors/scissors-set2 (449)/Cam_2.npy,./dataset/multiview_blender/scissors/scissors-set2 (449)/Cam_4.npy,./dataset/multiview_blender/scissors/scissors-set2 (449)/Cam_5.npy,train
the-finger,the-finger_7484,./dataset/multiview_blender/the-finger/the-finger_7484/Cam_0.npy,./dataset/multiview_blender/the-finger/the-finger_7484/Cam_2.npy,./dataset/multiview_blender/the-finger/the-finger_7484/Cam_4.npy,./dataset/multiview_blender/the-finger/the-finger_7484/Cam_5.npy,train
thumbup,thumbup_8132,./dataset/multiview_blender/thumbup/thumbup_8132/Cam_0.npy,./dataset/multiview_blender/thumbup/thumbup_8132/Cam_2.npy,./dataset/multiview_blender/thumbup/thumbup_8132/Cam_4.npy,./dataset/multiview_blender/thumbup/thumbup_8132/Cam_5.npy,train
the-finger,the-finger-set2 (98),./dataset/multiview_blender/the-finger/the-finger-set2 (98)/Cam_0.npy,./dataset/multiview_blender/the-finger/the-finger-set2 (98)/Cam_2.npy,./dataset/multiview_blender/the-finger/the-finger-set2 (98)/Cam_4.npy,./dataset/multiview_blender/the-finger/the-finger-set2 (98)/Cam_5.npy,train
thumbup,hand-10-2120,./dataset/multiview_blender/thumbup/hand-10-2120/Cam_0.npy,./dataset/multiview_blender/thumbup/hand-10-2120/Cam_2.npy,./dataset/multiview_blender/thumbup/hand-10-2120/Cam_4.npy,./dataset/multiview_blender/thumbup/hand-10-2120/Cam_5.npy,train
thumbup,hand-7-1400,./dataset/multiview_blender/thumbup/hand-7-1400/Cam_0.npy,./dataset/multiview_blender/thumbup/hand-7-1400/Cam_2.npy,./dataset/multiview_blender/thumbup/hand-7-1400/Cam_4.npy,./dataset/multiview_blender/thumbup/hand-7-1400/Cam_5.npy,train
ok,ok_Set2_ (486),./dataset/multiview_blender/ok/ok_Set2_ (486)/Cam_0.npy,./dataset/multiview_blender/ok/ok_Set2_ (486)/Cam_2.npy,./dataset/multiview_blender/ok/ok_Set2_ (486)/Cam_4.npy,./dataset/multiview_blender/ok/ok_Set2_ (486)/Cam_5.npy,train
paper,paper-set2 (119),./dataset/multiview_blender/paper/paper-set2 (119)/Cam_0.npy,./dataset/multiview_blender/paper/paper-set2 (119)/Cam_2.npy,./dataset/multiview_blender/paper/paper-set2 (119)/Cam_4.npy,./dataset/multiview_blender/paper/paper-set2 (119)/Cam_5.npy,train
ok,ok_Set2_ (512),./dataset/multiview_blender/ok/ok_Set2_ (512)/Cam_0.npy,./dataset/multiview_blender/ok/ok_Set2_ (512)/Cam_2.npy,./dataset/multiview_blender/ok/ok_Set2_ (512)/Cam_4.npy,./dataset/multiview_blender/ok/ok_Set2_ (512)/Cam_5.npy,train
scissors,scissors_7356,./dataset/multiview_blender/scissors/scissors_7356/Cam_0.npy,./dataset/multiview_blender/scissors/scissors_7356/Cam_2.npy,./dataset/multiview_blender/scissors/scissors_7356/Cam_4.npy,./dataset/multiview_blender/scissors/scissors_7356/Cam_5.npy,train
rock,rock (20),./dataset/multiview_blender/rock/rock (20)/Cam_0.npy,./dataset/multiview_blender/rock/rock (20)/Cam_2.npy,./dataset/multiview_blender/rock/rock (20)/Cam_4.npy,./dataset/multiview_blender/rock/rock (20)/Cam_5.npy,train
thumbup,hand-7-1380,./dataset/multiview_blender/thumbup/hand-7-1380/Cam_0.npy,./dataset/multiview_blender/thumbup/hand-7-1380/Cam_2.npy,./dataset/multiview_blender/thumbup/hand-7-1380/Cam_4.npy,./dataset/multiview_blender/thumbup/hand-7-1380/Cam_5.npy,train
the-finger,the-finger-set2 (96),./dataset/multiview_blender/the-finger/the-finger-set2 (96)/Cam_0.npy,./dataset/multiview_blender/the-finger/the-finger-set2 (96)/Cam_2.npy,./dataset/multiview_blender/the-finger/the-finger-set2 (96)/Cam_4.npy,./dataset/multiview_blender/the-finger/the-finger-set2 (96)/Cam_5.npy,train
the-finger,the-finger (50),./dataset/multiview_blender/the-finger/the-finger (50)/Cam_0.npy,./dataset/multiview_blender/the-finger/the-finger (50)/Cam_2.npy,./dataset/multiview_blender/the-finger/the-finger (50)/Cam_4.npy,./dataset/multiview_blender/the-finger/the-finger (50)/Cam_5.npy,train
scissors,scissors (218),./dataset/multiview_blender/scissors/scissors (218)/Cam_0.npy,./dataset/multiview_blender/scissors/scissors (218)/Cam_2.npy,./dataset/multiview_blender/scissors/scissors (218)/Cam_4.npy,./dataset/multiview_blender/scissors/scissors (218)/Cam_5.npy,train
ok,ok_3972,./dataset/multiview_blender/ok/ok_3972/Cam_0.npy,./dataset/multiview_blender/ok/ok_3972/Cam_2.npy,./dataset/multiview_blender/ok/ok_3972/Cam_4.npy,./dataset/multiview_blender/ok/ok_3972/Cam_5.npy,train
ok,ok_Set2_ (522),./dataset/multiview_blender/ok/ok_Set2_ (522)/Cam_0.npy,./dataset/multiview_blender/ok/ok_Set2_ (522)/Cam_2.npy,./dataset/multiview_blender/ok/ok_Set2_ (522)/Cam_4.npy,./dataset/multiview_blender/ok/ok_Set2_ (522)/Cam_5.npy,train
scissors,scissors (418),./dataset/multiview_blender/scissors/scissors (418)/Cam_0.npy,./dataset/multiview_blender/scissors/scissors (418)/Cam_2.npy,./dataset/multiview_blender/scissors/scissors (418)/Cam_4.npy,./dataset/multiview_blender/scissors/scissors (418)/Cam_5.npy,train
thumbdown,thumbdown_6826,./dataset/multiview_blender/thumbdown/thumbdown_6826/Cam_0.npy,./dataset/multiview_blender/thumbdown/thumbdown_6826/Cam_2.npy,./dataset/multiview_blender/thumbdown/thumbdown_6826/Cam_4.npy,./dataset/multiview_blender/thumbdown/thumbdown_6826/Cam_5.npy,train
ok,ok_2926,./dataset/multiview_blender/ok/ok_2926/Cam_0.npy,./dataset/multiview_blender/ok/ok_2926/Cam_2.npy,./dataset/multiview_blender/ok/ok_2926/Cam_4.npy,./dataset/multiview_blender/ok/ok_2926/Cam_5.npy,train
ok,ok_2482,./dataset/multiview_blender/ok/ok_2482/Cam_0.npy,./dataset/multiview_blender/ok/ok_2482/Cam_2.npy,./dataset/multiview_blender/ok/ok_2482/Cam_4.npy,./dataset/multiview_blender/ok/ok_2482/Cam_5.npy,train
thumbup,thumbup_1710,./dataset/multiview_blender/thumbup/thumbup_1710/Cam_0.npy,./dataset/multiview_blender/thumbup/thumbup_1710/Cam_2.npy,./dataset/multiview_blender/thumbup/thumbup_1710/Cam_4.npy,./dataset/multiview_blender/thumbup/thumbup_1710/Cam_5.npy,train
paper,paper-set2 (243),./dataset/multiview_blender/paper/paper-set2 (243)/Cam_0.npy,./dataset/multiview_blender/paper/paper-set2 (243)/Cam_2.npy,./dataset/multiview_blender/paper/paper-set2 (243)/Cam_4.npy,./dataset/multiview_blender/paper/paper-set2 (243)/Cam_5.npy,train
thumbdown,thumbdown_7435,./dataset/multiview_blender/thumbdown/thumbdown_7435/Cam_0.npy,./dataset/multiview_blender/thumbdown/thumbdown_7435/Cam_2.npy,./dataset/multiview_blender/thumbdown/thumbdown_7435/Cam_4.npy,./dataset/multiview_blender/thumbdown/thumbdown_7435/Cam_5.npy,train
rock,rock-set2 (199),./dataset/multiview_blender/rock/rock-set2 (199)/Cam_0.npy,./dataset/multiview_blender/rock/rock-set2 (199)/Cam_2.npy,./dataset/multiview_blender/rock/rock-set2 (199)/Cam_4.npy,./dataset/multiview_blender/rock/rock-set2 (199)/Cam_5.npy,train
rock,rock-set2 (23),./dataset/multiview_blender/rock/rock-set2 (23)/Cam_0.npy,./dataset/multiview_blender/rock/rock-set2 (23)/Cam_2.npy,./dataset/multiview_blender/rock/rock-set2 (23)/Cam_4.npy,./dataset/multiview_blender/rock/rock-set2 (23)/Cam_5.npy,train
paper,paper_721,./dataset/multiview_blender/paper/paper_721/Cam_0.npy,./dataset/multiview_blender/paper/paper_721/Cam_2.npy,./dataset/multiview_blender/paper/paper_721/Cam_4.npy,./dataset/multiview_blender/paper/paper_721/Cam_5.npy,train
scissors,scissors-set2 (282),./dataset/multiview_blender/scissors/scissors-set2 (282)/Cam_0.npy,./dataset/multiview_blender/scissors/scissors-set2 (282)/Cam_2.npy,./dataset/multiview_blender/scissors/scissors-set2 (282)/Cam_4.npy,./dataset/multiview_blender/scissors/scissors-set2 (282)/Cam_5.npy,train
thumbup,thumbup_1630,./dataset/multiview_blender/thumbup/thumbup_1630/Cam_0.npy,./dataset/multiview_blender/thumbup/thumbup_1630/Cam_2.npy,./dataset/multiview_blender/thumbup/thumbup_1630/Cam_4.npy,./dataset/multiview_blender/thumbup/thumbup_1630/Cam_5.npy,train
paper,paper (164),./dataset/multiview_blender/paper/paper (164)/Cam_0.npy,./dataset/multiview_blender/paper/paper (164)/Cam_2.npy,./dataset/multiview_blender/paper/paper (164)/Cam_4.npy,./dataset/multiview_blender/paper/paper (164)/Cam_5.npy,train
thumbdown,hand-7-1680,./dataset/multiview_blender/thumbdown/hand-7-1680/Cam_0.npy,./dataset/multiview_blender/thumbdown/hand-7-1680/Cam_2.npy,./dataset/multiview_blender/thumbdown/hand-7-1680/Cam_4.npy,./dataset/multiview_blender/thumbdown/hand-7-1680/Cam_5.npy,train
ok,ok (28),./dataset/multiview_blender/ok/ok (28)/Cam_0.npy,./dataset/multiview_blender/ok/ok (28)/Cam_2.npy,./dataset/multiview_blender/ok/ok (28)/Cam_4.npy,./dataset/multiview_blender/ok/ok (28)/Cam_5.npy,train
scissors,scissors-set2 (176),./dataset/multiview_blender/scissors/scissors-set2 (176)/Cam_0.npy,./dataset/multiview_blender/scissors/scissors-set2 (176)/Cam_2.npy,./dataset/multiview_blender/scissors/scissors-set2 (176)/Cam_4.npy,./dataset/multiview_blender/scissors/scissors-set2 (176)/Cam_5.npy,train
paper,paper_3767,./dataset/multiview_blender/paper/paper_3767/Cam_0.npy,./dataset/multiview_blender/paper/paper_3767/Cam_2.npy,./dataset/multiview_blender/paper/paper_3767/Cam_4.npy,./dataset/multiview_blender/paper/paper_3767/Cam_5.npy,train
paper,paper-set2 (111),./dataset/multiview_blender/paper/paper-set2 (111)/Cam_0.npy,./dataset/multiview_blender/paper/paper-set2 (111)/Cam_2.npy,./dataset/multiview_blender/paper/paper-set2 (111)/Cam_4.npy,./dataset/multiview_blender/paper/paper-set2 (111)/Cam_5.npy,train
paper,paper-set2 (263),./dataset/multiview_blender/paper/paper-set2 (263)/Cam_0.npy,./dataset/multiview_blender/paper/paper-set2 (263)/Cam_2.npy,./dataset/multiview_blender/paper/paper-set2 (263)/Cam_4.npy,./dataset/multiview_blender/paper/paper-set2 (263)/Cam_5.npy,train
paper,paper_3635,./dataset/multiview_blender/paper/paper_3635/Cam_0.npy,./dataset/multiview_blender/paper/paper_3635/Cam_2.npy,./dataset/multiview_blender/paper/paper_3635/Cam_4.npy,./dataset/multiview_blender/paper/paper_3635/Cam_5.npy,train
scissors,scissors-set2 (444),./dataset/multiview_blender/scissors/scissors-set2 (444)/Cam_0.npy,./dataset/multiview_blender/scissors/scissors-set2 (444)/Cam_2.npy,./dataset/multiview_blender/scissors/scissors-set2 (444)/Cam_4.npy,./dataset/multiview_blender/scissors/scissors-set2 (444)/Cam_5.npy,train
paper,paper (21),./dataset/multiview_blender/paper/paper (21)/Cam_0.npy,./dataset/multiview_blender/paper/paper (21)/Cam_2.npy,./dataset/multiview_blender/paper/paper (21)/Cam_4.npy,./dataset/multiview_blender/paper/paper (21)/Cam_5.npy,train
scissors,scissors_6374,./dataset/multiview_blender/scissors/scissors_6374/Cam_0.npy,./dataset/multiview_blender/scissors/scissors_6374/Cam_2.npy,./dataset/multiview_blender/scissors/scissors_6374/Cam_4.npy,./dataset/multiview_blender/scissors/scissors_6374/Cam_5.npy,train
scissors,scissors-set2 (562),./dataset/multiview_blender/scissors/scissors-set2 (562)/Cam_0.npy,./dataset/multiview_blender/scissors/scissors-set2 (562)/Cam_2.npy,./dataset/multiview_blender/scissors/scissors-set2 (562)/Cam_4.npy,./dataset/multiview_blender/scissors/scissors-set2 (562)/Cam_5.npy,train
scissors,scissors (421),./dataset/multiview_blender/scissors/scissors (421)/Cam_0.npy,./dataset/multiview_blender/scissors/scissors (421)/Cam_2.npy,./dataset/multiview_blender/scissors/scissors (421)/Cam_4.npy,./dataset/multiview_blender/scissors/scissors (421)/Cam_5.npy,train
paper,paper-set2 (362),./dataset/multiview_blender/paper/paper-set2 (362)/Cam_0.npy,./dataset/multiview_blender/paper/paper-set2 (362)/Cam_2.npy,./dataset/multiview_blender/paper/paper-set2 (362)/Cam_4.npy,./dataset/multiview_blender/paper/paper-set2 (362)/Cam_5.npy,train
thumbdown,thumbdown_6440,./dataset/multiview_blender/thumbdown/thumbdown_6440/Cam_0.npy,./dataset/multiview_blender/thumbdown/thumbdown_6440/Cam_2.npy,./dataset/multiview_blender/thumbdown/thumbdown_6440/Cam_4.npy,./dataset/multiview_blender/thumbdown/thumbdown_6440/Cam_5.npy,train
ok,ok_Set2_ (234),./dataset/multiview_blender/ok/ok_Set2_ (234)/Cam_0.npy,./dataset/multiview_blender/ok/ok_Set2_ (234)/Cam_2.npy,./dataset/multiview_blender/ok/ok_Set2_ (234)/Cam_4.npy,./dataset/multiview_blender/ok/ok_Set2_ (234)/Cam_5.npy,train
the-finger,the-finger-set2 (440),./dataset/multiview_blender/the-finger/the-finger-set2 (440)/Cam_0.npy,./dataset/multiview_blender/the-finger/the-finger-set2 (440)/Cam_2.npy,./dataset/multiview_blender/the-finger/the-finger-set2 (440)/Cam_4.npy,./dataset/multiview_blender/the-finger/the-finger-set2 (440)/Cam_5.npy,train
the-finger,the-finger_5374,./dataset/multiview_blender/the-finger/the-finger_5374/Cam_0.npy,./dataset/multiview_blender/the-finger/the-finger_5374/Cam_2.npy,./dataset/multiview_blender/the-finger/the-finger_5374/Cam_4.npy,./dataset/multiview_blender/the-finger/the-finger_5374/Cam_5.npy,train
paper,paper_7946,./dataset/multiview_blender/paper/paper_7946/Cam_0.npy,./dataset/multiview_blender/paper/paper_7946/Cam_2.npy,./dataset/multiview_blender/paper/paper_7946/Cam_4.npy,./dataset/multiview_blender/paper/paper_7946/Cam_5.npy,train
thumbup,thumbup (17),./dataset/multiview_blender/thumbup/thumbup (17)/Cam_0.npy,./dataset/multiview_blender/thumbup/thumbup (17)/Cam_2.npy,./dataset/multiview_blender/thumbup/thumbup (17)/Cam_4.npy,./dataset/multiview_blender/thumbup/thumbup (17)/Cam_5.npy,train
thumbup,thumbup (380),./dataset/multiview_blender/thumbup/thumbup (380)/Cam_0.npy,./dataset/multiview_blender/thumbup/thumbup (380)/Cam_2.npy,./dataset/multiview_blender/thumbup/thumbup (380)/Cam_4.npy,./dataset/multiview_blender/thumbup/thumbup (380)/Cam_5.npy,train
thumbup,thumbup (116),./dataset/multiview_blender/thumbup/thumbup (116)/Cam_0.npy,./dataset/multiview_blender/thumbup/thumbup (116)/Cam_2.npy,./dataset/multiview_blender/thumbup/thumbup (116)/Cam_4.npy,./dataset/multiview_blender/thumbup/thumbup (116)/Cam_5.npy,train
paper,paper-set2 (15),./dataset/multiview_blender/paper/paper-set2 (15)/Cam_0.npy,./dataset/multiview_blender/paper/paper-set2 (15)/Cam_2.npy,./dataset/multiview_blender/paper/paper-set2 (15)/Cam_4.npy,./dataset/multiview_blender/paper/paper-set2 (15)/Cam_5.npy,train
thumbup,thumbup_6799,./dataset/multiview_blender/thumbup/thumbup_6799/Cam_0.npy,./dataset/multiview_blender/thumbup/thumbup_6799/Cam_2.npy,./dataset/multiview_blender/thumbup/thumbup_6799/Cam_4.npy,./dataset/multiview_blender/thumbup/thumbup_6799/Cam_5.npy,train
scissors,scissors-set2 (553),./dataset/multiview_blender/scissors/scissors-set2 (553)/Cam_0.npy,./dataset/multiview_blender/scissors/scissors-set2 (553)/Cam_2.npy,./dataset/multiview_blender/scissors/scissors-set2 (553)/Cam_4.npy,./dataset/multiview_blender/scissors/scissors-set2 (553)/Cam_5.npy,train
thumbup,thumbup_2131,./dataset/multiview_blender/thumbup/thumbup_2131/Cam_0.npy,./dataset/multiview_blender/thumbup/thumbup_2131/Cam_2.npy,./dataset/multiview_blender/thumbup/thumbup_2131/Cam_4.npy,./dataset/multiview_blender/thumbup/thumbup_2131/Cam_5.npy,train
ok,ok_Set2_ (524),./dataset/multiview_blender/ok/ok_Set2_ (524)/Cam_0.npy,./dataset/multiview_blender/ok/ok_Set2_ (524)/Cam_2.npy,./dataset/multiview_blender/ok/ok_Set2_ (524)/Cam_4.npy,./dataset/multiview_blender/ok/ok_Set2_ (524)/Cam_5.npy,train
