action,sample_id,input_path,split
rock,rock-set2 (53),./dataset/skeleton_final_v2/rock/rock-set2 (53).npy,train
thumbup,thumbup (306),./dataset/skeleton_final_v2/thumbup/thumbup (306).npy,train
thumbup,thumbup_7718,./dataset/skeleton_final_v2/thumbup/thumbup_7718.npy,train
thumbup,thumbup (436),./dataset/skeleton_final_v2/thumbup/thumbup (436).npy,train
thumbup,thumbup_1255,./dataset/skeleton_final_v2/thumbup/thumbup_1255.npy,train
scissors,scissors-set2 (122),./dataset/skeleton_final_v2/scissors/scissors-set2 (122).npy,train
paper,paper-set2 (420),./dataset/skeleton_final_v2/paper/paper-set2 (420).npy,train
scissors,scissors-set2 (293),./dataset/skeleton_final_v2/scissors/scissors-set2 (293).npy,train
the-finger,the-finger (36),./dataset/skeleton_final_v2/the-finger/the-finger (36).npy,train
thumbdown,hand-10-595,./dataset/skeleton_final_v2/thumbdown/hand-10-595.npy,train
thumbdown,thumbdown_9358,./dataset/skeleton_final_v2/thumbdown/thumbdown_9358.npy,train
ok,ok_2865,./dataset/skeleton_final_v2/ok/ok_2865.npy,train
ok,ok_5946,./dataset/skeleton_final_v2/ok/ok_5946.npy,train
scissors,scissors (231),./dataset/skeleton_final_v2/scissors/scissors (231).npy,train
thumbup,thumbup (379),./dataset/skeleton_final_v2/thumbup/thumbup (379).npy,train
scissors,scissors-set2 (17),./dataset/skeleton_final_v2/scissors/scissors-set2 (17).npy,train
scissors,scissors-set2 (356),./dataset/skeleton_final_v2/scissors/scissors-set2 (356).npy,train
thumbdown,thumbdown (239),./dataset/skeleton_final_v2/thumbdown/thumbdown (239).npy,train
the-finger,the-finger (40),./dataset/skeleton_final_v2/the-finger/the-finger (40).npy,train
paper,paper-set2 (37),./dataset/skeleton_final_v2/paper/paper-set2 (37).npy,train
paper,paper-set2 (3),./dataset/skeleton_final_v2/paper/paper-set2 (3).npy,train
paper,paper-set2 (159),./dataset/skeleton_final_v2/paper/paper-set2 (159).npy,train
thumbup,thumbup (313),./dataset/skeleton_final_v2/thumbup/thumbup (313).npy,train
scissors,scissors-set2 (467),./dataset/skeleton_final_v2/scissors/scissors-set2 (467).npy,train
rock,rock-set2 (524),./dataset/skeleton_final_v2/rock/rock-set2 (524).npy,train
thumbup,thumbup (219),./dataset/skeleton_final_v2/thumbup/thumbup (219).npy,train
scissors,scissors_48,./dataset/skeleton_final_v2/scissors/scissors_48.npy,train
thumbup,hand-10-2170,./dataset/skeleton_final_v2/thumbup/hand-10-2170.npy,train
thumbdown,hand-9-1965,./dataset/skeleton_final_v2/thumbdown/hand-9-1965.npy,train
rock,rock-set2 (217),./dataset/skeleton_final_v2/rock/rock-set2 (217).npy,train
paper,paper_29,./dataset/skeleton_final_v2/paper/paper_29.npy,train
scissors,scissors-set2 (721),./dataset/skeleton_final_v2/scissors/scissors-set2 (721).npy,train
scissors,scissors-set2 (531),./dataset/skeleton_final_v2/scissors/scissors-set2 (531).npy,train
thumbdown,thumbdown_3409,./dataset/skeleton_final_v2/thumbdown/thumbdown_3409.npy,train
thumbup,hand-10-445,./dataset/skeleton_final_v2/thumbup/hand-10-445.npy,train
paper,paper_8756,./dataset/skeleton_final_v2/paper/paper_8756.npy,train
thumbdown,hand-12-1270,./dataset/skeleton_final_v2/thumbdown/hand-12-1270.npy,train
ok,ok_Set2_ (435),./dataset/skeleton_final_v2/ok/ok_Set2_ (435).npy,train
thumbup,hand-10-10,./dataset/skeleton_final_v2/thumbup/hand-10-10.npy,train
paper,paper (127),./dataset/skeleton_final_v2/paper/paper (127).npy,train
the-finger,the-finger_6659,./dataset/skeleton_final_v2/the-finger/the-finger_6659.npy,train
scissors,scissors (103),./dataset/skeleton_final_v2/scissors/scissors (103).npy,train
scissors,scissors-set2 (672),./dataset/skeleton_final_v2/scissors/scissors-set2 (672).npy,train
paper,paper_6127,./dataset/skeleton_final_v2/paper/paper_6127.npy,train
ok,ok_6581,./dataset/skeleton_final_v2/ok/ok_6581.npy,train
scissors,scissors-set2 (617),./dataset/skeleton_final_v2/scissors/scissors-set2 (617).npy,train
thumbup,thumbup_6792,./dataset/skeleton_final_v2/thumbup/thumbup_6792.npy,train
ok,ok_Set2_ (391),./dataset/skeleton_final_v2/ok/ok_Set2_ (391).npy,train
ok,ok_Set2_ (534),./dataset/skeleton_final_v2/ok/ok_Set2_ (534).npy,train
ok,ok (168),./dataset/skeleton_final_v2/ok/ok (168).npy,train
thumbup,thumbup (278),./dataset/skeleton_final_v2/thumbup/thumbup (278).npy,train
rock,rock-set2 (533),./dataset/skeleton_final_v2/rock/rock-set2 (533).npy,train
paper,paper_22,./dataset/skeleton_final_v2/paper/paper_22.npy,train
ok,ok_Set2_ (484),./dataset/skeleton_final_v2/ok/ok_Set2_ (484).npy,train
scissors,scissors-set2 (648),./dataset/skeleton_final_v2/scissors/scissors-set2 (648).npy,train
thumbup,thumbup (302),./dataset/skeleton_final_v2/thumbup/thumbup (302).npy,train
paper,paper_5478,./dataset/skeleton_final_v2/paper/paper_5478.npy,train
rock,rock-set2 (447),./dataset/skeleton_final_v2/rock/rock-set2 (447).npy,train
ok,ok_1568,./dataset/skeleton_final_v2/ok/ok_1568.npy,train
scissors,scissors-set2 (661),./dataset/skeleton_final_v2/scissors/scissors-set2 (661).npy,train
thumbup,thumbup (330),./dataset/skeleton_final_v2/thumbup/thumbup (330).npy,train
the-finger,the-finger_7814,./dataset/skeleton_final_v2/the-finger/the-finger_7814.npy,train
rock,rock-set2 (63),./dataset/skeleton_final_v2/rock/rock-set2 (63).npy,train
the-finger,the-finger_3516,./dataset/skeleton_final_v2/the-finger/the-finger_3516.npy,train
ok,ok_5948,./dataset/skeleton_final_v2/ok/ok_5948.npy,train
thumbdown,thumbdown_5815,./dataset/skeleton_final_v2/thumbdown/thumbdown_5815.npy,train
thumbup,thumbup (252),./dataset/skeleton_final_v2/thumbup/thumbup (252).npy,train
thumbdown,thumbdown_3215,./dataset/skeleton_final_v2/thumbdown/thumbdown_3215.npy,train
thumbup,hand-10-2570,./dataset/skeleton_final_v2/thumbup/hand-10-2570.npy,train
scissors,scissors_6373,./dataset/skeleton_final_v2/scissors/scissors_6373.npy,train
paper,paper-set2 (166),./dataset/skeleton_final_v2/paper/paper-set2 (166).npy,train
thumbup,hand-11-540,./dataset/skeleton_final_v2/thumbup/hand-11-540.npy,train
scissors,scissors_6357,./dataset/skeleton_final_v2/scissors/scissors_6357.npy,train
thumbup,hand-9-1715,./dataset/skeleton_final_v2/thumbup/hand-9-1715.npy,train
the-finger,the-finger_7268,./dataset/skeleton_final_v2/the-finger/the-finger_7268.npy,train
scissors,scissors (414),./dataset/skeleton_final_v2/scissors/scissors (414).npy,train
thumbdown,thumbdown (168),./dataset/skeleton_final_v2/thumbdown/thumbdown (168).npy,train
thumbup,thumbup (216),./dataset/skeleton_final_v2/thumbup/thumbup (216).npy,train
thumbdown,thumbdown (137),./dataset/skeleton_final_v2/thumbdown/thumbdown (137).npy,train
ok,ok_Set2_ (419),./dataset/skeleton_final_v2/ok/ok_Set2_ (419).npy,train
thumbdown,hand-9-1940,./dataset/skeleton_final_v2/thumbdown/hand-9-1940.npy,train
scissors,scissors (284),./dataset/skeleton_final_v2/scissors/scissors (284).npy,train
paper,paper_3815,./dataset/skeleton_final_v2/paper/paper_3815.npy,train
thumbup,hand-7-1365,./dataset/skeleton_final_v2/thumbup/hand-7-1365.npy,train
ok,ok_7387,./dataset/skeleton_final_v2/ok/ok_7387.npy,train
scissors,scissors (322),./dataset/skeleton_final_v2/scissors/scissors (322).npy,train
paper,paper-set2 (248),./dataset/skeleton_final_v2/paper/paper-set2 (248).npy,train
rock,rock-set2 (359),./dataset/skeleton_final_v2/rock/rock-set2 (359).npy,train
scissors,scissors-set2 (720),./dataset/skeleton_final_v2/scissors/scissors-set2 (720).npy,train
paper,paper_6929,./dataset/skeleton_final_v2/paper/paper_6929.npy,train
thumbdown,thumbdown_5301,./dataset/skeleton_final_v2/thumbdown/thumbdown_5301.npy,train
the-finger,the-finger_8300,./dataset/skeleton_final_v2/the-finger/the-finger_8300.npy,train
scissors,scissors-set2 (600),./dataset/skeleton_final_v2/scissors/scissors-set2 (600).npy,train
thumbdown,thumbdown_4403,./dataset/skeleton_final_v2/thumbdown/thumbdown_4403.npy,train
thumbdown,hand-10-2305,./dataset/skeleton_final_v2/thumbdown/hand-10-2305.npy,train
paper,paper_2449,./dataset/skeleton_final_v2/paper/paper_2449.npy,train
the-finger,the-finger_1365,./dataset/skeleton_final_v2/the-finger/the-finger_1365.npy,train
thumbup,thumbup_8924,./dataset/skeleton_final_v2/thumbup/thumbup_8924.npy,train
thumbdown,thumbdown_171,./dataset/skeleton_final_v2/thumbdown/thumbdown_171.npy,train
ok,ok_1175,./dataset/skeleton_final_v2/ok/ok_1175.npy,train
paper,paper_7329,./dataset/skeleton_final_v2/paper/paper_7329.npy,train
scissors,scissors (135),./dataset/skeleton_final_v2/scissors/scissors (135).npy,train
thumbup,thumbup_6426,./dataset/skeleton_final_v2/thumbup/thumbup_6426.npy,train
rock,rock-set2 (571),./dataset/skeleton_final_v2/rock/rock-set2 (571).npy,train
paper,paper_5728,./dataset/skeleton_final_v2/paper/paper_5728.npy,train
thumbdown,hand-9-2120,./dataset/skeleton_final_v2/thumbdown/hand-9-2120.npy,train
paper,paper-set2 (238),./dataset/skeleton_final_v2/paper/paper-set2 (238).npy,train
paper,paper_4582,./dataset/skeleton_final_v2/paper/paper_4582.npy,train
the-finger,the-finger_7083,./dataset/skeleton_final_v2/the-finger/the-finger_7083.npy,train
rock,rock-set2 (281),./dataset/skeleton_final_v2/rock/rock-set2 (281).npy,train
paper,paper_7589,./dataset/skeleton_final_v2/paper/paper_7589.npy,train
ok,ok_2887,./dataset/skeleton_final_v2/ok/ok_2887.npy,train
scissors,scissors (100),./dataset/skeleton_final_v2/scissors/scissors (100).npy,train
thumbdown,thumbdown (68),./dataset/skeleton_final_v2/thumbdown/thumbdown (68).npy,train
scissors,scissors-set2 (24),./dataset/skeleton_final_v2/scissors/scissors-set2 (24).npy,train
scissors,scissors (295),./dataset/skeleton_final_v2/scissors/scissors (295).npy,train
ok,ok_2005,./dataset/skeleton_final_v2/ok/ok_2005.npy,train
thumbup,thumbup (175),./dataset/skeleton_final_v2/thumbup/thumbup (175).npy,train
thumbup,thumbup (354),./dataset/skeleton_final_v2/thumbup/thumbup (354).npy,train
thumbdown,hand-11-845,./dataset/skeleton_final_v2/thumbdown/hand-11-845.npy,train
the-finger,the-finger-set2 (296),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (296).npy,train
paper,paper_3739,./dataset/skeleton_final_v2/paper/paper_3739.npy,train
ok,ok (113),./dataset/skeleton_final_v2/ok/ok (113).npy,train
paper,paper_4585,./dataset/skeleton_final_v2/paper/paper_4585.npy,train
thumbdown,thumbdown (53),./dataset/skeleton_final_v2/thumbdown/thumbdown (53).npy,train
thumbdown,thumbdown_860,./dataset/skeleton_final_v2/thumbdown/thumbdown_860.npy,train
scissors,scissors_6358,./dataset/skeleton_final_v2/scissors/scissors_6358.npy,train
thumbup,thumbup (272),./dataset/skeleton_final_v2/thumbup/thumbup (272).npy,train
the-finger,the-finger (76),./dataset/skeleton_final_v2/the-finger/the-finger (76).npy,train
thumbup,thumbup (329),./dataset/skeleton_final_v2/thumbup/thumbup (329).npy,train
paper,paper_7139,./dataset/skeleton_final_v2/paper/paper_7139.npy,train
thumbdown,thumbdown_9388,./dataset/skeleton_final_v2/thumbdown/thumbdown_9388.npy,train
thumbdown,thumbdown (38),./dataset/skeleton_final_v2/thumbdown/thumbdown (38).npy,train
thumbup,thumbup_6787,./dataset/skeleton_final_v2/thumbup/thumbup_6787.npy,train
scissors,scissors_4638,./dataset/skeleton_final_v2/scissors/scissors_4638.npy,train
the-finger,the-finger_5859,./dataset/skeleton_final_v2/the-finger/the-finger_5859.npy,train
ok,ok_6187,./dataset/skeleton_final_v2/ok/ok_6187.npy,train
scissors,scissors-set2 (222),./dataset/skeleton_final_v2/scissors/scissors-set2 (222).npy,train
scissors,scissors-set2 (162),./dataset/skeleton_final_v2/scissors/scissors-set2 (162).npy,train
scissors,scissors_4641,./dataset/skeleton_final_v2/scissors/scissors_4641.npy,train
paper,paper (254),./dataset/skeleton_final_v2/paper/paper (254).npy,train
scissors,scissors-set2 (570),./dataset/skeleton_final_v2/scissors/scissors-set2 (570).npy,train
the-finger,the-finger_8298,./dataset/skeleton_final_v2/the-finger/the-finger_8298.npy,train
the-finger,the-finger_6647,./dataset/skeleton_final_v2/the-finger/the-finger_6647.npy,train
the-finger,the-finger-set2 (380),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (380).npy,train
scissors,scissors (235),./dataset/skeleton_final_v2/scissors/scissors (235).npy,train
paper,paper_5907,./dataset/skeleton_final_v2/paper/paper_5907.npy,train
scissors,scissors_6560,./dataset/skeleton_final_v2/scissors/scissors_6560.npy,train
the-finger,the-finger (47),./dataset/skeleton_final_v2/the-finger/the-finger (47).npy,train
ok,ok_Set2_ (219),./dataset/skeleton_final_v2/ok/ok_Set2_ (219).npy,train
thumbdown,hand-10-525,./dataset/skeleton_final_v2/thumbdown/hand-10-525.npy,train
thumbup,thumbup (119),./dataset/skeleton_final_v2/thumbup/thumbup (119).npy,train
thumbup,thumbup (130),./dataset/skeleton_final_v2/thumbup/thumbup (130).npy,train
thumbdown,thumbdown_3253,./dataset/skeleton_final_v2/thumbdown/thumbdown_3253.npy,train
scissors,scissors (26),./dataset/skeleton_final_v2/scissors/scissors (26).npy,train
paper,paper_6936,./dataset/skeleton_final_v2/paper/paper_6936.npy,train
thumbup,thumbup (363),./dataset/skeleton_final_v2/thumbup/thumbup (363).npy,train
scissors,scissors (406),./dataset/skeleton_final_v2/scissors/scissors (406).npy,train
thumbdown,thumbdown (79),./dataset/skeleton_final_v2/thumbdown/thumbdown (79).npy,train
scissors,scissors_3895,./dataset/skeleton_final_v2/scissors/scissors_3895.npy,train
rock,rock_696,./dataset/skeleton_final_v2/rock/rock_696.npy,train
thumbdown,thumbdown_6250,./dataset/skeleton_final_v2/thumbdown/thumbdown_6250.npy,train
thumbdown,thumbdown_4355,./dataset/skeleton_final_v2/thumbdown/thumbdown_4355.npy,train
scissors,scissors-set2 (170),./dataset/skeleton_final_v2/scissors/scissors-set2 (170).npy,train
thumbup,thumbup (137),./dataset/skeleton_final_v2/thumbup/thumbup (137).npy,train
thumbup,thumbup (414),./dataset/skeleton_final_v2/thumbup/thumbup (414).npy,train
thumbdown,hand-10-65,./dataset/skeleton_final_v2/thumbdown/hand-10-65.npy,train
scissors,scissors-set2 (723),./dataset/skeleton_final_v2/scissors/scissors-set2 (723).npy,train
paper,paper (55),./dataset/skeleton_final_v2/paper/paper (55).npy,train
scissors,scissors (292),./dataset/skeleton_final_v2/scissors/scissors (292).npy,train
thumbdown,thumbdown (162),./dataset/skeleton_final_v2/thumbdown/thumbdown (162).npy,train
scissors,scissors_1512,./dataset/skeleton_final_v2/scissors/scissors_1512.npy,train
ok,ok (21),./dataset/skeleton_final_v2/ok/ok (21).npy,train
thumbdown,thumbdown (289),./dataset/skeleton_final_v2/thumbdown/thumbdown (289).npy,train
the-finger,the-finger-set2 (314),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (314).npy,train
ok,ok_7702,./dataset/skeleton_final_v2/ok/ok_7702.npy,train
scissors,scissors-set2 (684),./dataset/skeleton_final_v2/scissors/scissors-set2 (684).npy,train
paper,paper-set2 (334),./dataset/skeleton_final_v2/paper/paper-set2 (334).npy,train
paper,paper-set2 (113),./dataset/skeleton_final_v2/paper/paper-set2 (113).npy,train
thumbup,hand-9-1575,./dataset/skeleton_final_v2/thumbup/hand-9-1575.npy,train
ok,ok_2897,./dataset/skeleton_final_v2/ok/ok_2897.npy,train
rock,rock-set2 (153),./dataset/skeleton_final_v2/rock/rock-set2 (153).npy,train
rock,rock-set2 (482),./dataset/skeleton_final_v2/rock/rock-set2 (482).npy,train
scissors,scissors_2703,./dataset/skeleton_final_v2/scissors/scissors_2703.npy,train
the-finger,the-finger_7482,./dataset/skeleton_final_v2/the-finger/the-finger_7482.npy,train
thumbup,thumbup (479),./dataset/skeleton_final_v2/thumbup/thumbup (479).npy,train
the-finger,the-finger_6077,./dataset/skeleton_final_v2/the-finger/the-finger_6077.npy,train
thumbup,thumbup (331),./dataset/skeleton_final_v2/thumbup/thumbup (331).npy,train
rock,rock (5),./dataset/skeleton_final_v2/rock/rock (5).npy,train
thumbup,hand-10-2520,./dataset/skeleton_final_v2/thumbup/hand-10-2520.npy,train
thumbdown,thumbdown (148),./dataset/skeleton_final_v2/thumbdown/thumbdown (148).npy,train
ok,ok (94),./dataset/skeleton_final_v2/ok/ok (94).npy,train
paper,paper_8766,./dataset/skeleton_final_v2/paper/paper_8766.npy,train
paper,paper-set2 (441),./dataset/skeleton_final_v2/paper/paper-set2 (441).npy,train
paper,paper_1446,./dataset/skeleton_final_v2/paper/paper_1446.npy,train
thumbup,thumbup (409),./dataset/skeleton_final_v2/thumbup/thumbup (409).npy,train
paper,paper (95),./dataset/skeleton_final_v2/paper/paper (95).npy,train
scissors,scissors-set2 (526),./dataset/skeleton_final_v2/scissors/scissors-set2 (526).npy,train
paper,paper-set2 (306),./dataset/skeleton_final_v2/paper/paper-set2 (306).npy,train
thumbdown,thumbdown_4416,./dataset/skeleton_final_v2/thumbdown/thumbdown_4416.npy,train
thumbdown,thumbdown (190),./dataset/skeleton_final_v2/thumbdown/thumbdown (190).npy,train
scissors,scissors (487),./dataset/skeleton_final_v2/scissors/scissors (487).npy,train
ok,ok_3987,./dataset/skeleton_final_v2/ok/ok_3987.npy,train
ok,ok_Set2_ (259),./dataset/skeleton_final_v2/ok/ok_Set2_ (259).npy,train
thumbup,thumbup (471),./dataset/skeleton_final_v2/thumbup/thumbup (471).npy,train
thumbdown,hand-9-1960,./dataset/skeleton_final_v2/thumbdown/hand-9-1960.npy,train
thumbdown,thumbdown (232),./dataset/skeleton_final_v2/thumbdown/thumbdown (232).npy,train
scissors,scissors_6941,./dataset/skeleton_final_v2/scissors/scissors_6941.npy,train
ok,ok (193),./dataset/skeleton_final_v2/ok/ok (193).npy,train
the-finger,the-finger_639,./dataset/skeleton_final_v2/the-finger/the-finger_639.npy,train
scissors,scissors (423),./dataset/skeleton_final_v2/scissors/scissors (423).npy,train
scissors,scissors-set2 (547),./dataset/skeleton_final_v2/scissors/scissors-set2 (547).npy,train
the-finger,the-finger-set2 (94),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (94).npy,train
the-finger,the-finger-set2 (317),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (317).npy,train
scissors,scissors (32),./dataset/skeleton_final_v2/scissors/scissors (32).npy,train
thumbdown,thumbdown_6848,./dataset/skeleton_final_v2/thumbdown/thumbdown_6848.npy,train
scissors,scissors_4661,./dataset/skeleton_final_v2/scissors/scissors_4661.npy,train
ok,ok_5289,./dataset/skeleton_final_v2/ok/ok_5289.npy,train
paper,paper_4583,./dataset/skeleton_final_v2/paper/paper_4583.npy,train
paper,paper-set2 (404),./dataset/skeleton_final_v2/paper/paper-set2 (404).npy,train
thumbdown,thumbdown_4363,./dataset/skeleton_final_v2/thumbdown/thumbdown_4363.npy,train
the-finger,the-finger_6064,./dataset/skeleton_final_v2/the-finger/the-finger_6064.npy,train
the-finger,the-finger-set2 (251),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (251).npy,train
scissors,scissors-set2 (350),./dataset/skeleton_final_v2/scissors/scissors-set2 (350).npy,train
paper,paper_4561,./dataset/skeleton_final_v2/paper/paper_4561.npy,train
scissors,scissors-set2 (256),./dataset/skeleton_final_v2/scissors/scissors-set2 (256).npy,train
scissors,scissors (383),./dataset/skeleton_final_v2/scissors/scissors (383).npy,train
scissors,scissors-set2 (558),./dataset/skeleton_final_v2/scissors/scissors-set2 (558).npy,train
ok,ok (78),./dataset/skeleton_final_v2/ok/ok (78).npy,train
paper,paper_713,./dataset/skeleton_final_v2/paper/paper_713.npy,train
thumbdown,thumbdown (57),./dataset/skeleton_final_v2/thumbdown/thumbdown (57).npy,train
thumbdown,thumbdown_5587,./dataset/skeleton_final_v2/thumbdown/thumbdown_5587.npy,train
thumbdown,thumbdown (185),./dataset/skeleton_final_v2/thumbdown/thumbdown (185).npy,train
thumbdown,thumbdown_4388,./dataset/skeleton_final_v2/thumbdown/thumbdown_4388.npy,train
ok,ok_Set2_ (15),./dataset/skeleton_final_v2/ok/ok_Set2_ (15).npy,train
scissors,scissors (474),./dataset/skeleton_final_v2/scissors/scissors (474).npy,train
ok,ok (167),./dataset/skeleton_final_v2/ok/ok (167).npy,train
ok,ok_Set2_ (567),./dataset/skeleton_final_v2/ok/ok_Set2_ (567).npy,train
paper,paper_4598,./dataset/skeleton_final_v2/paper/paper_4598.npy,train
thumbup,thumbup_6804,./dataset/skeleton_final_v2/thumbup/thumbup_6804.npy,train
ok,ok (227),./dataset/skeleton_final_v2/ok/ok (227).npy,train
the-finger,the-finger-set2 (12),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (12).npy,train
paper,paper-set2 (282),./dataset/skeleton_final_v2/paper/paper-set2 (282).npy,train
thumbup,thumbup (284),./dataset/skeleton_final_v2/thumbup/thumbup (284).npy,train
thumbdown,thumbdown_859,./dataset/skeleton_final_v2/thumbdown/thumbdown_859.npy,train
thumbup,thumbup_138,./dataset/skeleton_final_v2/thumbup/thumbup_138.npy,train
the-finger,the-finger-set2 (216),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (216).npy,train
ok,ok_Set2_ (60),./dataset/skeleton_final_v2/ok/ok_Set2_ (60).npy,train
the-finger,the-finger-set2 (299),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (299).npy,train
thumbup,thumbup_7415,./dataset/skeleton_final_v2/thumbup/thumbup_7415.npy,train
the-finger,the-finger_9072,./dataset/skeleton_final_v2/the-finger/the-finger_9072.npy,train
thumbdown,hand-7-1585,./dataset/skeleton_final_v2/thumbdown/hand-7-1585.npy,train
ok,ok (177),./dataset/skeleton_final_v2/ok/ok (177).npy,train
scissors,scissors-set2 (561),./dataset/skeleton_final_v2/scissors/scissors-set2 (561).npy,train
paper,paper-set2 (96),./dataset/skeleton_final_v2/paper/paper-set2 (96).npy,train
the-finger,the-finger_9432,./dataset/skeleton_final_v2/the-finger/the-finger_9432.npy,train
the-finger,the-finger (95),./dataset/skeleton_final_v2/the-finger/the-finger (95).npy,train
the-finger,the-finger-set2 (188),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (188).npy,train
scissors,scissors-set2 (107),./dataset/skeleton_final_v2/scissors/scissors-set2 (107).npy,train
paper,paper (51),./dataset/skeleton_final_v2/paper/paper (51).npy,train
thumbup,thumbup_8102,./dataset/skeleton_final_v2/thumbup/thumbup_8102.npy,train
paper,paper_2461,./dataset/skeleton_final_v2/paper/paper_2461.npy,train
the-finger,the-finger_8304,./dataset/skeleton_final_v2/the-finger/the-finger_8304.npy,train
scissors,scissors_6545,./dataset/skeleton_final_v2/scissors/scissors_6545.npy,train
ok,ok (125),./dataset/skeleton_final_v2/ok/ok (125).npy,train
ok,ok_Set2_ (479),./dataset/skeleton_final_v2/ok/ok_Set2_ (479).npy,train
scissors,scissors_7183,./dataset/skeleton_final_v2/scissors/scissors_7183.npy,train
ok,ok_6399,./dataset/skeleton_final_v2/ok/ok_6399.npy,train
thumbup,thumbup (467),./dataset/skeleton_final_v2/thumbup/thumbup (467).npy,train
thumbup,hand-11-2150,./dataset/skeleton_final_v2/thumbup/hand-11-2150.npy,train
thumbdown,hand-11-710,./dataset/skeleton_final_v2/thumbdown/hand-11-710.npy,train
thumbdown,thumbdown_7444,./dataset/skeleton_final_v2/thumbdown/thumbdown_7444.npy,train
the-finger,the-finger-set2 (425),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (425).npy,train
ok,ok_6568,./dataset/skeleton_final_v2/ok/ok_6568.npy,train
scissors,scissors (478),./dataset/skeleton_final_v2/scissors/scissors (478).npy,train
scissors,scissors_7169,./dataset/skeleton_final_v2/scissors/scissors_7169.npy,train
ok,ok_793,./dataset/skeleton_final_v2/ok/ok_793.npy,train
thumbdown,thumbdown_2223,./dataset/skeleton_final_v2/thumbdown/thumbdown_2223.npy,train
ok,ok (206),./dataset/skeleton_final_v2/ok/ok (206).npy,train
scissors,scissors-set2 (500),./dataset/skeleton_final_v2/scissors/scissors-set2 (500).npy,train
thumbup,thumbup (404),./dataset/skeleton_final_v2/thumbup/thumbup (404).npy,train
paper,paper_1468,./dataset/skeleton_final_v2/paper/paper_1468.npy,train
thumbup,thumbup (92),./dataset/skeleton_final_v2/thumbup/thumbup (92).npy,train
ok,ok_Set2_ (24),./dataset/skeleton_final_v2/ok/ok_Set2_ (24).npy,train
ok,ok_6181,./dataset/skeleton_final_v2/ok/ok_6181.npy,train
scissors,scissors_6141,./dataset/skeleton_final_v2/scissors/scissors_6141.npy,train
paper,paper-set2 (340),./dataset/skeleton_final_v2/paper/paper-set2 (340).npy,train
paper,paper-set2 (235),./dataset/skeleton_final_v2/paper/paper-set2 (235).npy,train
scissors,scissors (142),./dataset/skeleton_final_v2/scissors/scissors (142).npy,train
thumbup,hand-9-1755,./dataset/skeleton_final_v2/thumbup/hand-9-1755.npy,train
scissors,scissors_7661,./dataset/skeleton_final_v2/scissors/scissors_7661.npy,train
thumbup,thumbup (433),./dataset/skeleton_final_v2/thumbup/thumbup (433).npy,train
thumbup,hand-7-1390,./dataset/skeleton_final_v2/thumbup/hand-7-1390.npy,train
thumbup,thumbup_2099,./dataset/skeleton_final_v2/thumbup/thumbup_2099.npy,train
paper,paper-set2 (301),./dataset/skeleton_final_v2/paper/paper-set2 (301).npy,train
scissors,scissors-set2 (23),./dataset/skeleton_final_v2/scissors/scissors-set2 (23).npy,train
thumbup,hand-10-475,./dataset/skeleton_final_v2/thumbup/hand-10-475.npy,train
paper,paper_7152,./dataset/skeleton_final_v2/paper/paper_7152.npy,train
thumbdown,thumbdown_4424,./dataset/skeleton_final_v2/thumbdown/thumbdown_4424.npy,train
thumbup,thumbup_8964,./dataset/skeleton_final_v2/thumbup/thumbup_8964.npy,train
paper,paper_3744,./dataset/skeleton_final_v2/paper/paper_3744.npy,train
paper,paper (187),./dataset/skeleton_final_v2/paper/paper (187).npy,train
ok,ok_Set2_ (243),./dataset/skeleton_final_v2/ok/ok_Set2_ (243).npy,train
thumbdown,thumbdown (65),./dataset/skeleton_final_v2/thumbdown/thumbdown (65).npy,train
scissors,scissors_767,./dataset/skeleton_final_v2/scissors/scissors_767.npy,train
thumbup,thumbup (493),./dataset/skeleton_final_v2/thumbup/thumbup (493).npy,train
thumbdown,hand-7-1525,./dataset/skeleton_final_v2/thumbdown/hand-7-1525.npy,train
scissors,scissors (3),./dataset/skeleton_final_v2/scissors/scissors (3).npy,train
thumbup,thumbup (23),./dataset/skeleton_final_v2/thumbup/thumbup (23).npy,train
the-finger,the-finger_1349,./dataset/skeleton_final_v2/the-finger/the-finger_1349.npy,train
thumbdown,thumbdown (169),./dataset/skeleton_final_v2/thumbdown/thumbdown (169).npy,train
ok,ok_4017,./dataset/skeleton_final_v2/ok/ok_4017.npy,train
rock,rock_312,./dataset/skeleton_final_v2/rock/rock_312.npy,train
the-finger,the-finger_2312,./dataset/skeleton_final_v2/the-finger/the-finger_2312.npy,train
thumbdown,thumbdown_4384,./dataset/skeleton_final_v2/thumbdown/thumbdown_4384.npy,train
thumbup,thumbup (215),./dataset/skeleton_final_v2/thumbup/thumbup (215).npy,train
thumbdown,thumbdown_5576,./dataset/skeleton_final_v2/thumbdown/thumbdown_5576.npy,train
