action,sample_id,aug_id,input_path,split
thumbdown,thumbdown (30),thumbdown (30)_rotp090,./dataset/rot3d_salux/thumbdown/thumbdown (30)_rotp090.npy,train
thumbdown,thumbdown (30),thumbdown (30)_rotp135,./dataset/rot3d_salux/thumbdown/thumbdown (30)_rotp135.npy,train
thumbup,thumbup (212),thumbup (212)_rot000,./dataset/rot3d_salux/thumbup/thumbup (212)_rot000.npy,train
thumbup,thumbup (212),thumbup (212)_rotm015,./dataset/rot3d_salux/thumbup/thumbup (212)_rotm015.npy,train
thumbup,thumbup (212),thumbup (212)_rotm030,./dataset/rot3d_salux/thumbup/thumbup (212)_rotm030.npy,train
thumbup,thumbup (212),thumbup (212)_rotm045,./dataset/rot3d_salux/thumbup/thumbup (212)_rotm045.npy,train
thumbup,thumbup (212),thumbup (212)_rotm060,./dataset/rot3d_salux/thumbup/thumbup (212)_rotm060.npy,train
thumbup,thumbup (212),thumbup (212)_rotm075,./dataset/rot3d_salux/thumbup/thumbup (212)_rotm075.npy,train
thumbup,thumbup (212),thumbup (212)_rotp000,./dataset/rot3d_salux/thumbup/thumbup (212)_rotp000.npy,train
thumbup,thumbup (212),thumbup (212)_rotp015,./dataset/rot3d_salux/thumbup/thumbup (212)_rotp015.npy,train
thumbup,thumbup (212),thumbup (212)_rotp030,./dataset/rot3d_salux/thumbup/thumbup (212)_rotp030.npy,train
thumbup,thumbup (212),thumbup (212)_rotp045,./dataset/rot3d_salux/thumbup/thumbup (212)_rotp045.npy,train
thumbup,thumbup (212),thumbup (212)_rotp060,./dataset/rot3d_salux/thumbup/thumbup (212)_rotp060.npy,train
thumbup,thumbup (212),thumbup (212)_rotp075,./dataset/rot3d_salux/thumbup/thumbup (212)_rotp075.npy,train
thumbup,thumbup (212),thumbup (212)_rotp090,./dataset/rot3d_salux/thumbup/thumbup (212)_rotp090.npy,train
thumbup,thumbup (212),thumbup (212)_rotp135,./dataset/rot3d_salux/thumbup/thumbup (212)_rotp135.npy,train
thumbdown,thumbdown_4426,thumbdown_4426_rot000,./dataset/rot3d_salux/thumbdown/thumbdown_4426_rot000.npy,train
thumbdown,thumbdown_4426,thumbdown_4426_rotm015,./dataset/rot3d_salux/thumbdown/thumbdown_4426_rotm015.npy,train
thumbdown,thumbdown_4426,thumbdown_4426_rotm030,./dataset/rot3d_salux/thumbdown/thumbdown_4426_rotm030.npy,train
thumbdown,thumbdown_4426,thumbdown_4426_rotm045,./dataset/rot3d_salux/thumbdown/thumbdown_4426_rotm045.npy,train
thumbdown,thumbdown_4426,thumbdown_4426_rotm060,./dataset/rot3d_salux/thumbdown/thumbdown_4426_rotm060.npy,train
thumbdown,thumbdown_4426,thumbdown_4426_rotm075,./dataset/rot3d_salux/thumbdown/thumbdown_4426_rotm075.npy,train
thumbdown,thumbdown_4426,thumbdown_4426_rotp000,./dataset/rot3d_salux/thumbdown/thumbdown_4426_rotp000.npy,train
thumbdown,thumbdown_4426,thumbdown_4426_rotp015,./dataset/rot3d_salux/thumbdown/thumbdown_4426_rotp015.npy,train
thumbdown,thumbdown_4426,thumbdown_4426_rotp030,./dataset/rot3d_salux/thumbdown/thumbdown_4426_rotp030.npy,train
thumbdown,thumbdown_4426,thumbdown_4426_rotp045,./dataset/rot3d_salux/thumbdown/thumbdown_4426_rotp045.npy,train
thumbdown,thumbdown_4426,thumbdown_4426_rotp060,./dataset/rot3d_salux/thumbdown/thumbdown_4426_rotp060.npy,train
thumbdown,thumbdown_4426,thumbdown_4426_rotp075,./dataset/rot3d_salux/thumbdown/thumbdown_4426_rotp075.npy,train
thumbdown,thumbdown_4426,thumbdown_4426_rotp090,./dataset/rot3d_salux/thumbdown/thumbdown_4426_rotp090.npy,train
thumbdown,thumbdown_4426,thumbdown_4426_rotp135,./dataset/rot3d_salux/thumbdown/thumbdown_4426_rotp135.npy,train
thumbdown,thumbdown_6837,thumbdown_6837_rot000,./dataset/rot3d_salux/thumbdown/thumbdown_6837_rot000.npy,train
thumbdown,thumbdown_6837,thumbdown_6837_rotm015,./dataset/rot3d_salux/thumbdown/thumbdown_6837_rotm015.npy,train
thumbdown,thumbdown_6837,thumbdown_6837_rotm030,./dataset/rot3d_salux/thumbdown/thumbdown_6837_rotm030.npy,train
thumbdown,thumbdown_6837,thumbdown_6837_rotm045,./dataset/rot3d_salux/thumbdown/thumbdown_6837_rotm045.npy,train
thumbdown,thumbdown_6837,thumbdown_6837_rotm060,./dataset/rot3d_salux/thumbdown/thumbdown_6837_rotm060.npy,train
thumbdown,thumbdown_6837,thumbdown_6837_rotm075,./dataset/rot3d_salux/thumbdown/thumbdown_6837_rotm075.npy,train
thumbdown,thumbdown_6837,thumbdown_6837_rotp000,./dataset/rot3d_salux/thumbdown/thumbdown_6837_rotp000.npy,train
thumbdown,thumbdown_6837,thumbdown_6837_rotp015,./dataset/rot3d_salux/thumbdown/thumbdown_6837_rotp015.npy,train
thumbdown,thumbdown_6837,thumbdown_6837_rotp030,./dataset/rot3d_salux/thumbdown/thumbdown_6837_rotp030.npy,train
thumbdown,thumbdown_6837,thumbdown_6837_rotp045,./dataset/rot3d_salux/thumbdown/thumbdown_6837_rotp045.npy,train
thumbdown,thumbdown_6837,thumbdown_6837_rotp060,./dataset/rot3d_salux/thumbdown/thumbdown_6837_rotp060.npy,train
thumbdown,thumbdown_6837,thumbdown_6837_rotp075,./dataset/rot3d_salux/thumbdown/thumbdown_6837_rotp075.npy,train
thumbdown,thumbdown_6837,thumbdown_6837_rotp090,./dataset/rot3d_salux/thumbdown/thumbdown_6837_rotp090.npy,train
thumbdown,thumbdown_6837,thumbdown_6837_rotp135,./dataset/rot3d_salux/thumbdown/thumbdown_6837_rotp135.npy,train
thumbup,thumbup (283),thumbup (283)_rot000,./dataset/rot3d_salux/thumbup/thumbup (283)_rot000.npy,train
thumbup,thumbup (283),thumbup (283)_rotm015,./dataset/rot3d_salux/thumbup/thumbup (283)_rotm015.npy,train
thumbup,thumbup (283),thumbup (283)_rotm030,./dataset/rot3d_salux/thumbup/thumbup (283)_rotm030.npy,train
thumbup,thumbup (283),thumbup (283)_rotm045,./dataset/rot3d_salux/thumbup/thumbup (283)_rotm045.npy,train
thumbup,thumbup (283),thumbup (283)_rotm060,./dataset/rot3d_salux/thumbup/thumbup (283)_rotm060.npy,train
thumbup,thumbup (283),thumbup (283)_rotm075,./dataset/rot3d_salux/thumbup/thumbup (283)_rotm075.npy,train
thumbup,thumbup (283),thumbup (283)_rotp000,./dataset/rot3d_salux/thumbup/thumbup (283)_rotp000.npy,train
thumbup,thumbup (283),thumbup (283)_rotp015,./dataset/rot3d_salux/thumbup/thumbup (283)_rotp015.npy,train
thumbup,thumbup (283),thumbup (283)_rotp030,./dataset/rot3d_salux/thumbup/thumbup (283)_rotp030.npy,train
thumbup,thumbup (283),thumbup (283)_rotp045,./dataset/rot3d_salux/thumbup/thumbup (283)_rotp045.npy,train
thumbup,thumbup (283),thumbup (283)_rotp060,./dataset/rot3d_salux/thumbup/thumbup (283)_rotp060.npy,train
thumbup,thumbup (283),thumbup (283)_rotp075,./dataset/rot3d_salux/thumbup/thumbup (283)_rotp075.npy,train
thumbup,thumbup (283),thumbup (283)_rotp090,./dataset/rot3d_salux/thumbup/thumbup (283)_rotp090.npy,train
thumbup,thumbup (283),thumbup (283)_rotp135,./dataset/rot3d_salux/thumbup/thumbup (283)_rotp135.npy,train
paper,paper-set2 (395),paper-set2 (395)_rot000,./dataset/rot3d_salux/paper/paper-set2 (395)_rot000.npy,train
paper,paper-set2 (395),paper-set2 (395)_rotm015,./dataset/rot3d_salux/paper/paper-set2 (395)_rotm015.npy,train
paper,paper-set2 (395),paper-set2 (395)_rotm030,./dataset/rot3d_salux/paper/paper-set2 (395)_rotm030.npy,train
paper,paper-set2 (395),paper-set2 (395)_rotm045,./dataset/rot3d_salux/paper/paper-set2 (395)_rotm045.npy,train
paper,paper-set2 (395),paper-set2 (395)_rotm060,./dataset/rot3d_salux/paper/paper-set2 (395)_rotm060.npy,train
paper,paper-set2 (395),paper-set2 (395)_rotm075,./dataset/rot3d_salux/paper/paper-set2 (395)_rotm075.npy,train
paper,paper-set2 (395),paper-set2 (395)_rotp000,./dataset/rot3d_salux/paper/paper-set2 (395)_rotp000.npy,train
paper,paper-set2 (395),paper-set2 (395)_rotp015,./dataset/rot3d_salux/paper/paper-set2 (395)_rotp015.npy,train
paper,paper-set2 (395),paper-set2 (395)_rotp030,./dataset/rot3d_salux/paper/paper-set2 (395)_rotp030.npy,train
paper,paper-set2 (395),paper-set2 (395)_rotp045,./dataset/rot3d_salux/paper/paper-set2 (395)_rotp045.npy,train
paper,paper-set2 (395),paper-set2 (395)_rotp060,./dataset/rot3d_salux/paper/paper-set2 (395)_rotp060.npy,train
paper,paper-set2 (395),paper-set2 (395)_rotp075,./dataset/rot3d_salux/paper/paper-set2 (395)_rotp075.npy,train
paper,paper-set2 (395),paper-set2 (395)_rotp090,./dataset/rot3d_salux/paper/paper-set2 (395)_rotp090.npy,train
paper,paper-set2 (395),paper-set2 (395)_rotp135,./dataset/rot3d_salux/paper/paper-set2 (395)_rotp135.npy,train
thumbup,hand-9-1760,hand-9-1760_rot000,./dataset/rot3d_salux/thumbup/hand-9-1760_rot000.npy,train
thumbup,hand-9-1760,hand-9-1760_rotm015,./dataset/rot3d_salux/thumbup/hand-9-1760_rotm015.npy,train
thumbup,hand-9-1760,hand-9-1760_rotm030,./dataset/rot3d_salux/thumbup/hand-9-1760_rotm030.npy,train
thumbup,hand-9-1760,hand-9-1760_rotm045,./dataset/rot3d_salux/thumbup/hand-9-1760_rotm045.npy,train
thumbup,hand-9-1760,hand-9-1760_rotm060,./dataset/rot3d_salux/thumbup/hand-9-1760_rotm060.npy,train
thumbup,hand-9-1760,hand-9-1760_rotm075,./dataset/rot3d_salux/thumbup/hand-9-1760_rotm075.npy,train
thumbup,hand-9-1760,hand-9-1760_rotp000,./dataset/rot3d_salux/thumbup/hand-9-1760_rotp000.npy,train
thumbup,hand-9-1760,hand-9-1760_rotp015,./dataset/rot3d_salux/thumbup/hand-9-1760_rotp015.npy,train
thumbup,hand-9-1760,hand-9-1760_rotp030,./dataset/rot3d_salux/thumbup/hand-9-1760_rotp030.npy,train
thumbup,hand-9-1760,hand-9-1760_rotp045,./dataset/rot3d_salux/thumbup/hand-9-1760_rotp045.npy,train
thumbup,hand-9-1760,hand-9-1760_rotp060,./dataset/rot3d_salux/thumbup/hand-9-1760_rotp060.npy,train
thumbup,hand-9-1760,hand-9-1760_rotp075,./dataset/rot3d_salux/thumbup/hand-9-1760_rotp075.npy,train
thumbup,hand-9-1760,hand-9-1760_rotp090,./dataset/rot3d_salux/thumbup/hand-9-1760_rotp090.npy,train
thumbup,hand-9-1760,hand-9-1760_rotp135,./dataset/rot3d_salux/thumbup/hand-9-1760_rotp135.npy,train
ok,ok_1947,ok_1947_rot000,./dataset/rot3d_salux/ok/ok_1947_rot000.npy,train
ok,ok_1947,ok_1947_rotm015,./dataset/rot3d_salux/ok/ok_1947_rotm015.npy,train
ok,ok_1947,ok_1947_rotm030,./dataset/rot3d_salux/ok/ok_1947_rotm030.npy,train
ok,ok_1947,ok_1947_rotm045,./dataset/rot3d_salux/ok/ok_1947_rotm045.npy,train
ok,ok_1947,ok_1947_rotm060,./dataset/rot3d_salux/ok/ok_1947_rotm060.npy,train
ok,ok_1947,ok_1947_rotm075,./dataset/rot3d_salux/ok/ok_1947_rotm075.npy,train
ok,ok_1947,ok_1947_rotp000,./dataset/rot3d_salux/ok/ok_1947_rotp000.npy,train
ok,ok_1947,ok_1947_rotp015,./dataset/rot3d_salux/ok/ok_1947_rotp015.npy,train
ok,ok_1947,ok_1947_rotp030,./dataset/rot3d_salux/ok/ok_1947_rotp030.npy,train
ok,ok_1947,ok_1947_rotp045,./dataset/rot3d_salux/ok/ok_1947_rotp045.npy,train
ok,ok_1947,ok_1947_rotp060,./dataset/rot3d_salux/ok/ok_1947_rotp060.npy,train
ok,ok_1947,ok_1947_rotp075,./dataset/rot3d_salux/ok/ok_1947_rotp075.npy,train
ok,ok_1947,ok_1947_rotp090,./dataset/rot3d_salux/ok/ok_1947_rotp090.npy,train
ok,ok_1947,ok_1947_rotp135,./dataset/rot3d_salux/ok/ok_1947_rotp135.npy,train
paper,paper-set2 (27),paper-set2 (27)_rot000,./dataset/rot3d_salux/paper/paper-set2 (27)_rot000.npy,train
paper,paper-set2 (27),paper-set2 (27)_rotm015,./dataset/rot3d_salux/paper/paper-set2 (27)_rotm015.npy,train
paper,paper-set2 (27),paper-set2 (27)_rotm030,./dataset/rot3d_salux/paper/paper-set2 (27)_rotm030.npy,train
paper,paper-set2 (27),paper-set2 (27)_rotm045,./dataset/rot3d_salux/paper/paper-set2 (27)_rotm045.npy,train
paper,paper-set2 (27),paper-set2 (27)_rotm060,./dataset/rot3d_salux/paper/paper-set2 (27)_rotm060.npy,train
paper,paper-set2 (27),paper-set2 (27)_rotm075,./dataset/rot3d_salux/paper/paper-set2 (27)_rotm075.npy,train
paper,paper-set2 (27),paper-set2 (27)_rotp000,./dataset/rot3d_salux/paper/paper-set2 (27)_rotp000.npy,train
paper,paper-set2 (27),paper-set2 (27)_rotp015,./dataset/rot3d_salux/paper/paper-set2 (27)_rotp015.npy,train
paper,paper-set2 (27),paper-set2 (27)_rotp030,./dataset/rot3d_salux/paper/paper-set2 (27)_rotp030.npy,train
paper,paper-set2 (27),paper-set2 (27)_rotp045,./dataset/rot3d_salux/paper/paper-set2 (27)_rotp045.npy,train
paper,paper-set2 (27),paper-set2 (27)_rotp060,./dataset/rot3d_salux/paper/paper-set2 (27)_rotp060.npy,train
paper,paper-set2 (27),paper-set2 (27)_rotp075,./dataset/rot3d_salux/paper/paper-set2 (27)_rotp075.npy,train
paper,paper-set2 (27),paper-set2 (27)_rotp090,./dataset/rot3d_salux/paper/paper-set2 (27)_rotp090.npy,train
paper,paper-set2 (27),paper-set2 (27)_rotp135,./dataset/rot3d_salux/paper/paper-set2 (27)_rotp135.npy,train
scissors,scissors-set2 (126),scissors-set2 (126)_rot000,./dataset/rot3d_salux/scissors/scissors-set2 (126)_rot000.npy,train
scissors,scissors-set2 (126),scissors-set2 (126)_rotm015,./dataset/rot3d_salux/scissors/scissors-set2 (126)_rotm015.npy,train
scissors,scissors-set2 (126),scissors-set2 (126)_rotm030,./dataset/rot3d_salux/scissors/scissors-set2 (126)_rotm030.npy,train
scissors,scissors-set2 (126),scissors-set2 (126)_rotm045,./dataset/rot3d_salux/scissors/scissors-set2 (126)_rotm045.npy,train
scissors,scissors-set2 (126),scissors-set2 (126)_rotm060,./dataset/rot3d_salux/scissors/scissors-set2 (126)_rotm060.npy,train
scissors,scissors-set2 (126),scissors-set2 (126)_rotm075,./dataset/rot3d_salux/scissors/scissors-set2 (126)_rotm075.npy,train
scissors,scissors-set2 (126),scissors-set2 (126)_rotp000,./dataset/rot3d_salux/scissors/scissors-set2 (126)_rotp000.npy,train
scissors,scissors-set2 (126),scissors-set2 (126)_rotp015,./dataset/rot3d_salux/scissors/scissors-set2 (126)_rotp015.npy,train
scissors,scissors-set2 (126),scissors-set2 (126)_rotp030,./dataset/rot3d_salux/scissors/scissors-set2 (126)_rotp030.npy,train
scissors,scissors-set2 (126),scissors-set2 (126)_rotp045,./dataset/rot3d_salux/scissors/scissors-set2 (126)_rotp045.npy,train
scissors,scissors-set2 (126),scissors-set2 (126)_rotp060,./dataset/rot3d_salux/scissors/scissors-set2 (126)_rotp060.npy,train
scissors,scissors-set2 (126),scissors-set2 (126)_rotp075,./dataset/rot3d_salux/scissors/scissors-set2 (126)_rotp075.npy,train
scissors,scissors-set2 (126),scissors-set2 (126)_rotp090,./dataset/rot3d_salux/scissors/scissors-set2 (126)_rotp090.npy,train
scissors,scissors-set2 (126),scissors-set2 (126)_rotp135,./dataset/rot3d_salux/scissors/scissors-set2 (126)_rotp135.npy,train
thumbdown,thumbdown_5336,thumbdown_5336_rot000,./dataset/rot3d_salux/thumbdown/thumbdown_5336_rot000.npy,train
thumbdown,thumbdown_5336,thumbdown_5336_rotm015,./dataset/rot3d_salux/thumbdown/thumbdown_5336_rotm015.npy,train
thumbdown,thumbdown_5336,thumbdown_5336_rotm030,./dataset/rot3d_salux/thumbdown/thumbdown_5336_rotm030.npy,train
thumbdown,thumbdown_5336,thumbdown_5336_rotm045,./dataset/rot3d_salux/thumbdown/thumbdown_5336_rotm045.npy,train
thumbdown,thumbdown_5336,thumbdown_5336_rotm060,./dataset/rot3d_salux/thumbdown/thumbdown_5336_rotm060.npy,train
thumbdown,thumbdown_5336,thumbdown_5336_rotm075,./dataset/rot3d_salux/thumbdown/thumbdown_5336_rotm075.npy,train
thumbdown,thumbdown_5336,thumbdown_5336_rotp000,./dataset/rot3d_salux/thumbdown/thumbdown_5336_rotp000.npy,train
thumbdown,thumbdown_5336,thumbdown_5336_rotp015,./dataset/rot3d_salux/thumbdown/thumbdown_5336_rotp015.npy,train
thumbdown,thumbdown_5336,thumbdown_5336_rotp030,./dataset/rot3d_salux/thumbdown/thumbdown_5336_rotp030.npy,train
thumbdown,thumbdown_5336,thumbdown_5336_rotp045,./dataset/rot3d_salux/thumbdown/thumbdown_5336_rotp045.npy,train
thumbdown,thumbdown_5336,thumbdown_5336_rotp060,./dataset/rot3d_salux/thumbdown/thumbdown_5336_rotp060.npy,train
thumbdown,thumbdown_5336,thumbdown_5336_rotp075,./dataset/rot3d_salux/thumbdown/thumbdown_5336_rotp075.npy,train
thumbdown,thumbdown_5336,thumbdown_5336_rotp090,./dataset/rot3d_salux/thumbdown/thumbdown_5336_rotp090.npy,train
thumbdown,thumbdown_5336,thumbdown_5336_rotp135,./dataset/rot3d_salux/thumbdown/thumbdown_5336_rotp135.npy,train
the-finger,the-finger_6282,the-finger_6282_rot000,./dataset/rot3d_salux/the-finger/the-finger_6282_rot000.npy,train
the-finger,the-finger_6282,the-finger_6282_rotm015,./dataset/rot3d_salux/the-finger/the-finger_6282_rotm015.npy,train
the-finger,the-finger_6282,the-finger_6282_rotm030,./dataset/rot3d_salux/the-finger/the-finger_6282_rotm030.npy,train
the-finger,the-finger_6282,the-finger_6282_rotm045,./dataset/rot3d_salux/the-finger/the-finger_6282_rotm045.npy,train
the-finger,the-finger_6282,the-finger_6282_rotm060,./dataset/rot3d_salux/the-finger/the-finger_6282_rotm060.npy,train
the-finger,the-finger_6282,the-finger_6282_rotm075,./dataset/rot3d_salux/the-finger/the-finger_6282_rotm075.npy,train
the-finger,the-finger_6282,the-finger_6282_rotp000,./dataset/rot3d_salux/the-finger/the-finger_6282_rotp000.npy,train
the-finger,the-finger_6282,the-finger_6282_rotp015,./dataset/rot3d_salux/the-finger/the-finger_6282_rotp015.npy,train
the-finger,the-finger_6282,the-finger_6282_rotp030,./dataset/rot3d_salux/the-finger/the-finger_6282_rotp030.npy,train
the-finger,the-finger_6282,the-finger_6282_rotp045,./dataset/rot3d_salux/the-finger/the-finger_6282_rotp045.npy,train
the-finger,the-finger_6282,the-finger_6282_rotp060,./dataset/rot3d_salux/the-finger/the-finger_6282_rotp060.npy,train
the-finger,the-finger_6282,the-finger_6282_rotp075,./dataset/rot3d_salux/the-finger/the-finger_6282_rotp075.npy,train
the-finger,the-finger_6282,the-finger_6282_rotp090,./dataset/rot3d_salux/the-finger/the-finger_6282_rotp090.npy,train
the-finger,the-finger_6282,the-finger_6282_rotp135,./dataset/rot3d_salux/the-finger/the-finger_6282_rotp135.npy,train
scissors,scissors_765,scissors_765_rot000,./dataset/rot3d_salux/scissors/scissors_765_rot000.npy,train
scissors,scissors_765,scissors_765_rotm015,./dataset/rot3d_salux/scissors/scissors_765_rotm015.npy,train
scissors,scissors_765,scissors_765_rotm030,./dataset/rot3d_salux/scissors/scissors_765_rotm030.npy,train
scissors,scissors_765,scissors_765_rotm045,./dataset/rot3d_salux/scissors/scissors_765_rotm045.npy,train
scissors,scissors_765,scissors_765_rotm060,./dataset/rot3d_salux/scissors/scissors_765_rotm060.npy,train
scissors,scissors_765,scissors_765_rotm075,./dataset/rot3d_salux/scissors/scissors_765_rotm075.npy,train
scissors,scissors_765,scissors_765_rotp000,./dataset/rot3d_salux/scissors/scissors_765_rotp000.npy,train
scissors,scissors_765,scissors_765_rotp015,./dataset/rot3d_salux/scissors/scissors_765_rotp015.npy,train
scissors,scissors_765,scissors_765_rotp030,./dataset/rot3d_salux/scissors/scissors_765_rotp030.npy,train
scissors,scissors_765,scissors_765_rotp045,./dataset/rot3d_salux/scissors/scissors_765_rotp045.npy,train
scissors,scissors_765,scissors_765_rotp060,./dataset/rot3d_salux/scissors/scissors_765_rotp060.npy,train
scissors,scissors_765,scissors_765_rotp075,./dataset/rot3d_salux/scissors/scissors_765_rotp075.npy,train
scissors,scissors_765,scissors_765_rotp090,./dataset/rot3d_salux/scissors/scissors_765_rotp090.npy,train
scissors,scissors_765,scissors_765_rotp135,./dataset/rot3d_salux/scissors/scissors_765_rotp135.npy,train
scissors,scissors (493),scissors (493)_rot000,./dataset/rot3d_salux/scissors/scissors (493)_rot000.npy,train
scissors,scissors (493),scissors (493)_rotm015,./dataset/rot3d_salux/scissors/scissors (493)_rotm015.npy,train
scissors,scissors (493),scissors (493)_rotm030,./dataset/rot3d_salux/scissors/scissors (493)_rotm030.npy,train
scissors,scissors (493),scissors (493)_rotm045,./dataset/rot3d_salux/scissors/scissors (493)_rotm045.npy,train
scissors,scissors (493),scissors (493)_rotm060,./dataset/rot3d_salux/scissors/scissors (493)_rotm060.npy,train
scissors,scissors (493),scissors (493)_rotm075,./dataset/rot3d_salux/scissors/scissors (493)_rotm075.npy,train
scissors,scissors (493),scissors (493)_rotp000,./dataset/rot3d_salux/scissors/scissors (493)_rotp000.npy,train
scissors,scissors (493),scissors (493)_rotp015,./dataset/rot3d_salux/scissors/scissors (493)_rotp015.npy,train
scissors,scissors (493),scissors (493)_rotp030,./dataset/rot3d_salux/scissors/scissors (493)_rotp030.npy,train
scissors,scissors (493),scissors (493)_rotp045,./dataset/rot3d_salux/scissors/scissors (493)_rotp045.npy,train
scissors,scissors (493),scissors (493)_rotp060,./dataset/rot3d_salux/scissors/scissors (493)_rotp060.npy,train
scissors,scissors (493),scissors (493)_rotp075,./dataset/rot3d_salux/scissors/scissors (493)_rotp075.npy,train
scissors,scissors (493),scissors (493)_rotp090,./dataset/rot3d_salux/scissors/scissors (493)_rotp090.npy,train
scissors,scissors (493),scissors (493)_rotp135,./dataset/rot3d_salux/scissors/scissors (493)_rotp135.npy,train
scissors,scissors_6378,scissors_6378_rot000,./dataset/rot3d_salux/scissors/scissors_6378_rot000.npy,train
scissors,scissors_6378,scissors_6378_rotm015,./dataset/rot3d_salux/scissors/scissors_6378_rotm015.npy,train
scissors,scissors_6378,scissors_6378_rotm030,./dataset/rot3d_salux/scissors/scissors_6378_rotm030.npy,train
scissors,scissors_6378,scissors_6378_rotm045,./dataset/rot3d_salux/scissors/scissors_6378_rotm045.npy,train
scissors,scissors_6378,scissors_6378_rotm060,./dataset/rot3d_salux/scissors/scissors_6378_rotm060.npy,train
scissors,scissors_6378,scissors_6378_rotm075,./dataset/rot3d_salux/scissors/scissors_6378_rotm075.npy,train
scissors,scissors_6378,scissors_6378_rotp000,./dataset/rot3d_salux/scissors/scissors_6378_rotp000.npy,train
scissors,scissors_6378,scissors_6378_rotp015,./dataset/rot3d_salux/scissors/scissors_6378_rotp015.npy,train
scissors,scissors_6378,scissors_6378_rotp030,./dataset/rot3d_salux/scissors/scissors_6378_rotp030.npy,train
scissors,scissors_6378,scissors_6378_rotp045,./dataset/rot3d_salux/scissors/scissors_6378_rotp045.npy,train
scissors,scissors_6378,scissors_6378_rotp060,./dataset/rot3d_salux/scissors/scissors_6378_rotp060.npy,train
scissors,scissors_6378,scissors_6378_rotp075,./dataset/rot3d_salux/scissors/scissors_6378_rotp075.npy,train
scissors,scissors_6378,scissors_6378_rotp090,./dataset/rot3d_salux/scissors/scissors_6378_rotp090.npy,train
scissors,scissors_6378,scissors_6378_rotp135,./dataset/rot3d_salux/scissors/scissors_6378_rotp135.npy,train
ok,ok (261),ok (261)_rot000,./dataset/rot3d_salux/ok/ok (261)_rot000.npy,train
ok,ok (261),ok (261)_rotm015,./dataset/rot3d_salux/ok/ok (261)_rotm015.npy,train
ok,ok (261),ok (261)_rotm030,./dataset/rot3d_salux/ok/ok (261)_rotm030.npy,train
ok,ok (261),ok (261)_rotm045,./dataset/rot3d_salux/ok/ok (261)_rotm045.npy,train
ok,ok (261),ok (261)_rotm060,./dataset/rot3d_salux/ok/ok (261)_rotm060.npy,train
ok,ok (261),ok (261)_rotm075,./dataset/rot3d_salux/ok/ok (261)_rotm075.npy,train
ok,ok (261),ok (261)_rotp000,./dataset/rot3d_salux/ok/ok (261)_rotp000.npy,train
ok,ok (261),ok (261)_rotp015,./dataset/rot3d_salux/ok/ok (261)_rotp015.npy,train
ok,ok (261),ok (261)_rotp030,./dataset/rot3d_salux/ok/ok (261)_rotp030.npy,train
ok,ok (261),ok (261)_rotp045,./dataset/rot3d_salux/ok/ok (261)_rotp045.npy,train
ok,ok (261),ok (261)_rotp060,./dataset/rot3d_salux/ok/ok (261)_rotp060.npy,train
ok,ok (261),ok (261)_rotp075,./dataset/rot3d_salux/ok/ok (261)_rotp075.npy,train
ok,ok (261),ok (261)_rotp090,./dataset/rot3d_salux/ok/ok (261)_rotp090.npy,train
ok,ok (261),ok (261)_rotp135,./dataset/rot3d_salux/ok/ok (261)_rotp135.npy,train
thumbup,thumbup (447),thumbup (447)_rot000,./dataset/rot3d_salux/thumbup/thumbup (447)_rot000.npy,train
thumbup,thumbup (447),thumbup (447)_rotm015,./dataset/rot3d_salux/thumbup/thumbup (447)_rotm015.npy,train
thumbup,thumbup (447),thumbup (447)_rotm030,./dataset/rot3d_salux/thumbup/thumbup (447)_rotm030.npy,train
thumbup,thumbup (447),thumbup (447)_rotm045,./dataset/rot3d_salux/thumbup/thumbup (447)_rotm045.npy,train
thumbup,thumbup (447),thumbup (447)_rotm060,./dataset/rot3d_salux/thumbup/thumbup (447)_rotm060.npy,train
thumbup,thumbup (447),thumbup (447)_rotm075,./dataset/rot3d_salux/thumbup/thumbup (447)_rotm075.npy,train
thumbup,thumbup (447),thumbup (447)_rotp000,./dataset/rot3d_salux/thumbup/thumbup (447)_rotp000.npy,train
thumbup,thumbup (447),thumbup (447)_rotp015,./dataset/rot3d_salux/thumbup/thumbup (447)_rotp015.npy,train
thumbup,thumbup (447),thumbup (447)_rotp030,./dataset/rot3d_salux/thumbup/thumbup (447)_rotp030.npy,train
thumbup,thumbup (447),thumbup (447)_rotp045,./dataset/rot3d_salux/thumbup/thumbup (447)_rotp045.npy,train
thumbup,thumbup (447),thumbup (447)_rotp060,./dataset/rot3d_salux/thumbup/thumbup (447)_rotp060.npy,train
thumbup,thumbup (447),thumbup (447)_rotp075,./dataset/rot3d_salux/thumbup/thumbup (447)_rotp075.npy,train
thumbup,thumbup (447),thumbup (447)_rotp090,./dataset/rot3d_salux/thumbup/thumbup (447)_rotp090.npy,train
thumbup,thumbup (447),thumbup (447)_rotp135,./dataset/rot3d_salux/thumbup/thumbup (447)_rotp135.npy,train
thumbup,thumbup (362),thumbup (362)_rot000,./dataset/rot3d_salux/thumbup/thumbup (362)_rot000.npy,train
thumbup,thumbup (362),thumbup (362)_rotm015,./dataset/rot3d_salux/thumbup/thumbup (362)_rotm015.npy,train
thumbup,thumbup (362),thumbup (362)_rotm030,./dataset/rot3d_salux/thumbup/thumbup (362)_rotm030.npy,train
thumbup,thumbup (362),thumbup (362)_rotm045,./dataset/rot3d_salux/thumbup/thumbup (362)_rotm045.npy,train
