action,sample_id,cam_0_path,cam_1_path,cam_2_path,cam_3_path,split
paper,paper-set2 (232),./dataset/mv3d_salux/paper/paper-set2 (232)/cam_0.npy,./dataset/mv3d_salux/paper/paper-set2 (232)/cam_1.npy,./dataset/mv3d_salux/paper/paper-set2 (232)/cam_2.npy,./dataset/mv3d_salux/paper/paper-set2 (232)/cam_3.npy,train
thumbdown,thumbdown_5665,./dataset/mv3d_salux/thumbdown/thumbdown_5665/cam_0.npy,./dataset/mv3d_salux/thumbdown/thumbdown_5665/cam_1.npy,./dataset/mv3d_salux/thumbdown/thumbdown_5665/cam_2.npy,./dataset/mv3d_salux/thumbdown/thumbdown_5665/cam_3.npy,train
scissors,scissors (361),./dataset/mv3d_salux/scissors/scissors (361)/cam_0.npy,./dataset/mv3d_salux/scissors/scissors (361)/cam_1.npy,./dataset/mv3d_salux/scissors/scissors (361)/cam_2.npy,./dataset/mv3d_salux/scissors/scissors (361)/cam_3.npy,train
ok,ok_1155,./dataset/mv3d_salux/ok/ok_1155/cam_0.npy,./dataset/mv3d_salux/ok/ok_1155/cam_1.npy,./dataset/mv3d_salux/ok/ok_1155/cam_2.npy,./dataset/mv3d_salux/ok/ok_1155/cam_3.npy,train
thumbup,thumbup_7210,./dataset/mv3d_salux/thumbup/thumbup_7210/cam_0.npy,./dataset/mv3d_salux/thumbup/thumbup_7210/cam_1.npy,./dataset/mv3d_salux/thumbup/thumbup_7210/cam_2.npy,./dataset/mv3d_salux/thumbup/thumbup_7210/cam_3.npy,train
ok,ok_6386,./dataset/mv3d_salux/ok/ok_6386/cam_0.npy,./dataset/mv3d_salux/ok/ok_6386/cam_1.npy,./dataset/mv3d_salux/ok/ok_6386/cam_2.npy,./dataset/mv3d_salux/ok/ok_6386/cam_3.npy,train
thumbup,thumbup_3012,./dataset/mv3d_salux/thumbup/thumbup_3012/cam_0.npy,./dataset/mv3d_salux/thumbup/thumbup_3012/cam_1.npy,./dataset/mv3d_salux/thumbup/thumbup_3012/cam_2.npy,./dataset/mv3d_salux/thumbup/thumbup_3012/cam_3.npy,train
paper,paper_6704,./dataset/mv3d_salux/paper/paper_6704/cam_0.npy,./dataset/mv3d_salux/paper/paper_6704/cam_1.npy,./dataset/mv3d_salux/paper/paper_6704/cam_2.npy,./dataset/mv3d_salux/paper/paper_6704/cam_3.npy,train
scissors,scissors-set2 (630),./dataset/mv3d_salux/scissors/scissors-set2 (630)/cam_0.npy,./dataset/mv3d_salux/scissors/scissors-set2 (630)/cam_1.npy,./dataset/mv3d_salux/scissors/scissors-set2 (630)/cam_2.npy,./dataset/mv3d_salux/scissors/scissors-set2 (630)/cam_3.npy,train
scissors,scissors (311),./dataset/mv3d_salux/scissors/scissors (311)/cam_0.npy,./dataset/mv3d_salux/scissors/scissors (311)/cam_1.npy,./dataset/mv3d_salux/scissors/scissors (311)/cam_2.npy,./dataset/mv3d_salux/scissors/scissors (311)/cam_3.npy,train
paper,paper-set2 (150),./dataset/mv3d_salux/paper/paper-set2 (150)/cam_0.npy,./dataset/mv3d_salux/paper/paper-set2 (150)/cam_1.npy,./dataset/mv3d_salux/paper/paper-set2 (150)/cam_2.npy,./dataset/mv3d_salux/paper/paper-set2 (150)/cam_3.npy,train
scissors,scissors (381),./dataset/mv3d_salux/scissors/scissors (381)/cam_0.npy,./dataset/mv3d_salux/scissors/scissors (381)/cam_1.npy,./dataset/mv3d_salux/scissors/scissors (381)/cam_2.npy,./dataset/mv3d_salux/scissors/scissors (381)/cam_3.npy,train
paper,paper-set2 (485),./dataset/mv3d_salux/paper/paper-set2 (485)/cam_0.npy,./dataset/mv3d_salux/paper/paper-set2 (485)/cam_1.npy,./dataset/mv3d_salux/paper/paper-set2 (485)/cam_2.npy,./dataset/mv3d_salux/paper/paper-set2 (485)/cam_3.npy,train
scissors,scissors (472),./dataset/mv3d_salux/scissors/scissors (472)/cam_0.npy,./dataset/mv3d_salux/scissors/scissors (472)/cam_1.npy,./dataset/mv3d_salux/scissors/scissors (472)/cam_2.npy,./dataset/mv3d_salux/scissors/scissors (472)/cam_3.npy,train
paper,paper_5146,./dataset/mv3d_salux/paper/paper_5146/cam_0.npy,./dataset/mv3d_salux/paper/paper_5146/cam_1.npy,./dataset/mv3d_salux/paper/paper_5146/cam_2.npy,./dataset/mv3d_salux/paper/paper_5146/cam_3.npy,train
scissors,scissors_4629,./dataset/mv3d_salux/scissors/scissors_4629/cam_0.npy,./dataset/mv3d_salux/scissors/scissors_4629/cam_1.npy,./dataset/mv3d_salux/scissors/scissors_4629/cam_2.npy,./dataset/mv3d_salux/scissors/scissors_4629/cam_3.npy,train
scissors,scissors-set2 (267),./dataset/mv3d_salux/scissors/scissors-set2 (267)/cam_0.npy,./dataset/mv3d_salux/scissors/scissors-set2 (267)/cam_1.npy,./dataset/mv3d_salux/scissors/scissors-set2 (267)/cam_2.npy,./dataset/mv3d_salux/scissors/scissors-set2 (267)/cam_3.npy,train
thumbdown,thumbdown_550,./dataset/mv3d_salux/thumbdown/thumbdown_550/cam_0.npy,./dataset/mv3d_salux/thumbdown/thumbdown_550/cam_1.npy,./dataset/mv3d_salux/thumbdown/thumbdown_550/cam_2.npy,./dataset/mv3d_salux/thumbdown/thumbdown_550/cam_3.npy,train
the-finger,the-finger_3527,./dataset/mv3d_salux/the-finger/the-finger_3527/cam_0.npy,./dataset/mv3d_salux/the-finger/the-finger_3527/cam_1.npy,./dataset/mv3d_salux/the-finger/the-finger_3527/cam_2.npy,./dataset/mv3d_salux/the-finger/the-finger_3527/cam_3.npy,train
thumbup,thumbup_6766,./dataset/mv3d_salux/thumbup/thumbup_6766/cam_0.npy,./dataset/mv3d_salux/thumbup/thumbup_6766/cam_1.npy,./dataset/mv3d_salux/thumbup/thumbup_6766/cam_2.npy,./dataset/mv3d_salux/thumbup/thumbup_6766/cam_3.npy,train
thumbup,thumbup_2998,./dataset/mv3d_salux/thumbup/thumbup_2998/cam_0.npy,./dataset/mv3d_salux/thumbup/thumbup_2998/cam_1.npy,./dataset/mv3d_salux/thumbup/thumbup_2998/cam_2.npy,./dataset/mv3d_salux/thumbup/thumbup_2998/cam_3.npy,train
rock,rock-set2 (42),./dataset/mv3d_salux/rock/rock-set2 (42)/cam_0.npy,./dataset/mv3d_salux/rock/rock-set2 (42)/cam_1.npy,./dataset/mv3d_salux/rock/rock-set2 (42)/cam_2.npy,./dataset/mv3d_salux/rock/rock-set2 (42)/cam_3.npy,train
scissors,scissors-set2 (514),./dataset/mv3d_salux/scissors/scissors-set2 (514)/cam_0.npy,./dataset/mv3d_salux/scissors/scissors-set2 (514)/cam_1.npy,./dataset/mv3d_salux/scissors/scissors-set2 (514)/cam_2.npy,./dataset/mv3d_salux/scissors/scissors-set2 (514)/cam_3.npy,train
thumbdown,thumbdown_6252,./dataset/mv3d_salux/thumbdown/thumbdown_6252/cam_0.npy,./dataset/mv3d_salux/thumbdown/thumbdown_6252/cam_1.npy,./dataset/mv3d_salux/thumbdown/thumbdown_6252/cam_2.npy,./dataset/mv3d_salux/thumbdown/thumbdown_6252/cam_3.npy,train
ok,ok_Set2_ (128),./dataset/mv3d_salux/ok/ok_Set2_ (128)/cam_0.npy,./dataset/mv3d_salux/ok/ok_Set2_ (128)/cam_1.npy,./dataset/mv3d_salux/ok/ok_Set2_ (128)/cam_2.npy,./dataset/mv3d_salux/ok/ok_Set2_ (128)/cam_3.npy,train
scissors,scissors-set2 (556),./dataset/mv3d_salux/scissors/scissors-set2 (556)/cam_0.npy,./dataset/mv3d_salux/scissors/scissors-set2 (556)/cam_1.npy,./dataset/mv3d_salux/scissors/scissors-set2 (556)/cam_2.npy,./dataset/mv3d_salux/scissors/scissors-set2 (556)/cam_3.npy,train
ok,ok_Set2_ (414),./dataset/mv3d_salux/ok/ok_Set2_ (414)/cam_0.npy,./dataset/mv3d_salux/ok/ok_Set2_ (414)/cam_1.npy,./dataset/mv3d_salux/ok/ok_Set2_ (414)/cam_2.npy,./dataset/mv3d_salux/ok/ok_Set2_ (414)/cam_3.npy,train
thumbup,thumbup_5797,./dataset/mv3d_salux/thumbup/thumbup_5797/cam_0.npy,./dataset/mv3d_salux/thumbup/thumbup_5797/cam_1.npy,./dataset/mv3d_salux/thumbup/thumbup_5797/cam_2.npy,./dataset/mv3d_salux/thumbup/thumbup_5797/cam_3.npy,train
ok,ok (199),./dataset/mv3d_salux/ok/ok (199)/cam_0.npy,./dataset/mv3d_salux/ok/ok (199)/cam_1.npy,./dataset/mv3d_salux/ok/ok (199)/cam_2.npy,./dataset/mv3d_salux/ok/ok (199)/cam_3.npy,train
ok,ok_5781,./dataset/mv3d_salux/ok/ok_5781/cam_0.npy,./dataset/mv3d_salux/ok/ok_5781/cam_1.npy,./dataset/mv3d_salux/ok/ok_5781/cam_2.npy,./dataset/mv3d_salux/ok/ok_5781/cam_3.npy,train
paper,paper_1844,./dataset/mv3d_salux/paper/paper_1844/cam_0.npy,./dataset/mv3d_salux/paper/paper_1844/cam_1.npy,./dataset/mv3d_salux/paper/paper_1844/cam_2.npy,./dataset/mv3d_salux/paper/paper_1844/cam_3.npy,train
thumbdown,thumbdown (147),./dataset/mv3d_salux/thumbdown/thumbdown (147)/cam_0.npy,./dataset/mv3d_salux/thumbdown/thumbdown (147)/cam_1.npy,./dataset/mv3d_salux/thumbdown/thumbdown (147)/cam_2.npy,./dataset/mv3d_salux/thumbdown/thumbdown (147)/cam_3.npy,train
scissors,scissors (125),./dataset/mv3d_salux/scissors/scissors (125)/cam_0.npy,./dataset/mv3d_salux/scissors/scissors (125)/cam_1.npy,./dataset/mv3d_salux/scissors/scissors (125)/cam_2.npy,./dataset/mv3d_salux/scissors/scissors (125)/cam_3.npy,train
thumbup,thumbup (205),./dataset/mv3d_salux/thumbup/thumbup (205)/cam_0.npy,./dataset/mv3d_salux/thumbup/thumbup (205)/cam_1.npy,./dataset/mv3d_salux/thumbup/thumbup (205)/cam_2.npy,./dataset/mv3d_salux/thumbup/thumbup (205)/cam_3.npy,train
ok,ok_4965,./dataset/mv3d_salux/ok/ok_4965/cam_0.npy,./dataset/mv3d_salux/ok/ok_4965/cam_1.npy,./dataset/mv3d_salux/ok/ok_4965/cam_2.npy,./dataset/mv3d_salux/ok/ok_4965/cam_3.npy,train
paper,paper-set2 (128),./dataset/mv3d_salux/paper/paper-set2 (128)/cam_0.npy,./dataset/mv3d_salux/paper/paper-set2 (128)/cam_1.npy,./dataset/mv3d_salux/paper/paper-set2 (128)/cam_2.npy,./dataset/mv3d_salux/paper/paper-set2 (128)/cam_3.npy,train
scissors,scissors (15),./dataset/mv3d_salux/scissors/scissors (15)/cam_0.npy,./dataset/mv3d_salux/scissors/scissors (15)/cam_1.npy,./dataset/mv3d_salux/scissors/scissors (15)/cam_2.npy,./dataset/mv3d_salux/scissors/scissors (15)/cam_3.npy,train
ok,ok_Set2_ (511),./dataset/mv3d_salux/ok/ok_Set2_ (511)/cam_0.npy,./dataset/mv3d_salux/ok/ok_Set2_ (511)/cam_1.npy,./dataset/mv3d_salux/ok/ok_Set2_ (511)/cam_2.npy,./dataset/mv3d_salux/ok/ok_Set2_ (511)/cam_3.npy,train
ok,ok_Set2_ (288),./dataset/mv3d_salux/ok/ok_Set2_ (288)/cam_0.npy,./dataset/mv3d_salux/ok/ok_Set2_ (288)/cam_1.npy,./dataset/mv3d_salux/ok/ok_Set2_ (288)/cam_2.npy,./dataset/mv3d_salux/ok/ok_Set2_ (288)/cam_3.npy,train
scissors,scissors-set2 (699),./dataset/mv3d_salux/scissors/scissors-set2 (699)/cam_0.npy,./dataset/mv3d_salux/scissors/scissors-set2 (699)/cam_1.npy,./dataset/mv3d_salux/scissors/scissors-set2 (699)/cam_2.npy,./dataset/mv3d_salux/scissors/scissors-set2 (699)/cam_3.npy,train
thumbup,thumbup (385),./dataset/mv3d_salux/thumbup/thumbup (385)/cam_0.npy,./dataset/mv3d_salux/thumbup/thumbup (385)/cam_1.npy,./dataset/mv3d_salux/thumbup/thumbup (385)/cam_2.npy,./dataset/mv3d_salux/thumbup/thumbup (385)/cam_3.npy,train
thumbup,thumbup (468),./dataset/mv3d_salux/thumbup/thumbup (468)/cam_0.npy,./dataset/mv3d_salux/thumbup/thumbup (468)/cam_1.npy,./dataset/mv3d_salux/thumbup/thumbup (468)/cam_2.npy,./dataset/mv3d_salux/thumbup/thumbup (468)/cam_3.npy,train
thumbup,thumbup (491),./dataset/mv3d_salux/thumbup/thumbup (491)/cam_0.npy,./dataset/mv3d_salux/thumbup/thumbup (491)/cam_1.npy,./dataset/mv3d_salux/thumbup/thumbup (491)/cam_2.npy,./dataset/mv3d_salux/thumbup/thumbup (491)/cam_3.npy,train
scissors,scissors-set2 (13),./dataset/mv3d_salux/scissors/scissors-set2 (13)/cam_0.npy,./dataset/mv3d_salux/scissors/scissors-set2 (13)/cam_1.npy,./dataset/mv3d_salux/scissors/scissors-set2 (13)/cam_2.npy,./dataset/mv3d_salux/scissors/scissors-set2 (13)/cam_3.npy,train
ok,ok (200),./dataset/mv3d_salux/ok/ok (200)/cam_0.npy,./dataset/mv3d_salux/ok/ok (200)/cam_1.npy,./dataset/mv3d_salux/ok/ok (200)/cam_2.npy,./dataset/mv3d_salux/ok/ok (200)/cam_3.npy,train
rock,rock-set2 (430),./dataset/mv3d_salux/rock/rock-set2 (430)/cam_0.npy,./dataset/mv3d_salux/rock/rock-set2 (430)/cam_1.npy,./dataset/mv3d_salux/rock/rock-set2 (430)/cam_2.npy,./dataset/mv3d_salux/rock/rock-set2 (430)/cam_3.npy,train
the-finger,the-finger (132),./dataset/mv3d_salux/the-finger/the-finger (132)/cam_0.npy,./dataset/mv3d_salux/the-finger/the-finger (132)/cam_1.npy,./dataset/mv3d_salux/the-finger/the-finger (132)/cam_2.npy,./dataset/mv3d_salux/the-finger/the-finger (132)/cam_3.npy,train
ok,ok_Set2_ (577),./dataset/mv3d_salux/ok/ok_Set2_ (577)/cam_0.npy,./dataset/mv3d_salux/ok/ok_Set2_ (577)/cam_1.npy,./dataset/mv3d_salux/ok/ok_Set2_ (577)/cam_2.npy,./dataset/mv3d_salux/ok/ok_Set2_ (577)/cam_3.npy,train
thumbup,thumbup (370),./dataset/mv3d_salux/thumbup/thumbup (370)/cam_0.npy,./dataset/mv3d_salux/thumbup/thumbup (370)/cam_1.npy,./dataset/mv3d_salux/thumbup/thumbup (370)/cam_2.npy,./dataset/mv3d_salux/thumbup/thumbup (370)/cam_3.npy,train
paper,paper-set2 (18),./dataset/mv3d_salux/paper/paper-set2 (18)/cam_0.npy,./dataset/mv3d_salux/paper/paper-set2 (18)/cam_1.npy,./dataset/mv3d_salux/paper/paper-set2 (18)/cam_2.npy,./dataset/mv3d_salux/paper/paper-set2 (18)/cam_3.npy,train
paper,paper_1450,./dataset/mv3d_salux/paper/paper_1450/cam_0.npy,./dataset/mv3d_salux/paper/paper_1450/cam_1.npy,./dataset/mv3d_salux/paper/paper_1450/cam_2.npy,./dataset/mv3d_salux/paper/paper_1450/cam_3.npy,train
scissors,scissors_762,./dataset/mv3d_salux/scissors/scissors_762/cam_0.npy,./dataset/mv3d_salux/scissors/scissors_762/cam_1.npy,./dataset/mv3d_salux/scissors/scissors_762/cam_2.npy,./dataset/mv3d_salux/scissors/scissors_762/cam_3.npy,train
scissors,scissors-set2 (380),./dataset/mv3d_salux/scissors/scissors-set2 (380)/cam_0.npy,./dataset/mv3d_salux/scissors/scissors-set2 (380)/cam_1.npy,./dataset/mv3d_salux/scissors/scissors-set2 (380)/cam_2.npy,./dataset/mv3d_salux/scissors/scissors-set2 (380)/cam_3.npy,train
thumbup,thumbup (197),./dataset/mv3d_salux/thumbup/thumbup (197)/cam_0.npy,./dataset/mv3d_salux/thumbup/thumbup (197)/cam_1.npy,./dataset/mv3d_salux/thumbup/thumbup (197)/cam_2.npy,./dataset/mv3d_salux/thumbup/thumbup (197)/cam_3.npy,train
the-finger,the-finger_6061,./dataset/mv3d_salux/the-finger/the-finger_6061/cam_0.npy,./dataset/mv3d_salux/the-finger/the-finger_6061/cam_1.npy,./dataset/mv3d_salux/the-finger/the-finger_6061/cam_2.npy,./dataset/mv3d_salux/the-finger/the-finger_6061/cam_3.npy,train
ok,ok_8536,./dataset/mv3d_salux/ok/ok_8536/cam_0.npy,./dataset/mv3d_salux/ok/ok_8536/cam_1.npy,./dataset/mv3d_salux/ok/ok_8536/cam_2.npy,./dataset/mv3d_salux/ok/ok_8536/cam_3.npy,train
thumbdown,thumbdown_9016,./dataset/mv3d_salux/thumbdown/thumbdown_9016/cam_0.npy,./dataset/mv3d_salux/thumbdown/thumbdown_9016/cam_1.npy,./dataset/mv3d_salux/thumbdown/thumbdown_9016/cam_2.npy,./dataset/mv3d_salux/thumbdown/thumbdown_9016/cam_3.npy,train
scissors,scissors_6966,./dataset/mv3d_salux/scissors/scissors_6966/cam_0.npy,./dataset/mv3d_salux/scissors/scissors_6966/cam_1.npy,./dataset/mv3d_salux/scissors/scissors_6966/cam_2.npy,./dataset/mv3d_salux/scissors/scissors_6966/cam_3.npy,train
paper,paper_6521,./dataset/mv3d_salux/paper/paper_6521/cam_0.npy,./dataset/mv3d_salux/paper/paper_6521/cam_1.npy,./dataset/mv3d_salux/paper/paper_6521/cam_2.npy,./dataset/mv3d_salux/paper/paper_6521/cam_3.npy,train
paper,paper-set2 (417),./dataset/mv3d_salux/paper/paper-set2 (417)/cam_0.npy,./dataset/mv3d_salux/paper/paper-set2 (417)/cam_1.npy,./dataset/mv3d_salux/paper/paper-set2 (417)/cam_2.npy,./dataset/mv3d_salux/paper/paper-set2 (417)/cam_3.npy,train
ok,ok_Set2_ (428),./dataset/mv3d_salux/ok/ok_Set2_ (428)/cam_0.npy,./dataset/mv3d_salux/ok/ok_Set2_ (428)/cam_1.npy,./dataset/mv3d_salux/ok/ok_Set2_ (428)/cam_2.npy,./dataset/mv3d_salux/ok/ok_Set2_ (428)/cam_3.npy,train
thumbdown,thumbdown (274),./dataset/mv3d_salux/thumbdown/thumbdown (274)/cam_0.npy,./dataset/mv3d_salux/thumbdown/thumbdown (274)/cam_1.npy,./dataset/mv3d_salux/thumbdown/thumbdown (274)/cam_2.npy,./dataset/mv3d_salux/thumbdown/thumbdown (274)/cam_3.npy,train
ok,ok_2939,./dataset/mv3d_salux/ok/ok_2939/cam_0.npy,./dataset/mv3d_salux/ok/ok_2939/cam_1.npy,./dataset/mv3d_salux/ok/ok_2939/cam_2.npy,./dataset/mv3d_salux/ok/ok_2939/cam_3.npy,train
paper,paper-set2 (86),./dataset/mv3d_salux/paper/paper-set2 (86)/cam_0.npy,./dataset/mv3d_salux/paper/paper-set2 (86)/cam_1.npy,./dataset/mv3d_salux/paper/paper-set2 (86)/cam_2.npy,./dataset/mv3d_salux/paper/paper-set2 (86)/cam_3.npy,train
the-finger,the-finger-set2 (13),./dataset/mv3d_salux/the-finger/the-finger-set2 (13)/cam_0.npy,./dataset/mv3d_salux/the-finger/the-finger-set2 (13)/cam_1.npy,./dataset/mv3d_salux/the-finger/the-finger-set2 (13)/cam_2.npy,./dataset/mv3d_salux/the-finger/the-finger-set2 (13)/cam_3.npy,train
the-finger,the-finger-set2 (288),./dataset/mv3d_salux/the-finger/the-finger-set2 (288)/cam_0.npy,./dataset/mv3d_salux/the-finger/the-finger-set2 (288)/cam_1.npy,./dataset/mv3d_salux/the-finger/the-finger-set2 (288)/cam_2.npy,./dataset/mv3d_salux/the-finger/the-finger-set2 (288)/cam_3.npy,train
ok,ok_Set2_ (302),./dataset/mv3d_salux/ok/ok_Set2_ (302)/cam_0.npy,./dataset/mv3d_salux/ok/ok_Set2_ (302)/cam_1.npy,./dataset/mv3d_salux/ok/ok_Set2_ (302)/cam_2.npy,./dataset/mv3d_salux/ok/ok_Set2_ (302)/cam_3.npy,train
the-finger,the-finger-set2 (329),./dataset/mv3d_salux/the-finger/the-finger-set2 (329)/cam_0.npy,./dataset/mv3d_salux/the-finger/the-finger-set2 (329)/cam_1.npy,./dataset/mv3d_salux/the-finger/the-finger-set2 (329)/cam_2.npy,./dataset/mv3d_salux/the-finger/the-finger-set2 (329)/cam_3.npy,train
scissors,scissors-set2 (449),./dataset/mv3d_salux/scissors/scissors-set2 (449)/cam_0.npy,./dataset/mv3d_salux/scissors/scissors-set2 (449)/cam_1.npy,./dataset/mv3d_salux/scissors/scissors-set2 (449)/cam_2.npy,./dataset/mv3d_salux/scissors/scissors-set2 (449)/cam_3.npy,train
the-finger,the-finger_7484,./dataset/mv3d_salux/the-finger/the-finger_7484/cam_0.npy,./dataset/mv3d_salux/the-finger/the-finger_7484/cam_1.npy,./dataset/mv3d_salux/the-finger/the-finger_7484/cam_2.npy,./dataset/mv3d_salux/the-finger/the-finger_7484/cam_3.npy,train
thumbup,thumbup_8132,./dataset/mv3d_salux/thumbup/thumbup_8132/cam_0.npy,./dataset/mv3d_salux/thumbup/thumbup_8132/cam_1.npy,./dataset/mv3d_salux/thumbup/thumbup_8132/cam_2.npy,./dataset/mv3d_salux/thumbup/thumbup_8132/cam_3.npy,train
the-finger,the-finger-set2 (98),./dataset/mv3d_salux/the-finger/the-finger-set2 (98)/cam_0.npy,./dataset/mv3d_salux/the-finger/the-finger-set2 (98)/cam_1.npy,./dataset/mv3d_salux/the-finger/the-finger-set2 (98)/cam_2.npy,./dataset/mv3d_salux/the-finger/the-finger-set2 (98)/cam_3.npy,train
thumbup,hand-10-2120,./dataset/mv3d_salux/thumbup/hand-10-2120/cam_0.npy,./dataset/mv3d_salux/thumbup/hand-10-2120/cam_1.npy,./dataset/mv3d_salux/thumbup/hand-10-2120/cam_2.npy,./dataset/mv3d_salux/thumbup/hand-10-2120/cam_3.npy,train
thumbup,hand-7-1400,./dataset/mv3d_salux/thumbup/hand-7-1400/cam_0.npy,./dataset/mv3d_salux/thumbup/hand-7-1400/cam_1.npy,./dataset/mv3d_salux/thumbup/hand-7-1400/cam_2.npy,./dataset/mv3d_salux/thumbup/hand-7-1400/cam_3.npy,train
ok,ok_Set2_ (486),./dataset/mv3d_salux/ok/ok_Set2_ (486)/cam_0.npy,./dataset/mv3d_salux/ok/ok_Set2_ (486)/cam_1.npy,./dataset/mv3d_salux/ok/ok_Set2_ (486)/cam_2.npy,./dataset/mv3d_salux/ok/ok_Set2_ (486)/cam_3.npy,train
paper,paper-set2 (119),./dataset/mv3d_salux/paper/paper-set2 (119)/cam_0.npy,./dataset/mv3d_salux/paper/paper-set2 (119)/cam_1.npy,./dataset/mv3d_salux/paper/paper-set2 (119)/cam_2.npy,./dataset/mv3d_salux/paper/paper-set2 (119)/cam_3.npy,train
ok,ok_Set2_ (512),./dataset/mv3d_salux/ok/ok_Set2_ (512)/cam_0.npy,./dataset/mv3d_salux/ok/ok_Set2_ (512)/cam_1.npy,./dataset/mv3d_salux/ok/ok_Set2_ (512)/cam_2.npy,./dataset/mv3d_salux/ok/ok_Set2_ (512)/cam_3.npy,train
scissors,scissors_7356,./dataset/mv3d_salux/scissors/scissors_7356/cam_0.npy,./dataset/mv3d_salux/scissors/scissors_7356/cam_1.npy,./dataset/mv3d_salux/scissors/scissors_7356/cam_2.npy,./dataset/mv3d_salux/scissors/scissors_7356/cam_3.npy,train
rock,rock (20),./dataset/mv3d_salux/rock/rock (20)/cam_0.npy,./dataset/mv3d_salux/rock/rock (20)/cam_1.npy,./dataset/mv3d_salux/rock/rock (20)/cam_2.npy,./dataset/mv3d_salux/rock/rock (20)/cam_3.npy,train
thumbup,hand-7-1380,./dataset/mv3d_salux/thumbup/hand-7-1380/cam_0.npy,./dataset/mv3d_salux/thumbup/hand-7-1380/cam_1.npy,./dataset/mv3d_salux/thumbup/hand-7-1380/cam_2.npy,./dataset/mv3d_salux/thumbup/hand-7-1380/cam_3.npy,train
the-finger,the-finger-set2 (96),./dataset/mv3d_salux/the-finger/the-finger-set2 (96)/cam_0.npy,./dataset/mv3d_salux/the-finger/the-finger-set2 (96)/cam_1.npy,./dataset/mv3d_salux/the-finger/the-finger-set2 (96)/cam_2.npy,./dataset/mv3d_salux/the-finger/the-finger-set2 (96)/cam_3.npy,train
the-finger,the-finger (50),./dataset/mv3d_salux/the-finger/the-finger (50)/cam_0.npy,./dataset/mv3d_salux/the-finger/the-finger (50)/cam_1.npy,./dataset/mv3d_salux/the-finger/the-finger (50)/cam_2.npy,./dataset/mv3d_salux/the-finger/the-finger (50)/cam_3.npy,train
scissors,scissors (218),./dataset/mv3d_salux/scissors/scissors (218)/cam_0.npy,./dataset/mv3d_salux/scissors/scissors (218)/cam_1.npy,./dataset/mv3d_salux/scissors/scissors (218)/cam_2.npy,./dataset/mv3d_salux/scissors/scissors (218)/cam_3.npy,train
ok,ok_3972,./dataset/mv3d_salux/ok/ok_3972/cam_0.npy,./dataset/mv3d_salux/ok/ok_3972/cam_1.npy,./dataset/mv3d_salux/ok/ok_3972/cam_2.npy,./dataset/mv3d_salux/ok/ok_3972/cam_3.npy,train
ok,ok_Set2_ (522),./dataset/mv3d_salux/ok/ok_Set2_ (522)/cam_0.npy,./dataset/mv3d_salux/ok/ok_Set2_ (522)/cam_1.npy,./dataset/mv3d_salux/ok/ok_Set2_ (522)/cam_2.npy,./dataset/mv3d_salux/ok/ok_Set2_ (522)/cam_3.npy,train
scissors,scissors (418),./dataset/mv3d_salux/scissors/scissors (418)/cam_0.npy,./dataset/mv3d_salux/scissors/scissors (418)/cam_1.npy,./dataset/mv3d_salux/scissors/scissors (418)/cam_2.npy,./dataset/mv3d_salux/scissors/scissors (418)/cam_3.npy,train
thumbdown,thumbdown_6826,./dataset/mv3d_salux/thumbdown/thumbdown_6826/cam_0.npy,./dataset/mv3d_salux/thumbdown/thumbdown_6826/cam_1.npy,./dataset/mv3d_salux/thumbdown/thumbdown_6826/cam_2.npy,./dataset/mv3d_salux/thumbdown/thumbdown_6826/cam_3.npy,train
ok,ok_2926,./dataset/mv3d_salux/ok/ok_2926/cam_0.npy,./dataset/mv3d_salux/ok/ok_2926/cam_1.npy,./dataset/mv3d_salux/ok/ok_2926/cam_2.npy,./dataset/mv3d_salux/ok/ok_2926/cam_3.npy,train
ok,ok_2482,./dataset/mv3d_salux/ok/ok_2482/cam_0.npy,./dataset/mv3d_salux/ok/ok_2482/cam_1.npy,./dataset/mv3d_salux/ok/ok_2482/cam_2.npy,./dataset/mv3d_salux/ok/ok_2482/cam_3.npy,train
thumbup,thumbup_1710,./dataset/mv3d_salux/thumbup/thumbup_1710/cam_0.npy,./dataset/mv3d_salux/thumbup/thumbup_1710/cam_1.npy,./dataset/mv3d_salux/thumbup/thumbup_1710/cam_2.npy,./dataset/mv3d_salux/thumbup/thumbup_1710/cam_3.npy,train
paper,paper-set2 (243),./dataset/mv3d_salux/paper/paper-set2 (243)/cam_0.npy,./dataset/mv3d_salux/paper/paper-set2 (243)/cam_1.npy,./dataset/mv3d_salux/paper/paper-set2 (243)/cam_2.npy,./dataset/mv3d_salux/paper/paper-set2 (243)/cam_3.npy,train
thumbdown,thumbdown_7435,./dataset/mv3d_salux/thumbdown/thumbdown_7435/cam_0.npy,./dataset/mv3d_salux/thumbdown/thumbdown_7435/cam_1.npy,./dataset/mv3d_salux/thumbdown/thumbdown_7435/cam_2.npy,./dataset/mv3d_salux/thumbdown/thumbdown_7435/cam_3.npy,train
rock,rock-set2 (199),./dataset/mv3d_salux/rock/rock-set2 (199)/cam_0.npy,./dataset/mv3d_salux/rock/rock-set2 (199)/cam_1.npy,./dataset/mv3d_salux/rock/rock-set2 (199)/cam_2.npy,./dataset/mv3d_salux/rock/rock-set2 (199)/cam_3.npy,train
