action,render_pose,sample_id,split,skeleton_path,skeleton_orig_path,num_existing_cams,num_existing_skeleton_cams,rgb_cam_0_path,skeleton_cam_0_path,rgb_cam_1_path,skeleton_cam_1_path,rgb_cam_2_path,skeleton_cam_2_path,rgb_cam_3_path,skeleton_cam_3_path,rgb_cam_4_path,skeleton_cam_4_path,rgb_cam_5_path,skeleton_cam_5_path,rgb_cam_6_path,skeleton_cam_6_path,rgb_cam_7_path,skeleton_cam_7_path
ok,ok,ok_2949,val,./dataset/skeleton_final_v2/ok/ok_2949.npy,./dataset/skeleton_final_v2/ok/ok_2949.npy,8,8,./renders_ok/ok_2949/ok_2949_cam_00.png,./dataset/salux_multiview3d_8cam_front/ok/ok_2949_cam0.npy,./renders_ok/ok_2949/ok_2949_cam_01.png,./dataset/salux_multiview3d_8cam_front/ok/ok_2949_cam1.npy,./renders_ok/ok_2949/ok_2949_cam_02.png,./dataset/salux_multiview3d_8cam_front/ok/ok_2949_cam2.npy,./renders_ok/ok_2949/ok_2949_cam_03.png,./dataset/salux_multiview3d_8cam_front/ok/ok_2949_cam3.npy,./renders_ok/ok_2949/ok_2949_cam_04.png,./dataset/salux_multiview3d_8cam_front/ok/ok_2949_cam4.npy,./renders_ok/ok_2949/ok_2949_cam_05.png,./dataset/salux_multiview3d_8cam_front/ok/ok_2949_cam5.npy,./renders_ok/ok_2949/ok_2949_cam_06.png,./dataset/salux_multiview3d_8cam_front/ok/ok_2949_cam6.npy,./renders_ok/ok_2949/ok_2949_cam_07.png,./dataset/salux_multiview3d_8cam_front/ok/ok_2949_cam7.npy
ok,ok,ok_Set2_ (308),val,./dataset/skeleton_final_v2/ok/ok_Set2_ (308).npy,./dataset/skeleton_final_v2/ok/ok_Set2_ (308).npy,8,8,./renders_ok/ok_Set2_ (308)/ok_Set2_ (308)_cam_00.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (308)_cam0.npy,./renders_ok/ok_Set2_ (308)/ok_Set2_ (308)_cam_01.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (308)_cam1.npy,./renders_ok/ok_Set2_ (308)/ok_Set2_ (308)_cam_02.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (308)_cam2.npy,./renders_ok/ok_Set2_ (308)/ok_Set2_ (308)_cam_03.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (308)_cam3.npy,./renders_ok/ok_Set2_ (308)/ok_Set2_ (308)_cam_04.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (308)_cam4.npy,./renders_ok/ok_Set2_ (308)/ok_Set2_ (308)_cam_05.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (308)_cam5.npy,./renders_ok/ok_Set2_ (308)/ok_Set2_ (308)_cam_06.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (308)_cam6.npy,./renders_ok/ok_Set2_ (308)/ok_Set2_ (308)_cam_07.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (308)_cam7.npy
ok,ok,ok_Set2_ (304),val,./dataset/skeleton_final_v2/ok/ok_Set2_ (304).npy,./dataset/skeleton_final_v2/ok/ok_Set2_ (304).npy,8,8,./renders_ok/ok_Set2_ (304)/ok_Set2_ (304)_cam_00.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (304)_cam0.npy,./renders_ok/ok_Set2_ (304)/ok_Set2_ (304)_cam_01.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (304)_cam1.npy,./renders_ok/ok_Set2_ (304)/ok_Set2_ (304)_cam_02.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (304)_cam2.npy,./renders_ok/ok_Set2_ (304)/ok_Set2_ (304)_cam_03.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (304)_cam3.npy,./renders_ok/ok_Set2_ (304)/ok_Set2_ (304)_cam_04.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (304)_cam4.npy,./renders_ok/ok_Set2_ (304)/ok_Set2_ (304)_cam_05.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (304)_cam5.npy,./renders_ok/ok_Set2_ (304)/ok_Set2_ (304)_cam_06.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (304)_cam6.npy,./renders_ok/ok_Set2_ (304)/ok_Set2_ (304)_cam_07.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (304)_cam7.npy
ok,ok,ok_5001,val,./dataset/skeleton_final_v2/ok/ok_5001.npy,./dataset/skeleton_final_v2/ok/ok_5001.npy,8,8,./renders_ok/ok_5001/ok_5001_cam_00.png,./dataset/salux_multiview3d_8cam_front/ok/ok_5001_cam0.npy,./renders_ok/ok_5001/ok_5001_cam_01.png,./dataset/salux_multiview3d_8cam_front/ok/ok_5001_cam1.npy,./renders_ok/ok_5001/ok_5001_cam_02.png,./dataset/salux_multiview3d_8cam_front/ok/ok_5001_cam2.npy,./renders_ok/ok_5001/ok_5001_cam_03.png,./dataset/salux_multiview3d_8cam_front/ok/ok_5001_cam3.npy,./renders_ok/ok_5001/ok_5001_cam_04.png,./dataset/salux_multiview3d_8cam_front/ok/ok_5001_cam4.npy,./renders_ok/ok_5001/ok_5001_cam_05.png,./dataset/salux_multiview3d_8cam_front/ok/ok_5001_cam5.npy,./renders_ok/ok_5001/ok_5001_cam_06.png,./dataset/salux_multiview3d_8cam_front/ok/ok_5001_cam6.npy,./renders_ok/ok_5001/ok_5001_cam_07.png,./dataset/salux_multiview3d_8cam_front/ok/ok_5001_cam7.npy
ok,ok,ok_Set2_ (260),val,./dataset/skeleton_final_v2/ok/ok_Set2_ (260).npy,./dataset/skeleton_final_v2/ok/ok_Set2_ (260).npy,8,8,./renders_ok/ok_Set2_ (260)/ok_Set2_ (260)_cam_00.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (260)_cam0.npy,./renders_ok/ok_Set2_ (260)/ok_Set2_ (260)_cam_01.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (260)_cam1.npy,./renders_ok/ok_Set2_ (260)/ok_Set2_ (260)_cam_02.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (260)_cam2.npy,./renders_ok/ok_Set2_ (260)/ok_Set2_ (260)_cam_03.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (260)_cam3.npy,./renders_ok/ok_Set2_ (260)/ok_Set2_ (260)_cam_04.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (260)_cam4.npy,./renders_ok/ok_Set2_ (260)/ok_Set2_ (260)_cam_05.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (260)_cam5.npy,./renders_ok/ok_Set2_ (260)/ok_Set2_ (260)_cam_06.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (260)_cam6.npy,./renders_ok/ok_Set2_ (260)/ok_Set2_ (260)_cam_07.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (260)_cam7.npy
ok,ok,ok_Set2_ (301),val,./dataset/skeleton_final_v2/ok/ok_Set2_ (301).npy,./dataset/skeleton_final_v2/ok/ok_Set2_ (301).npy,8,8,./renders_ok/ok_Set2_ (301)/ok_Set2_ (301)_cam_00.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (301)_cam0.npy,./renders_ok/ok_Set2_ (301)/ok_Set2_ (301)_cam_01.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (301)_cam1.npy,./renders_ok/ok_Set2_ (301)/ok_Set2_ (301)_cam_02.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (301)_cam2.npy,./renders_ok/ok_Set2_ (301)/ok_Set2_ (301)_cam_03.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (301)_cam3.npy,./renders_ok/ok_Set2_ (301)/ok_Set2_ (301)_cam_04.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (301)_cam4.npy,./renders_ok/ok_Set2_ (301)/ok_Set2_ (301)_cam_05.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (301)_cam5.npy,./renders_ok/ok_Set2_ (301)/ok_Set2_ (301)_cam_06.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (301)_cam6.npy,./renders_ok/ok_Set2_ (301)/ok_Set2_ (301)_cam_07.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (301)_cam7.npy
ok,ok,ok_1560,val,./dataset/skeleton_final_v2/ok/ok_1560.npy,./dataset/skeleton_final_v2/ok/ok_1560.npy,8,8,./renders_ok/ok_1560/ok_1560_cam_00.png,./dataset/salux_multiview3d_8cam_front/ok/ok_1560_cam0.npy,./renders_ok/ok_1560/ok_1560_cam_01.png,./dataset/salux_multiview3d_8cam_front/ok/ok_1560_cam1.npy,./renders_ok/ok_1560/ok_1560_cam_02.png,./dataset/salux_multiview3d_8cam_front/ok/ok_1560_cam2.npy,./renders_ok/ok_1560/ok_1560_cam_03.png,./dataset/salux_multiview3d_8cam_front/ok/ok_1560_cam3.npy,./renders_ok/ok_1560/ok_1560_cam_04.png,./dataset/salux_multiview3d_8cam_front/ok/ok_1560_cam4.npy,./renders_ok/ok_1560/ok_1560_cam_05.png,./dataset/salux_multiview3d_8cam_front/ok/ok_1560_cam5.npy,./renders_ok/ok_1560/ok_1560_cam_06.png,./dataset/salux_multiview3d_8cam_front/ok/ok_1560_cam6.npy,./renders_ok/ok_1560/ok_1560_cam_07.png,./dataset/salux_multiview3d_8cam_front/ok/ok_1560_cam7.npy
ok,ok,ok_1606,val,./dataset/skeleton_final_v2/ok/ok_1606.npy,./dataset/skeleton_final_v2/ok/ok_1606.npy,8,8,./renders_ok/ok_1606/ok_1606_cam_00.png,./dataset/salux_multiview3d_8cam_front/ok/ok_1606_cam0.npy,./renders_ok/ok_1606/ok_1606_cam_01.png,./dataset/salux_multiview3d_8cam_front/ok/ok_1606_cam1.npy,./renders_ok/ok_1606/ok_1606_cam_02.png,./dataset/salux_multiview3d_8cam_front/ok/ok_1606_cam2.npy,./renders_ok/ok_1606/ok_1606_cam_03.png,./dataset/salux_multiview3d_8cam_front/ok/ok_1606_cam3.npy,./renders_ok/ok_1606/ok_1606_cam_04.png,./dataset/salux_multiview3d_8cam_front/ok/ok_1606_cam4.npy,./renders_ok/ok_1606/ok_1606_cam_05.png,./dataset/salux_multiview3d_8cam_front/ok/ok_1606_cam5.npy,./renders_ok/ok_1606/ok_1606_cam_06.png,./dataset/salux_multiview3d_8cam_front/ok/ok_1606_cam6.npy,./renders_ok/ok_1606/ok_1606_cam_07.png,./dataset/salux_multiview3d_8cam_front/ok/ok_1606_cam7.npy
paper,paper,paper-set2 (162),train,./dataset/skeleton_final_v2/paper/paper-set2 (162).npy,./dataset/skeleton_final_v2/paper/paper-set2 (162).npy,8,8,./renders_paper/paper-set2 (162)/paper-set2 (162)_cam_00.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (162)_cam0.npy,./renders_paper/paper-set2 (162)/paper-set2 (162)_cam_01.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (162)_cam1.npy,./renders_paper/paper-set2 (162)/paper-set2 (162)_cam_02.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (162)_cam2.npy,./renders_paper/paper-set2 (162)/paper-set2 (162)_cam_03.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (162)_cam3.npy,./renders_paper/paper-set2 (162)/paper-set2 (162)_cam_04.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (162)_cam4.npy,./renders_paper/paper-set2 (162)/paper-set2 (162)_cam_05.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (162)_cam5.npy,./renders_paper/paper-set2 (162)/paper-set2 (162)_cam_06.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (162)_cam6.npy,./renders_paper/paper-set2 (162)/paper-set2 (162)_cam_07.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (162)_cam7.npy
paper,paper,paper-set2 (181),train,./dataset/skeleton_final_v2/paper/paper-set2 (181).npy,./dataset/skeleton_final_v2/paper/paper-set2 (181).npy,8,8,./renders_paper/paper-set2 (181)/paper-set2 (181)_cam_00.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (181)_cam0.npy,./renders_paper/paper-set2 (181)/paper-set2 (181)_cam_01.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (181)_cam1.npy,./renders_paper/paper-set2 (181)/paper-set2 (181)_cam_02.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (181)_cam2.npy,./renders_paper/paper-set2 (181)/paper-set2 (181)_cam_03.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (181)_cam3.npy,./renders_paper/paper-set2 (181)/paper-set2 (181)_cam_04.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (181)_cam4.npy,./renders_paper/paper-set2 (181)/paper-set2 (181)_cam_05.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (181)_cam5.npy,./renders_paper/paper-set2 (181)/paper-set2 (181)_cam_06.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (181)_cam6.npy,./renders_paper/paper-set2 (181)/paper-set2 (181)_cam_07.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (181)_cam7.npy
paper,paper,paper-set2 (465),train,./dataset/skeleton_final_v2/paper/paper-set2 (465).npy,./dataset/skeleton_final_v2/paper/paper-set2 (465).npy,8,8,./renders_paper/paper-set2 (465)/paper-set2 (465)_cam_00.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (465)_cam0.npy,./renders_paper/paper-set2 (465)/paper-set2 (465)_cam_01.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (465)_cam1.npy,./renders_paper/paper-set2 (465)/paper-set2 (465)_cam_02.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (465)_cam2.npy,./renders_paper/paper-set2 (465)/paper-set2 (465)_cam_03.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (465)_cam3.npy,./renders_paper/paper-set2 (465)/paper-set2 (465)_cam_04.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (465)_cam4.npy,./renders_paper/paper-set2 (465)/paper-set2 (465)_cam_05.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (465)_cam5.npy,./renders_paper/paper-set2 (465)/paper-set2 (465)_cam_06.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (465)_cam6.npy,./renders_paper/paper-set2 (465)/paper-set2 (465)_cam_07.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (465)_cam7.npy
paper,paper,paper-set2 (126),train,./dataset/skeleton_final_v2/paper/paper-set2 (126).npy,./dataset/skeleton_final_v2/paper/paper-set2 (126).npy,8,8,./renders_paper/paper-set2 (126)/paper-set2 (126)_cam_00.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (126)_cam0.npy,./renders_paper/paper-set2 (126)/paper-set2 (126)_cam_01.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (126)_cam1.npy,./renders_paper/paper-set2 (126)/paper-set2 (126)_cam_02.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (126)_cam2.npy,./renders_paper/paper-set2 (126)/paper-set2 (126)_cam_03.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (126)_cam3.npy,./renders_paper/paper-set2 (126)/paper-set2 (126)_cam_04.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (126)_cam4.npy,./renders_paper/paper-set2 (126)/paper-set2 (126)_cam_05.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (126)_cam5.npy,./renders_paper/paper-set2 (126)/paper-set2 (126)_cam_06.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (126)_cam6.npy,./renders_paper/paper-set2 (126)/paper-set2 (126)_cam_07.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (126)_cam7.npy
paper,paper,paper (168),train,./dataset/skeleton_final_v2/paper/paper (168).npy,./dataset/skeleton_final_v2/paper/paper (168).npy,8,8,./renders_paper/paper (168)/paper (168)_cam_00.png,./dataset/salux_multiview3d_8cam_front/paper/paper (168)_cam0.npy,./renders_paper/paper (168)/paper (168)_cam_01.png,./dataset/salux_multiview3d_8cam_front/paper/paper (168)_cam1.npy,./renders_paper/paper (168)/paper (168)_cam_02.png,./dataset/salux_multiview3d_8cam_front/paper/paper (168)_cam2.npy,./renders_paper/paper (168)/paper (168)_cam_03.png,./dataset/salux_multiview3d_8cam_front/paper/paper (168)_cam3.npy,./renders_paper/paper (168)/paper (168)_cam_04.png,./dataset/salux_multiview3d_8cam_front/paper/paper (168)_cam4.npy,./renders_paper/paper (168)/paper (168)_cam_05.png,./dataset/salux_multiview3d_8cam_front/paper/paper (168)_cam5.npy,./renders_paper/paper (168)/paper (168)_cam_06.png,./dataset/salux_multiview3d_8cam_front/paper/paper (168)_cam6.npy,./renders_paper/paper (168)/paper (168)_cam_07.png,./dataset/salux_multiview3d_8cam_front/paper/paper (168)_cam7.npy
paper,paper,paper-set2 (281),train,./dataset/skeleton_final_v2/paper/paper-set2 (281).npy,./dataset/skeleton_final_v2/paper/paper-set2 (281).npy,8,8,./renders_paper/paper-set2 (281)/paper-set2 (281)_cam_00.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (281)_cam0.npy,./renders_paper/paper-set2 (281)/paper-set2 (281)_cam_01.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (281)_cam1.npy,./renders_paper/paper-set2 (281)/paper-set2 (281)_cam_02.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (281)_cam2.npy,./renders_paper/paper-set2 (281)/paper-set2 (281)_cam_03.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (281)_cam3.npy,./renders_paper/paper-set2 (281)/paper-set2 (281)_cam_04.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (281)_cam4.npy,./renders_paper/paper-set2 (281)/paper-set2 (281)_cam_05.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (281)_cam5.npy,./renders_paper/paper-set2 (281)/paper-set2 (281)_cam_06.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (281)_cam6.npy,./renders_paper/paper-set2 (281)/paper-set2 (281)_cam_07.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (281)_cam7.npy
paper,paper,paper-set2 (410),train,./dataset/skeleton_final_v2/paper/paper-set2 (410).npy,./dataset/skeleton_final_v2/paper/paper-set2 (410).npy,8,8,./renders_paper/paper-set2 (410)/paper-set2 (410)_cam_00.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (410)_cam0.npy,./renders_paper/paper-set2 (410)/paper-set2 (410)_cam_01.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (410)_cam1.npy,./renders_paper/paper-set2 (410)/paper-set2 (410)_cam_02.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (410)_cam2.npy,./renders_paper/paper-set2 (410)/paper-set2 (410)_cam_03.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (410)_cam3.npy,./renders_paper/paper-set2 (410)/paper-set2 (410)_cam_04.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (410)_cam4.npy,./renders_paper/paper-set2 (410)/paper-set2 (410)_cam_05.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (410)_cam5.npy,./renders_paper/paper-set2 (410)/paper-set2 (410)_cam_06.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (410)_cam6.npy,./renders_paper/paper-set2 (410)/paper-set2 (410)_cam_07.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (410)_cam7.npy
paper,paper,paper-set2 (21),train,./dataset/skeleton_final_v2/paper/paper-set2 (21).npy,./dataset/skeleton_final_v2/paper/paper-set2 (21).npy,8,8,./renders_paper/paper-set2 (21)/paper-set2 (21)_cam_00.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (21)_cam0.npy,./renders_paper/paper-set2 (21)/paper-set2 (21)_cam_01.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (21)_cam1.npy,./renders_paper/paper-set2 (21)/paper-set2 (21)_cam_02.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (21)_cam2.npy,./renders_paper/paper-set2 (21)/paper-set2 (21)_cam_03.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (21)_cam3.npy,./renders_paper/paper-set2 (21)/paper-set2 (21)_cam_04.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (21)_cam4.npy,./renders_paper/paper-set2 (21)/paper-set2 (21)_cam_05.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (21)_cam5.npy,./renders_paper/paper-set2 (21)/paper-set2 (21)_cam_06.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (21)_cam6.npy,./renders_paper/paper-set2 (21)/paper-set2 (21)_cam_07.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (21)_cam7.npy
paper,paper,paper-set2 (434),train,./dataset/skeleton_final_v2/paper/paper-set2 (434).npy,./dataset/skeleton_final_v2/paper/paper-set2 (434).npy,8,8,./renders_paper/paper-set2 (434)/paper-set2 (434)_cam_00.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (434)_cam0.npy,./renders_paper/paper-set2 (434)/paper-set2 (434)_cam_01.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (434)_cam1.npy,./renders_paper/paper-set2 (434)/paper-set2 (434)_cam_02.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (434)_cam2.npy,./renders_paper/paper-set2 (434)/paper-set2 (434)_cam_03.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (434)_cam3.npy,./renders_paper/paper-set2 (434)/paper-set2 (434)_cam_04.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (434)_cam4.npy,./renders_paper/paper-set2 (434)/paper-set2 (434)_cam_05.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (434)_cam5.npy,./renders_paper/paper-set2 (434)/paper-set2 (434)_cam_06.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (434)_cam6.npy,./renders_paper/paper-set2 (434)/paper-set2 (434)_cam_07.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (434)_cam7.npy
paper,paper,paper-set2 (29),train,./dataset/skeleton_final_v2/paper/paper-set2 (29).npy,./dataset/skeleton_final_v2/paper/paper-set2 (29).npy,8,8,./renders_paper/paper-set2 (29)/paper-set2 (29)_cam_00.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (29)_cam0.npy,./renders_paper/paper-set2 (29)/paper-set2 (29)_cam_01.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (29)_cam1.npy,./renders_paper/paper-set2 (29)/paper-set2 (29)_cam_02.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (29)_cam2.npy,./renders_paper/paper-set2 (29)/paper-set2 (29)_cam_03.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (29)_cam3.npy,./renders_paper/paper-set2 (29)/paper-set2 (29)_cam_04.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (29)_cam4.npy,./renders_paper/paper-set2 (29)/paper-set2 (29)_cam_05.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (29)_cam5.npy,./renders_paper/paper-set2 (29)/paper-set2 (29)_cam_06.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (29)_cam6.npy,./renders_paper/paper-set2 (29)/paper-set2 (29)_cam_07.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (29)_cam7.npy
paper,paper,paper-set2 (338),train,./dataset/skeleton_final_v2/paper/paper-set2 (338).npy,./dataset/skeleton_final_v2/paper/paper-set2 (338).npy,8,8,./renders_paper/paper-set2 (338)/paper-set2 (338)_cam_00.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (338)_cam0.npy,./renders_paper/paper-set2 (338)/paper-set2 (338)_cam_01.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (338)_cam1.npy,./renders_paper/paper-set2 (338)/paper-set2 (338)_cam_02.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (338)_cam2.npy,./renders_paper/paper-set2 (338)/paper-set2 (338)_cam_03.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (338)_cam3.npy,./renders_paper/paper-set2 (338)/paper-set2 (338)_cam_04.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (338)_cam4.npy,./renders_paper/paper-set2 (338)/paper-set2 (338)_cam_05.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (338)_cam5.npy,./renders_paper/paper-set2 (338)/paper-set2 (338)_cam_06.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (338)_cam6.npy,./renders_paper/paper-set2 (338)/paper-set2 (338)_cam_07.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (338)_cam7.npy
paper,paper,paper (10),train,./dataset/skeleton_final_v2/paper/paper (10).npy,./dataset/skeleton_final_v2/paper/paper (10).npy,8,8,./renders_paper/paper (10)/paper (10)_cam_00.png,./dataset/salux_multiview3d_8cam_front/paper/paper (10)_cam0.npy,./renders_paper/paper (10)/paper (10)_cam_01.png,./dataset/salux_multiview3d_8cam_front/paper/paper (10)_cam1.npy,./renders_paper/paper (10)/paper (10)_cam_02.png,./dataset/salux_multiview3d_8cam_front/paper/paper (10)_cam2.npy,./renders_paper/paper (10)/paper (10)_cam_03.png,./dataset/salux_multiview3d_8cam_front/paper/paper (10)_cam3.npy,./renders_paper/paper (10)/paper (10)_cam_04.png,./dataset/salux_multiview3d_8cam_front/paper/paper (10)_cam4.npy,./renders_paper/paper (10)/paper (10)_cam_05.png,./dataset/salux_multiview3d_8cam_front/paper/paper (10)_cam5.npy,./renders_paper/paper (10)/paper (10)_cam_06.png,./dataset/salux_multiview3d_8cam_front/paper/paper (10)_cam6.npy,./renders_paper/paper (10)/paper (10)_cam_07.png,./dataset/salux_multiview3d_8cam_front/paper/paper (10)_cam7.npy
paper,paper,paper-set2 (129),train,./dataset/skeleton_final_v2/paper/paper-set2 (129).npy,./dataset/skeleton_final_v2/paper/paper-set2 (129).npy,8,8,./renders_paper/paper-set2 (129)/paper-set2 (129)_cam_00.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (129)_cam0.npy,./renders_paper/paper-set2 (129)/paper-set2 (129)_cam_01.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (129)_cam1.npy,./renders_paper/paper-set2 (129)/paper-set2 (129)_cam_02.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (129)_cam2.npy,./renders_paper/paper-set2 (129)/paper-set2 (129)_cam_03.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (129)_cam3.npy,./renders_paper/paper-set2 (129)/paper-set2 (129)_cam_04.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (129)_cam4.npy,./renders_paper/paper-set2 (129)/paper-set2 (129)_cam_05.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (129)_cam5.npy,./renders_paper/paper-set2 (129)/paper-set2 (129)_cam_06.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (129)_cam6.npy,./renders_paper/paper-set2 (129)/paper-set2 (129)_cam_07.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (129)_cam7.npy
