action,sample_id,split,image_path,skeleton_path,mphand_bbox_x1,mphand_bbox_y1,mphand_bbox_x2,mphand_bbox_y2
paper,paper (59),test,./data/raw/FullLabelled/paper/paper (59).jpg,./dataset/skeleton_final_v2/paper/paper (59).npy,0.0,0.0851002037525177,0.9495967626571655,0.8761997222900391
ok,ok (146),test,./data/raw/FullLabelled/ok/ok (146).jpg,./dataset/skeleton_final_v2/ok/ok (146).npy,0.18113572895526886,0.1301141083240509,0.6994367241859436,0.8193972110748291
ok,ok_8538,test,./data/raw/FullLabelled/ok/ok_8538.jpg,./dataset/skeleton_final_v2/ok/ok_8538.npy,0.1362282931804657,0.13786667585372925,0.9027039408683777,0.8774091005325317
rock,rock-set2 (166),test,./data/raw/FullLabelled/rock/rock-set2 (166).jpg,./dataset/skeleton_final_v2/rock/rock-set2 (166).npy,0.1598370373249054,0.12100058048963547,0.7897020578384399,0.7722995281219482
the-finger,the-finger-set2 (239),test,./data/raw/FullLabelled/the-finger/the-finger-set2 (239).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (239).npy,0.06289592385292053,0.027210772037506104,0.6790757179260254,0.8928729891777039
paper,paper-set2 (94),test,./data/raw/FullLabelled/paper/paper-set2 (94).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (94).npy,0.08358737826347351,0.11406451463699341,0.9268466234207153,0.9235415458679199
paper,paper-set2 (367),test,./data/raw/FullLabelled/paper/paper-set2 (367).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (367).npy,0.13360357284545898,0.1272667944431305,0.8700557351112366,0.9152882099151611
ok,ok_2917,test,./data/raw/FullLabelled/ok/ok_2917.jpg,./dataset/skeleton_final_v2/ok/ok_2917.npy,0.09074670076370239,0.08092346787452698,0.9369312524795532,0.965886652469635
scissors,scissors-set2 (361),test,./data/raw/FullLabelled/scissors/scissors-set2 (361).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (361).npy,0.10154479742050171,0.08114337921142578,0.762407124042511,0.9331868886947632
ok,ok_Set2_ (71),test,./data/raw/FullLabelled/ok/ok_Set2_ (71).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (71).npy,0.1759852170944214,0.09251466393470764,0.8203340768814087,0.7987016439437866
the-finger,the-finger-set2 (79),test,./data/raw/FullLabelled/the-finger/the-finger-set2 (79).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (79).npy,0.16298988461494446,0.05307048559188843,0.6966128349304199,0.8369800448417664
paper,paper_6531,test,./data/raw/FullLabelled/paper/paper_6531.jpg,./dataset/skeleton_final_v2/paper/paper_6531.npy,0.08398652076721191,0.05970841646194458,0.9650543928146362,0.9170876741409302
paper,paper-set2 (17),test,./data/raw/FullLabelled/paper/paper-set2 (17).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (17).npy,0.09176477789878845,0.14053410291671753,0.779125988483429,0.909552276134491
ok,ok_Set2_ (246),test,./data/raw/FullLabelled/ok/ok_Set2_ (246).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (246).npy,0.033429503440856934,0.11841478943824768,0.8278390765190125,0.7873588800430298
ok,ok_Set2_ (373),test,./data/raw/FullLabelled/ok/ok_Set2_ (373).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (373).npy,0.07055515050888062,0.12126532196998596,0.8385521173477173,0.9389162659645081
paper,paper_7960,test,./data/raw/FullLabelled/paper/paper_7960.jpg,./dataset/skeleton_final_v2/paper/paper_7960.npy,0.1568855345249176,0.10118573904037476,0.8753137588500977,0.9311412572860718
ok,ok_Set2_ (239),test,./data/raw/FullLabelled/ok/ok_Set2_ (239).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (239).npy,0.03356468677520752,0.11831909418106079,0.6678907871246338,0.8698712587356567
rock,rock-set2 (603),test,./data/raw/FullLabelled/rock/rock-set2 (603).jpg,./dataset/skeleton_final_v2/rock/rock-set2 (603).npy,0.12263771891593933,0.1286952793598175,0.7664656639099121,0.9484633207321167
ok,ok_Set2_ (487),test,./data/raw/FullLabelled/ok/ok_Set2_ (487).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (487).npy,0.08237695693969727,0.11837524175643921,0.8576606512069702,0.8650981187820435
ok,ok_Set2_ (395),test,./data/raw/FullLabelled/ok/ok_Set2_ (395).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (395).npy,0.09745371341705322,0.10972186923027039,0.7817738652229309,0.8623602390289307
rock,rock-set2 (54),test,./data/raw/FullLabelled/rock/rock-set2 (54).jpg,./dataset/skeleton_final_v2/rock/rock-set2 (54).npy,0.18662673234939575,0.1371489316225052,0.7311030030250549,0.7947695255279541
the-finger,the-finger_6059,test,./data/raw/FullLabelled/the-finger/the-finger_6059.jpg,./dataset/skeleton_final_v2/the-finger/the-finger_6059.npy,0.14530718326568604,0.09149441123008728,0.8382826447486877,0.9169386029243469
paper,paper_6342,test,./data/raw/FullLabelled/paper/paper_6342.jpg,./dataset/skeleton_final_v2/paper/paper_6342.npy,0.08735203742980957,0.09089139103889465,0.9423837661743164,0.900836706161499
the-finger,the-finger-set2 (102),test,./data/raw/FullLabelled/the-finger/the-finger-set2 (102).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (102).npy,0.15981349349021912,0.10567143559455872,0.8288077712059021,0.9406725168228149
scissors,scissors_5749,test,./data/raw/FullLabelled/scissors/scissors_5749.jpg,./dataset/skeleton_final_v2/scissors/scissors_5749.npy,0.12151789665222168,0.07364875078201294,0.9008874893188477,0.9242857694625854
scissors,scissors_6958,test,./data/raw/FullLabelled/scissors/scissors_6958.jpg,./dataset/skeleton_final_v2/scissors/scissors_6958.npy,0.12347298860549927,0.07850775122642517,0.8429468274116516,0.920086145401001
ok,ok (228),test,./data/raw/FullLabelled/ok/ok (228).jpg,./dataset/skeleton_final_v2/ok/ok (228).npy,0.042239755392074585,0.0971718430519104,0.8282597661018372,0.8965440392494202
ok,ok (66),test,./data/raw/FullLabelled/ok/ok (66).jpg,./dataset/skeleton_final_v2/ok/ok (66).npy,0.10980880260467529,0.08196571469306946,0.7795059680938721,0.894462525844574
paper,paper_1832,test,./data/raw/FullLabelled/paper/paper_1832.jpg,./dataset/skeleton_final_v2/paper/paper_1832.npy,0.0866277813911438,0.056432485580444336,0.9937194585800171,0.9290398359298706
ok,ok_Set2_ (65),test,./data/raw/FullLabelled/ok/ok_Set2_ (65).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (65).npy,0.22226868569850922,0.18122059106826782,0.7050448656082153,0.8166006207466125
ok,ok_1540,test,./data/raw/FullLabelled/ok/ok_1540.jpg,./dataset/skeleton_final_v2/ok/ok_1540.npy,0.08542078733444214,0.0822257399559021,0.8376805782318115,0.7704284191131592
scissors,scissors_6161,test,./data/raw/FullLabelled/scissors/scissors_6161.jpg,./dataset/skeleton_final_v2/scissors/scissors_6161.npy,0.13529366254806519,0.09514063596725464,0.9327436685562134,0.9550418257713318
scissors,scissors_1115,test,./data/raw/FullLabelled/scissors/scissors_1115.jpg,./dataset/skeleton_final_v2/scissors/scissors_1115.npy,0.2981559634208679,0.18582582473754883,0.6887117624282837,0.6686084866523743
scissors,scissors-set2 (399),test,./data/raw/FullLabelled/scissors/scissors-set2 (399).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (399).npy,0.13871638476848602,0.09091731905937195,0.7901840209960938,0.9290162324905396
paper,paper_2471,test,./data/raw/FullLabelled/paper/paper_2471.jpg,./dataset/skeleton_final_v2/paper/paper_2471.npy,0.050792574882507324,0.06550058722496033,0.9217779636383057,0.9543242454528809
ok,ok (241),test,./data/raw/FullLabelled/ok/ok (241).jpg,./dataset/skeleton_final_v2/ok/ok (241).npy,0.13361871242523193,0.15607279539108276,0.7652799487113953,0.8253735303878784
paper,paper (122),test,./data/raw/FullLabelled/paper/paper (122).jpg,./dataset/skeleton_final_v2/paper/paper (122).npy,0.04286158084869385,0.05656823515892029,0.7956476211547852,0.8856654167175293
rock,rock-set2 (363),test,./data/raw/FullLabelled/rock/rock-set2 (363).jpg,./dataset/skeleton_final_v2/rock/rock-set2 (363).npy,0.246364027261734,0.11080782115459442,0.7797754406929016,0.7968454360961914
paper,paper-set2 (382),test,./data/raw/FullLabelled/paper/paper-set2 (382).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (382).npy,0.05662721395492554,0.11812594532966614,0.8367806673049927,0.8332254886627197
paper,paper-set2 (259),test,./data/raw/FullLabelled/paper/paper-set2 (259).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (259).npy,0.18330013751983643,0.05902135372161865,0.8972166776657104,0.8944046497344971
ok,ok_Set2_ (247),test,./data/raw/FullLabelled/ok/ok_Set2_ (247).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (247).npy,0.05190253257751465,0.10743814706802368,0.8182715177536011,0.8303247690200806
ok,ok_5958,test,./data/raw/FullLabelled/ok/ok_5958.jpg,./dataset/skeleton_final_v2/ok/ok_5958.npy,0.07571828365325928,0.055209219455718994,0.9621301889419556,0.915339469909668
the-finger,the-finger-set2 (352),test,./data/raw/FullLabelled/the-finger/the-finger-set2 (352).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (352).npy,0.08210068941116333,0.05396124720573425,0.8050575256347656,0.8941699266433716
ok,ok_5530,test,./data/raw/FullLabelled/ok/ok_5530.jpg,./dataset/skeleton_final_v2/ok/ok_5530.npy,0.19989505410194397,0.07540503144264221,0.890371561050415,0.8391919732093811
scissors,scissors-set2 (189),test,./data/raw/FullLabelled/scissors/scissors-set2 (189).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (189).npy,0.14819344878196716,0.09136766195297241,0.755370020866394,0.8812688589096069
ok,ok_6402,test,./data/raw/FullLabelled/ok/ok_6402.jpg,./dataset/skeleton_final_v2/ok/ok_6402.npy,0.08782953023910522,0.06952953338623047,0.8919335007667542,0.9512072801589966
scissors,scissors-set2 (270),test,./data/raw/FullLabelled/scissors/scissors-set2 (270).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (270).npy,0.10088801383972168,0.06955817341804504,0.7190873026847839,0.9396477937698364
ok,ok_Set2_ (63),test,./data/raw/FullLabelled/ok/ok_Set2_ (63).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (63).npy,0.21920466423034668,0.1773562729358673,0.7050875425338745,0.8725545406341553
ok,ok_6191,test,./data/raw/FullLabelled/ok/ok_6191.jpg,./dataset/skeleton_final_v2/ok/ok_6191.npy,0.1015332043170929,0.08123117685317993,0.9347733855247498,0.8835440874099731
ok,ok (32),test,./data/raw/FullLabelled/ok/ok (32).jpg,./dataset/skeleton_final_v2/ok/ok (32).npy,0.1846250295639038,0.08783388137817383,0.8177317380905151,0.8718918561935425
rock,rock_2,test,./data/raw/FullLabelled/rock/rock_2.jpg,./dataset/skeleton_final_v2/rock/rock_2.npy,0.0,0.4277609586715698,0.24236124753952026,0.6223365068435669
scissors,scissors_3847,test,./data/raw/FullLabelled/scissors/scissors_3847.jpg,./dataset/skeleton_final_v2/scissors/scissors_3847.npy,0.14511311054229736,0.07001405954360962,0.8188501596450806,0.9428863525390625
rock,rock-set2 (43),test,./data/raw/FullLabelled/rock/rock-set2 (43).jpg,./dataset/skeleton_final_v2/rock/rock-set2 (43).npy,0.17140308022499084,0.12572330236434937,0.7301156520843506,0.8080520033836365
scissors,scissors-set2 (325),test,./data/raw/FullLabelled/scissors/scissors-set2 (325).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (325).npy,0.10164052248001099,0.05923277139663696,0.6573667526245117,0.9213745594024658
ok,ok_Set2_ (454),test,./data/raw/FullLabelled/ok/ok_Set2_ (454).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (454).npy,0.1315535604953766,0.12147533893585205,0.7680833339691162,0.7950282096862793
the-finger,the-finger-set2 (133),test,./data/raw/FullLabelled/the-finger/the-finger-set2 (133).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (133).npy,0.17512595653533936,0.14036235213279724,0.8345192670822144,0.9373042583465576
ok,ok_5542,test,./data/raw/FullLabelled/ok/ok_5542.jpg,./dataset/skeleton_final_v2/ok/ok_5542.npy,0.1619795709848404,0.07609498500823975,0.8723286390304565,0.8970338106155396
paper,paper_1051,test,./data/raw/FullLabelled/paper/paper_1051.jpg,./dataset/skeleton_final_v2/paper/paper_1051.npy,0.09974157810211182,0.1838926374912262,0.963760256767273,0.9146085977554321
paper,paper (117),test,./data/raw/FullLabelled/paper/paper (117).jpg,./dataset/skeleton_final_v2/paper/paper (117).npy,0.0338401198387146,0.13159087300300598,0.8538702726364136,0.9231176376342773
scissors,scissors-set2 (512),test,./data/raw/FullLabelled/scissors/scissors-set2 (512).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (512).npy,0.12431228160858154,0.09916207194328308,0.8144305944442749,0.9267300367355347
ok,ok_Set2_ (532),test,./data/raw/FullLabelled/ok/ok_Set2_ (532).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (532).npy,0.11203652620315552,0.09005308151245117,0.7870524525642395,0.8905973434448242
ok,ok_Set2_ (81),test,./data/raw/FullLabelled/ok/ok_Set2_ (81).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (81).npy,0.0,0.056555867195129395,0.7576721906661987,0.8428835868835449
paper,paper_5160,test,./data/raw/FullLabelled/paper/paper_5160.jpg,./dataset/skeleton_final_v2/paper/paper_5160.npy,0.08752891421318054,0.0825018584728241,0.9269866943359375,0.9181958436965942
scissors,scissors-set2 (702),test,./data/raw/FullLabelled/scissors/scissors-set2 (702).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (702).npy,0.13218292593955994,0.15358537435531616,0.7986425161361694,0.8816390037536621
rock,rock-set2 (216),test,./data/raw/FullLabelled/rock/rock-set2 (216).jpg,./dataset/skeleton_final_v2/rock/rock-set2 (216).npy,0.04193112254142761,0.010745599865913391,0.6976194381713867,0.8788500428199768
paper,paper_4600,test,./data/raw/FullLabelled/paper/paper_4600.jpg,./dataset/skeleton_final_v2/paper/paper_4600.npy,0.10642123222351074,0.1003255844116211,0.9321649074554443,0.9658448696136475
ok,ok (2),test,./data/raw/FullLabelled/ok/ok (2).jpg,./dataset/skeleton_final_v2/ok/ok (2).npy,0.22014307975769043,0.06969654560089111,0.834334135055542,0.8789691925048828
scissors,scissors (358),test,./data/raw/FullLabelled/scissors/scissors (358).jpg,./dataset/skeleton_final_v2/scissors/scissors (358).npy,0.1509142816066742,0.0894021987915039,0.7218735814094543,0.8439790606498718
scissors,scissors (374),test,./data/raw/FullLabelled/scissors/scissors (374).jpg,./dataset/skeleton_final_v2/scissors/scissors (374).npy,0.1559775471687317,0.06874904036521912,0.7626346349716187,0.9123795032501221
ok,ok_Set2_ (122),test,./data/raw/FullLabelled/ok/ok_Set2_ (122).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (122).npy,0.0,0.1460942029953003,0.6639692783355713,0.6896626949310303
ok,ok_Set2_ (14),test,./data/raw/FullLabelled/ok/ok_Set2_ (14).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (14).npy,0.24338504672050476,0.09336709976196289,0.8072124123573303,0.7432361841201782
scissors,scissors (480),test,./data/raw/FullLabelled/scissors/scissors (480).jpg,./dataset/skeleton_final_v2/scissors/scissors (480).npy,0.10684198141098022,0.07601755857467651,0.7938258647918701,0.9374876022338867
scissors,scissors-set2 (294),test,./data/raw/FullLabelled/scissors/scissors-set2 (294).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (294).npy,0.14066395163536072,0.10100391507148743,0.8700885772705078,0.8832802772521973
scissors,scissors_6725,test,./data/raw/FullLabelled/scissors/scissors_6725.jpg,./dataset/skeleton_final_v2/scissors/scissors_6725.npy,0.10173952579498291,0.07113391160964966,0.9099915623664856,0.8711799383163452
rock,rock_3583,test,./data/raw/FullLabelled/rock/rock_3583.jpg,./dataset/skeleton_final_v2/rock/rock_3583.npy,0.08836395293474197,0.24431049823760986,0.5226389169692993,0.788972020149231
scissors,scissors-set2 (681),test,./data/raw/FullLabelled/scissors/scissors-set2 (681).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (681).npy,0.13398796319961548,0.10376366972923279,0.7743788361549377,0.8865560293197632
scissors,scissors-set2 (7),test,./data/raw/FullLabelled/scissors/scissors-set2 (7).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (7).npy,0.0947866439819336,0.14370444416999817,0.7273827791213989,0.853280782699585
the-finger,the-finger-set2 (342),test,./data/raw/FullLabelled/the-finger/the-finger-set2 (342).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (342).npy,0.10104498267173767,0.11084216833114624,0.7833534479141235,0.9108730554580688
paper,paper_6533,test,./data/raw/FullLabelled/paper/paper_6533.jpg,./dataset/skeleton_final_v2/paper/paper_6533.npy,0.09303629398345947,0.057774513959884644,0.9684381484985352,0.9295259714126587
the-finger,the-finger-set2 (201),test,./data/raw/FullLabelled/the-finger/the-finger-set2 (201).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (201).npy,0.1797718107700348,0.12489959597587585,0.7096869349479675,0.8339667320251465
the-finger,the-finger-set2 (354),test,./data/raw/FullLabelled/the-finger/the-finger-set2 (354).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (354).npy,0.14134594798088074,0.0304701030254364,0.7331944108009338,0.8866011500358582
paper,paper_1462,test,./data/raw/FullLabelled/paper/paper_1462.jpg,./dataset/skeleton_final_v2/paper/paper_1462.npy,0.07561498880386353,0.06795758008956909,0.9349620342254639,0.9084873199462891
scissors,scissors_5190,test,./data/raw/FullLabelled/scissors/scissors_5190.jpg,./dataset/skeleton_final_v2/scissors/scissors_5190.npy,0.13177070021629333,0.07410362362861633,0.8355580568313599,0.9636837244033813
the-finger,the-finger-set2 (108),test,./data/raw/FullLabelled/the-finger/the-finger-set2 (108).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (108).npy,0.19094446301460266,0.22678828239440918,0.7357679009437561,0.7856752872467041
ok,ok_3981,test,./data/raw/FullLabelled/ok/ok_3981.jpg,./dataset/skeleton_final_v2/ok/ok_3981.npy,0.09063822031021118,0.09468778967857361,0.9478039741516113,0.9398207664489746
scissors,scissors (61),test,./data/raw/FullLabelled/scissors/scissors (61).jpg,./dataset/skeleton_final_v2/scissors/scissors (61).npy,0.16238358616828918,0.04803574085235596,0.8483649492263794,0.934909462928772
the-finger,the-finger-set2 (246),test,./data/raw/FullLabelled/the-finger/the-finger-set2 (246).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (246).npy,0.1299368441104889,0.07506328821182251,0.7056794166564941,0.8682171106338501
the-finger,the-finger-set2 (155),test,./data/raw/FullLabelled/the-finger/the-finger-set2 (155).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (155).npy,0.22479408979415894,0.18549785017967224,0.8014246225357056,0.881354808807373
ok,ok_7000,test,./data/raw/FullLabelled/ok/ok_7000.jpg,./dataset/skeleton_final_v2/ok/ok_7000.npy,0.06543150544166565,0.08028781414031982,0.9528175592422485,0.9381181597709656
paper,paper-set2 (158),test,./data/raw/FullLabelled/paper/paper-set2 (158).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (158).npy,0.03924199938774109,0.10966038703918457,0.8547719120979309,0.8786354064941406
scissors,scissors-set2 (249),test,./data/raw/FullLabelled/scissors/scissors-set2 (249).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (249).npy,0.15583664178848267,0.05697605013847351,0.9034329652786255,0.9166114926338196
ok,ok (160),test,./data/raw/FullLabelled/ok/ok (160).jpg,./dataset/skeleton_final_v2/ok/ok (160).npy,0.090166836977005,0.13128966093063354,0.764985203742981,0.8995317220687866
paper,paper-set2 (437),test,./data/raw/FullLabelled/paper/paper-set2 (437).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (437).npy,0.07547152042388916,0.0,0.8570410013198853,1.0
the-finger,the-finger (1),test,./data/raw/FullLabelled/the-finger/the-finger (1).jpg,./dataset/skeleton_final_v2/the-finger/the-finger (1).npy,0.16586294770240784,0.06613525748252869,0.6525447368621826,0.8754287362098694
scissors,scissors-set2 (596),test,./data/raw/FullLabelled/scissors/scissors-set2 (596).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (596).npy,0.11848971247673035,0.02056068181991577,0.7311604022979736,0.8143696784973145
ok,ok (104),test,./data/raw/FullLabelled/ok/ok (104).jpg,./dataset/skeleton_final_v2/ok/ok (104).npy,0.12986904382705688,0.11705553531646729,0.7291040420532227,0.7929983139038086
scissors,scissors-set2 (392),test,./data/raw/FullLabelled/scissors/scissors-set2 (392).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (392).npy,0.23380303382873535,0.09390279650688171,0.721377432346344,0.9062590003013611
paper,paper_3695,test,./data/raw/FullLabelled/paper/paper_3695.jpg,./dataset/skeleton_final_v2/paper/paper_3695.npy,0.096341073513031,0.081438809633255,0.9462065100669861,0.9366620779037476
paper,paper-set2 (440),test,./data/raw/FullLabelled/paper/paper-set2 (440).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (440).npy,0.11167460680007935,0.0007447898387908936,0.8136197328567505,0.9283713102340698
the-finger,the-finger_3507,test,./data/raw/FullLabelled/the-finger/the-finger_3507.jpg,./dataset/skeleton_final_v2/the-finger/the-finger_3507.npy,0.1261005997657776,0.058357954025268555,0.8952434062957764,0.8692415356636047
paper,paper_9150,test,./data/raw/FullLabelled/paper/paper_9150.jpg,./dataset/skeleton_final_v2/paper/paper_9150.npy,0.10270541906356812,0.11766698956489563,0.94315505027771,0.9485925436019897
ok,ok_Set2_ (347),test,./data/raw/FullLabelled/ok/ok_Set2_ (347).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (347).npy,0.1104169487953186,0.039025962352752686,0.878243088722229,0.9330835342407227
scissors,scissors-set2 (209),test,./data/raw/FullLabelled/scissors/scissors-set2 (209).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (209).npy,0.12220707535743713,0.08073794841766357,0.6752660870552063,0.8684431314468384
scissors,scissors_434,test,./data/raw/FullLabelled/scissors/scissors_434.jpg,./dataset/skeleton_final_v2/scissors/scissors_434.npy,0.24155476689338684,0.11697834730148315,0.831298828125,0.8377722501754761
the-finger,the-finger-set2 (364),test,./data/raw/FullLabelled/the-finger/the-finger-set2 (364).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (364).npy,0.17562741041183472,0.09073945879936218,0.6824421882629395,0.9301035404205322
paper,paper-set2 (20),test,./data/raw/FullLabelled/paper/paper-set2 (20).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (20).npy,0.1220853328704834,0.09745714068412781,0.7915667295455933,0.9350026845932007
the-finger,the-finger-set2 (229),test,./data/raw/FullLabelled/the-finger/the-finger-set2 (229).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (229).npy,0.17192335426807404,0.13232338428497314,0.6917827725410461,0.8992172479629517
the-finger,the-finger_3466,test,./data/raw/FullLabelled/the-finger/the-finger_3466.jpg,./dataset/skeleton_final_v2/the-finger/the-finger_3466.npy,0.15557819604873657,0.07521358132362366,0.880130410194397,0.8912140130996704
scissors,scissors-set2 (311),test,./data/raw/FullLabelled/scissors/scissors-set2 (311).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (311).npy,0.1364712417125702,0.0,0.8696928024291992,0.9459836483001709
paper,paper (29),test,./data/raw/FullLabelled/paper/paper (29).jpg,./dataset/skeleton_final_v2/paper/paper (29).npy,0.12436550855636597,0.07469683885574341,0.8396124839782715,0.9131638407707214
ok,ok_Set2_ (397),test,./data/raw/FullLabelled/ok/ok_Set2_ (397).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (397).npy,0.09166857600212097,0.11788958311080933,0.7874593734741211,0.8642411231994629
paper,paper-set2 (394),test,./data/raw/FullLabelled/paper/paper-set2 (394).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (394).npy,0.09964203834533691,0.11225530505180359,0.7806328535079956,0.8472962379455566
scissors,scissors_4615,test,./data/raw/FullLabelled/scissors/scissors_4615.jpg,./dataset/skeleton_final_v2/scissors/scissors_4615.npy,0.12335196137428284,0.06383118033409119,0.8089630007743835,0.9130478501319885
ok,ok_Set2_ (241),test,./data/raw/FullLabelled/ok/ok_Set2_ (241).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (241).npy,0.03466913104057312,0.13874885439872742,0.6838698387145996,0.8850431442260742
ok,ok_Set2_ (413),test,./data/raw/FullLabelled/ok/ok_Set2_ (413).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (413).npy,0.12414270639419556,0.09321287274360657,0.7418481111526489,0.7985522150993347
paper,paper_382,test,./data/raw/FullLabelled/paper/paper_382.jpg,./dataset/skeleton_final_v2/paper/paper_382.npy,0.04219818115234375,0.058325111865997314,0.9315646886825562,0.8354285359382629
paper,paper_7577,test,./data/raw/FullLabelled/paper/paper_7577.jpg,./dataset/skeleton_final_v2/paper/paper_7577.npy,0.07473152875900269,0.10299935936927795,0.8876960277557373,0.8986262083053589
paper,paper-set2 (169),test,./data/raw/FullLabelled/paper/paper-set2 (169).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (169).npy,0.055615246295928955,0.11052525043487549,0.8203840255737305,0.8290747404098511
ok,ok_Set2_ (167),test,./data/raw/FullLabelled/ok/ok_Set2_ (167).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (167).npy,0.1755203902721405,0.1035599410533905,0.7027040719985962,0.8480258584022522
scissors,scissors-set2 (739),test,./data/raw/FullLabelled/scissors/scissors-set2 (739).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (739).npy,0.15328922867774963,0.071155846118927,0.8245348930358887,0.90999436378479
paper,paper (210),test,./data/raw/FullLabelled/paper/paper (210).jpg,./dataset/skeleton_final_v2/paper/paper (210).npy,0.10670813918113708,0.09416687488555908,0.8255904912948608,0.942183256149292
scissors,scissors_1885,test,./data/raw/FullLabelled/scissors/scissors_1885.jpg,./dataset/skeleton_final_v2/scissors/scissors_1885.npy,0.2718363404273987,0.06403201818466187,0.8871963024139404,0.8610881567001343
scissors,scissors (8),test,./data/raw/FullLabelled/scissors/scissors (8).jpg,./dataset/skeleton_final_v2/scissors/scissors (8).npy,0.14186209440231323,0.1311805546283722,0.7760858535766602,0.9120688438415527
paper,paper-set2 (469),test,./data/raw/FullLabelled/paper/paper-set2 (469).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (469).npy,0.10685190558433533,0.06798854470252991,0.8172041773796082,0.9308444261550903
the-finger,the-finger_7264,test,./data/raw/FullLabelled/the-finger/the-finger_7264.jpg,./dataset/skeleton_final_v2/the-finger/the-finger_7264.npy,0.11776566505432129,0.05756533145904541,0.8681804537773132,0.939071536064148
paper,paper-set2 (450),test,./data/raw/FullLabelled/paper/paper-set2 (450).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (450).npy,0.10949191451072693,0.07629591226577759,0.733264684677124,0.8728145956993103
ok,ok (123),test,./data/raw/FullLabelled/ok/ok (123).jpg,./dataset/skeleton_final_v2/ok/ok (123).npy,0.12000927329063416,0.0676887035369873,0.6743814945220947,0.8625698685646057
paper,paper_3771,test,./data/raw/FullLabelled/paper/paper_3771.jpg,./dataset/skeleton_final_v2/paper/paper_3771.npy,0.09201347827911377,0.06503447890281677,0.8937640190124512,0.9069918394088745
paper,paper-set2 (304),test,./data/raw/FullLabelled/paper/paper-set2 (304).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (304).npy,0.0027358829975128174,0.0982581079006195,0.9017785787582397,0.893197774887085
