action,source_action,sample_id,split,raw_path,refined_path
thumb,thumbdown,thumbdown_7800,train,./dataset/skeleton_final_v2/thumbdown/thumbdown_7800.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown_7800.npy
scissors,scissors,scissors-set2 (496),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (496).npy,./batch_scissors/fitted/scissors-set2 (496).npy
paper,paper,paper_7599,train,./dataset/skeleton_final_v2/paper/paper_7599.npy,./batch_paper/fitted/paper_7599.npy
paper,paper,paper_8772,train,./dataset/skeleton_final_v2/paper/paper_8772.npy,./batch_paper/fitted/paper_8772.npy
the-finger,the-finger,the-finger-set2 (399),train,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (399).npy,./batch_thefinger/fitted/the-finger-set2 (399).npy
thumb,thumbdown,thumbdown (17),train,./dataset/skeleton_final_v2/thumbdown/thumbdown (17).npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown (17).npy
thumb,thumbup,thumbup_7209,train,./dataset/skeleton_final_v2/thumbup/thumbup_7209.npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/thumbup_7209.npy
ok,ok,ok_2799,train,./dataset/skeleton_final_v2/ok/ok_2799.npy,./batch_ok/fitted/ok_2799.npy
thumb,thumbdown,thumbdown_8238,train,./dataset/skeleton_final_v2/thumbdown/thumbdown_8238.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown_8238.npy
thumb,thumbup,thumbup (70),train,./dataset/skeleton_final_v2/thumbup/thumbup (70).npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/thumbup (70).npy
scissors,scissors,scissors-set2 (262),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (262).npy,./batch_scissors/fitted/scissors-set2 (262).npy
ok,ok,ok_2021,train,./dataset/skeleton_final_v2/ok/ok_2021.npy,./batch_ok/fitted/ok_2021.npy
thumb,thumbdown,thumbdown_4438,train,./dataset/skeleton_final_v2/thumbdown/thumbdown_4438.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown_4438.npy
scissors,scissors,scissors_1873,train,./dataset/skeleton_final_v2/scissors/scissors_1873.npy,./batch_scissors/fitted/scissors_1873.npy
the-finger,the-finger,the-finger_1361,train,./dataset/skeleton_final_v2/the-finger/the-finger_1361.npy,./batch_thefinger/fitted/the-finger_1361.npy
ok,ok,ok_4868,train,./dataset/skeleton_final_v2/ok/ok_4868.npy,./batch_ok/fitted/ok_4868.npy
paper,paper,paper-set2 (432),train,./dataset/skeleton_final_v2/paper/paper-set2 (432).npy,./batch_paper/fitted/paper-set2 (432).npy
rock,rock,rock-set2 (53),train,./dataset/skeleton_final_v2/rock/rock-set2 (53).npy,./batch_rock/fitted/rock-set2 (53).npy
thumb,thumbup,thumbup (306),train,./dataset/skeleton_final_v2/thumbup/thumbup (306).npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/thumbup (306).npy
thumb,thumbup,thumbup_7718,train,./dataset/skeleton_final_v2/thumbup/thumbup_7718.npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/thumbup_7718.npy
thumb,thumbup,thumbup (436),train,./dataset/skeleton_final_v2/thumbup/thumbup (436).npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/thumbup (436).npy
thumb,thumbup,thumbup_1255,train,./dataset/skeleton_final_v2/thumbup/thumbup_1255.npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/thumbup_1255.npy
scissors,scissors,scissors-set2 (122),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (122).npy,./batch_scissors/fitted/scissors-set2 (122).npy
paper,paper,paper-set2 (420),train,./dataset/skeleton_final_v2/paper/paper-set2 (420).npy,./batch_paper/fitted/paper-set2 (420).npy
scissors,scissors,scissors-set2 (293),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (293).npy,./batch_scissors/fitted/scissors-set2 (293).npy
the-finger,the-finger,the-finger (36),train,./dataset/skeleton_final_v2/the-finger/the-finger (36).npy,./batch_thefinger/fitted/the-finger (36).npy
thumb,thumbdown,hand-10-595,train,./dataset/skeleton_final_v2/thumbdown/hand-10-595.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/hand-10-595.npy
thumb,thumbdown,thumbdown_9358,train,./dataset/skeleton_final_v2/thumbdown/thumbdown_9358.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown_9358.npy
ok,ok,ok_2865,train,./dataset/skeleton_final_v2/ok/ok_2865.npy,./batch_ok/fitted/ok_2865.npy
ok,ok,ok_5946,train,./dataset/skeleton_final_v2/ok/ok_5946.npy,./batch_ok/fitted/ok_5946.npy
scissors,scissors,scissors (231),train,./dataset/skeleton_final_v2/scissors/scissors (231).npy,./batch_scissors/fitted/scissors (231).npy
thumb,thumbup,thumbup (379),train,./dataset/skeleton_final_v2/thumbup/thumbup (379).npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/thumbup (379).npy
scissors,scissors,scissors-set2 (17),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (17).npy,./batch_scissors/fitted/scissors-set2 (17).npy
scissors,scissors,scissors-set2 (356),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (356).npy,./batch_scissors/fitted/scissors-set2 (356).npy
thumb,thumbdown,thumbdown (239),train,./dataset/skeleton_final_v2/thumbdown/thumbdown (239).npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown (239).npy
the-finger,the-finger,the-finger (40),train,./dataset/skeleton_final_v2/the-finger/the-finger (40).npy,./batch_thefinger/fitted/the-finger (40).npy
paper,paper,paper-set2 (37),train,./dataset/skeleton_final_v2/paper/paper-set2 (37).npy,./batch_paper/fitted/paper-set2 (37).npy
paper,paper,paper-set2 (3),train,./dataset/skeleton_final_v2/paper/paper-set2 (3).npy,./batch_paper/fitted/paper-set2 (3).npy
paper,paper,paper-set2 (159),train,./dataset/skeleton_final_v2/paper/paper-set2 (159).npy,./batch_paper/fitted/paper-set2 (159).npy
thumb,thumbup,thumbup (313),train,./dataset/skeleton_final_v2/thumbup/thumbup (313).npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/thumbup (313).npy
scissors,scissors,scissors-set2 (467),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (467).npy,./batch_scissors/fitted/scissors-set2 (467).npy
rock,rock,rock-set2 (524),train,./dataset/skeleton_final_v2/rock/rock-set2 (524).npy,./batch_rock/fitted/rock-set2 (524).npy
thumb,thumbup,thumbup (219),train,./dataset/skeleton_final_v2/thumbup/thumbup (219).npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/thumbup (219).npy
scissors,scissors,scissors_48,train,./dataset/skeleton_final_v2/scissors/scissors_48.npy,./batch_scissors/fitted/scissors_48.npy
thumb,thumbup,hand-10-2170,train,./dataset/skeleton_final_v2/thumbup/hand-10-2170.npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/hand-10-2170.npy
thumb,thumbdown,hand-9-1965,train,./dataset/skeleton_final_v2/thumbdown/hand-9-1965.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/hand-9-1965.npy
rock,rock,rock-set2 (217),train,./dataset/skeleton_final_v2/rock/rock-set2 (217).npy,./batch_rock/fitted/rock-set2 (217).npy
paper,paper,paper_29,train,./dataset/skeleton_final_v2/paper/paper_29.npy,./batch_paper/fitted/paper_29.npy
scissors,scissors,scissors-set2 (721),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (721).npy,./batch_scissors/fitted/scissors-set2 (721).npy
scissors,scissors,scissors-set2 (531),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (531).npy,./batch_scissors/fitted/scissors-set2 (531).npy
thumb,thumbdown,thumbdown_3409,train,./dataset/skeleton_final_v2/thumbdown/thumbdown_3409.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown_3409.npy
thumb,thumbup,hand-10-445,train,./dataset/skeleton_final_v2/thumbup/hand-10-445.npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/hand-10-445.npy
paper,paper,paper_8756,train,./dataset/skeleton_final_v2/paper/paper_8756.npy,./batch_paper/fitted/paper_8756.npy
thumb,thumbdown,hand-12-1270,train,./dataset/skeleton_final_v2/thumbdown/hand-12-1270.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/hand-12-1270.npy
ok,ok,ok_Set2_ (435),train,./dataset/skeleton_final_v2/ok/ok_Set2_ (435).npy,./batch_ok/fitted/ok_Set2_ (435).npy
thumb,thumbup,hand-10-10,train,./dataset/skeleton_final_v2/thumbup/hand-10-10.npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/hand-10-10.npy
paper,paper,paper (127),train,./dataset/skeleton_final_v2/paper/paper (127).npy,./batch_paper/fitted/paper (127).npy
the-finger,the-finger,the-finger_6659,train,./dataset/skeleton_final_v2/the-finger/the-finger_6659.npy,./batch_thefinger/fitted/the-finger_6659.npy
scissors,scissors,scissors (103),train,./dataset/skeleton_final_v2/scissors/scissors (103).npy,./batch_scissors/fitted/scissors (103).npy
scissors,scissors,scissors-set2 (672),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (672).npy,./batch_scissors/fitted/scissors-set2 (672).npy
paper,paper,paper_6127,train,./dataset/skeleton_final_v2/paper/paper_6127.npy,./batch_paper/fitted/paper_6127.npy
ok,ok,ok_6581,train,./dataset/skeleton_final_v2/ok/ok_6581.npy,./batch_ok/fitted/ok_6581.npy
scissors,scissors,scissors-set2 (617),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (617).npy,./batch_scissors/fitted/scissors-set2 (617).npy
thumb,thumbup,thumbup_6792,train,./dataset/skeleton_final_v2/thumbup/thumbup_6792.npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/thumbup_6792.npy
ok,ok,ok_Set2_ (391),train,./dataset/skeleton_final_v2/ok/ok_Set2_ (391).npy,./batch_ok/fitted/ok_Set2_ (391).npy
ok,ok,ok_Set2_ (534),train,./dataset/skeleton_final_v2/ok/ok_Set2_ (534).npy,./batch_ok/fitted/ok_Set2_ (534).npy
ok,ok,ok (168),train,./dataset/skeleton_final_v2/ok/ok (168).npy,./batch_ok/fitted/ok (168).npy
thumb,thumbup,thumbup (278),train,./dataset/skeleton_final_v2/thumbup/thumbup (278).npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/thumbup (278).npy
rock,rock,rock-set2 (533),train,./dataset/skeleton_final_v2/rock/rock-set2 (533).npy,./batch_rock/fitted/rock-set2 (533).npy
paper,paper,paper_22,train,./dataset/skeleton_final_v2/paper/paper_22.npy,./batch_paper/fitted/paper_22.npy
ok,ok,ok_Set2_ (484),train,./dataset/skeleton_final_v2/ok/ok_Set2_ (484).npy,./batch_ok/fitted/ok_Set2_ (484).npy
scissors,scissors,scissors-set2 (648),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (648).npy,./batch_scissors/fitted/scissors-set2 (648).npy
thumb,thumbup,thumbup (302),train,./dataset/skeleton_final_v2/thumbup/thumbup (302).npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/thumbup (302).npy
paper,paper,paper_5478,train,./dataset/skeleton_final_v2/paper/paper_5478.npy,./batch_paper/fitted/paper_5478.npy
rock,rock,rock-set2 (447),train,./dataset/skeleton_final_v2/rock/rock-set2 (447).npy,./batch_rock/fitted/rock-set2 (447).npy
ok,ok,ok_1568,train,./dataset/skeleton_final_v2/ok/ok_1568.npy,./batch_ok/fitted/ok_1568.npy
scissors,scissors,scissors-set2 (661),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (661).npy,./batch_scissors/fitted/scissors-set2 (661).npy
thumb,thumbup,thumbup (330),train,./dataset/skeleton_final_v2/thumbup/thumbup (330).npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/thumbup (330).npy
the-finger,the-finger,the-finger_7814,train,./dataset/skeleton_final_v2/the-finger/the-finger_7814.npy,./batch_thefinger/fitted/the-finger_7814.npy
rock,rock,rock-set2 (63),train,./dataset/skeleton_final_v2/rock/rock-set2 (63).npy,./batch_rock/fitted/rock-set2 (63).npy
the-finger,the-finger,the-finger_3516,train,./dataset/skeleton_final_v2/the-finger/the-finger_3516.npy,./batch_thefinger/fitted/the-finger_3516.npy
ok,ok,ok_5948,train,./dataset/skeleton_final_v2/ok/ok_5948.npy,./batch_ok/fitted/ok_5948.npy
thumb,thumbdown,thumbdown_5815,train,./dataset/skeleton_final_v2/thumbdown/thumbdown_5815.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown_5815.npy
thumb,thumbup,thumbup (252),train,./dataset/skeleton_final_v2/thumbup/thumbup (252).npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/thumbup (252).npy
thumb,thumbdown,thumbdown_3215,train,./dataset/skeleton_final_v2/thumbdown/thumbdown_3215.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown_3215.npy
thumb,thumbup,hand-10-2570,train,./dataset/skeleton_final_v2/thumbup/hand-10-2570.npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/hand-10-2570.npy
scissors,scissors,scissors_6373,train,./dataset/skeleton_final_v2/scissors/scissors_6373.npy,./batch_scissors/fitted/scissors_6373.npy
paper,paper,paper-set2 (166),train,./dataset/skeleton_final_v2/paper/paper-set2 (166).npy,./batch_paper/fitted/paper-set2 (166).npy
thumb,thumbup,hand-11-540,train,./dataset/skeleton_final_v2/thumbup/hand-11-540.npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/hand-11-540.npy
scissors,scissors,scissors_6357,train,./dataset/skeleton_final_v2/scissors/scissors_6357.npy,./batch_scissors/fitted/scissors_6357.npy
thumb,thumbup,hand-9-1715,train,./dataset/skeleton_final_v2/thumbup/hand-9-1715.npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/hand-9-1715.npy
the-finger,the-finger,the-finger_7268,train,./dataset/skeleton_final_v2/the-finger/the-finger_7268.npy,./batch_thefinger/fitted/the-finger_7268.npy
scissors,scissors,scissors (414),train,./dataset/skeleton_final_v2/scissors/scissors (414).npy,./batch_scissors/fitted/scissors (414).npy
thumb,thumbdown,thumbdown (168),train,./dataset/skeleton_final_v2/thumbdown/thumbdown (168).npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown (168).npy
thumb,thumbup,thumbup (216),train,./dataset/skeleton_final_v2/thumbup/thumbup (216).npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/thumbup (216).npy
thumb,thumbdown,thumbdown (137),train,./dataset/skeleton_final_v2/thumbdown/thumbdown (137).npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown (137).npy
ok,ok,ok_Set2_ (419),train,./dataset/skeleton_final_v2/ok/ok_Set2_ (419).npy,./batch_ok/fitted/ok_Set2_ (419).npy
thumb,thumbdown,hand-9-1940,train,./dataset/skeleton_final_v2/thumbdown/hand-9-1940.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/hand-9-1940.npy
scissors,scissors,scissors (284),train,./dataset/skeleton_final_v2/scissors/scissors (284).npy,./batch_scissors/fitted/scissors (284).npy
paper,paper,paper_3815,train,./dataset/skeleton_final_v2/paper/paper_3815.npy,./batch_paper/fitted/paper_3815.npy
thumb,thumbup,hand-7-1365,train,./dataset/skeleton_final_v2/thumbup/hand-7-1365.npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/hand-7-1365.npy
ok,ok,ok_7387,train,./dataset/skeleton_final_v2/ok/ok_7387.npy,./batch_ok/fitted/ok_7387.npy
scissors,scissors,scissors (322),train,./dataset/skeleton_final_v2/scissors/scissors (322).npy,./batch_scissors/fitted/scissors (322).npy
paper,paper,paper-set2 (248),train,./dataset/skeleton_final_v2/paper/paper-set2 (248).npy,./batch_paper/fitted/paper-set2 (248).npy
rock,rock,rock-set2 (359),train,./dataset/skeleton_final_v2/rock/rock-set2 (359).npy,./batch_rock/fitted/rock-set2 (359).npy
scissors,scissors,scissors-set2 (720),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (720).npy,./batch_scissors/fitted/scissors-set2 (720).npy
paper,paper,paper_6929,train,./dataset/skeleton_final_v2/paper/paper_6929.npy,./batch_paper/fitted/paper_6929.npy
thumb,thumbdown,thumbdown_5301,train,./dataset/skeleton_final_v2/thumbdown/thumbdown_5301.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown_5301.npy
the-finger,the-finger,the-finger_8300,train,./dataset/skeleton_final_v2/the-finger/the-finger_8300.npy,./batch_thefinger/fitted/the-finger_8300.npy
scissors,scissors,scissors-set2 (600),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (600).npy,./batch_scissors/fitted/scissors-set2 (600).npy
thumb,thumbdown,thumbdown_4403,train,./dataset/skeleton_final_v2/thumbdown/thumbdown_4403.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown_4403.npy
thumb,thumbdown,hand-10-2305,train,./dataset/skeleton_final_v2/thumbdown/hand-10-2305.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/hand-10-2305.npy
paper,paper,paper_2449,train,./dataset/skeleton_final_v2/paper/paper_2449.npy,./batch_paper/fitted/paper_2449.npy
the-finger,the-finger,the-finger_1365,train,./dataset/skeleton_final_v2/the-finger/the-finger_1365.npy,./batch_thefinger/fitted/the-finger_1365.npy
thumb,thumbup,thumbup_8924,train,./dataset/skeleton_final_v2/thumbup/thumbup_8924.npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/thumbup_8924.npy
thumb,thumbdown,thumbdown_171,train,./dataset/skeleton_final_v2/thumbdown/thumbdown_171.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown_171.npy
ok,ok,ok_1175,train,./dataset/skeleton_final_v2/ok/ok_1175.npy,./batch_ok/fitted/ok_1175.npy
paper,paper,paper_7329,train,./dataset/skeleton_final_v2/paper/paper_7329.npy,./batch_paper/fitted/paper_7329.npy
scissors,scissors,scissors (135),train,./dataset/skeleton_final_v2/scissors/scissors (135).npy,./batch_scissors/fitted/scissors (135).npy
thumb,thumbup,thumbup_6426,train,./dataset/skeleton_final_v2/thumbup/thumbup_6426.npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/thumbup_6426.npy
rock,rock,rock-set2 (571),train,./dataset/skeleton_final_v2/rock/rock-set2 (571).npy,./batch_rock/fitted/rock-set2 (571).npy
paper,paper,paper_5728,train,./dataset/skeleton_final_v2/paper/paper_5728.npy,./batch_paper/fitted/paper_5728.npy
thumb,thumbdown,hand-9-2120,train,./dataset/skeleton_final_v2/thumbdown/hand-9-2120.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/hand-9-2120.npy
paper,paper,paper-set2 (238),train,./dataset/skeleton_final_v2/paper/paper-set2 (238).npy,./batch_paper/fitted/paper-set2 (238).npy
paper,paper,paper_4582,train,./dataset/skeleton_final_v2/paper/paper_4582.npy,./batch_paper/fitted/paper_4582.npy
the-finger,the-finger,the-finger_7083,train,./dataset/skeleton_final_v2/the-finger/the-finger_7083.npy,./batch_thefinger/fitted/the-finger_7083.npy
rock,rock,rock-set2 (281),train,./dataset/skeleton_final_v2/rock/rock-set2 (281).npy,./batch_rock/fitted/rock-set2 (281).npy
paper,paper,paper_7589,train,./dataset/skeleton_final_v2/paper/paper_7589.npy,./batch_paper/fitted/paper_7589.npy
ok,ok,ok_2887,train,./dataset/skeleton_final_v2/ok/ok_2887.npy,./batch_ok/fitted/ok_2887.npy
scissors,scissors,scissors (100),train,./dataset/skeleton_final_v2/scissors/scissors (100).npy,./batch_scissors/fitted/scissors (100).npy
thumb,thumbdown,thumbdown (68),train,./dataset/skeleton_final_v2/thumbdown/thumbdown (68).npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown (68).npy
scissors,scissors,scissors-set2 (24),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (24).npy,./batch_scissors/fitted/scissors-set2 (24).npy
scissors,scissors,scissors (295),train,./dataset/skeleton_final_v2/scissors/scissors (295).npy,./batch_scissors/fitted/scissors (295).npy
ok,ok,ok_2005,train,./dataset/skeleton_final_v2/ok/ok_2005.npy,./batch_ok/fitted/ok_2005.npy
thumb,thumbup,thumbup (175),train,./dataset/skeleton_final_v2/thumbup/thumbup (175).npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/thumbup (175).npy
thumb,thumbup,thumbup (354),train,./dataset/skeleton_final_v2/thumbup/thumbup (354).npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/thumbup (354).npy
thumb,thumbdown,hand-11-845,train,./dataset/skeleton_final_v2/thumbdown/hand-11-845.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/hand-11-845.npy
the-finger,the-finger,the-finger-set2 (296),train,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (296).npy,./batch_thefinger/fitted/the-finger-set2 (296).npy
paper,paper,paper_3739,train,./dataset/skeleton_final_v2/paper/paper_3739.npy,./batch_paper/fitted/paper_3739.npy
ok,ok,ok (113),train,./dataset/skeleton_final_v2/ok/ok (113).npy,./batch_ok/fitted/ok (113).npy
paper,paper,paper_4585,train,./dataset/skeleton_final_v2/paper/paper_4585.npy,./batch_paper/fitted/paper_4585.npy
thumb,thumbdown,thumbdown (53),train,./dataset/skeleton_final_v2/thumbdown/thumbdown (53).npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown (53).npy
thumb,thumbdown,thumbdown_860,train,./dataset/skeleton_final_v2/thumbdown/thumbdown_860.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown_860.npy
scissors,scissors,scissors_6358,train,./dataset/skeleton_final_v2/scissors/scissors_6358.npy,./batch_scissors/fitted/scissors_6358.npy
thumb,thumbup,thumbup (272),train,./dataset/skeleton_final_v2/thumbup/thumbup (272).npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/thumbup (272).npy
the-finger,the-finger,the-finger (76),train,./dataset/skeleton_final_v2/the-finger/the-finger (76).npy,./batch_thefinger/fitted/the-finger (76).npy
thumb,thumbup,thumbup (329),train,./dataset/skeleton_final_v2/thumbup/thumbup (329).npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/thumbup (329).npy
paper,paper,paper_7139,train,./dataset/skeleton_final_v2/paper/paper_7139.npy,./batch_paper/fitted/paper_7139.npy
thumb,thumbdown,thumbdown_9388,train,./dataset/skeleton_final_v2/thumbdown/thumbdown_9388.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown_9388.npy
thumb,thumbdown,thumbdown (38),train,./dataset/skeleton_final_v2/thumbdown/thumbdown (38).npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown (38).npy
thumb,thumbup,thumbup_6787,train,./dataset/skeleton_final_v2/thumbup/thumbup_6787.npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/thumbup_6787.npy
scissors,scissors,scissors_4638,train,./dataset/skeleton_final_v2/scissors/scissors_4638.npy,./batch_scissors/fitted/scissors_4638.npy
the-finger,the-finger,the-finger_5859,train,./dataset/skeleton_final_v2/the-finger/the-finger_5859.npy,./batch_thefinger/fitted/the-finger_5859.npy
ok,ok,ok_6187,train,./dataset/skeleton_final_v2/ok/ok_6187.npy,./batch_ok/fitted/ok_6187.npy
scissors,scissors,scissors-set2 (222),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (222).npy,./batch_scissors/fitted/scissors-set2 (222).npy
scissors,scissors,scissors-set2 (162),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (162).npy,./batch_scissors/fitted/scissors-set2 (162).npy
scissors,scissors,scissors_4641,train,./dataset/skeleton_final_v2/scissors/scissors_4641.npy,./batch_scissors/fitted/scissors_4641.npy
paper,paper,paper (254),train,./dataset/skeleton_final_v2/paper/paper (254).npy,./batch_paper/fitted/paper (254).npy
scissors,scissors,scissors-set2 (570),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (570).npy,./batch_scissors/fitted/scissors-set2 (570).npy
the-finger,the-finger,the-finger_8298,train,./dataset/skeleton_final_v2/the-finger/the-finger_8298.npy,./batch_thefinger/fitted/the-finger_8298.npy
the-finger,the-finger,the-finger_6647,train,./dataset/skeleton_final_v2/the-finger/the-finger_6647.npy,./batch_thefinger/fitted/the-finger_6647.npy
the-finger,the-finger,the-finger-set2 (380),train,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (380).npy,./batch_thefinger/fitted/the-finger-set2 (380).npy
scissors,scissors,scissors (235),train,./dataset/skeleton_final_v2/scissors/scissors (235).npy,./batch_scissors/fitted/scissors (235).npy
paper,paper,paper_5907,train,./dataset/skeleton_final_v2/paper/paper_5907.npy,./batch_paper/fitted/paper_5907.npy
scissors,scissors,scissors_6560,train,./dataset/skeleton_final_v2/scissors/scissors_6560.npy,./batch_scissors/fitted/scissors_6560.npy
the-finger,the-finger,the-finger (47),train,./dataset/skeleton_final_v2/the-finger/the-finger (47).npy,./batch_thefinger/fitted/the-finger (47).npy
ok,ok,ok_Set2_ (219),train,./dataset/skeleton_final_v2/ok/ok_Set2_ (219).npy,./batch_ok/fitted/ok_Set2_ (219).npy
thumb,thumbdown,hand-10-525,train,./dataset/skeleton_final_v2/thumbdown/hand-10-525.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/hand-10-525.npy
thumb,thumbup,thumbup (119),train,./dataset/skeleton_final_v2/thumbup/thumbup (119).npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/thumbup (119).npy
thumb,thumbup,thumbup (130),train,./dataset/skeleton_final_v2/thumbup/thumbup (130).npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/thumbup (130).npy
thumb,thumbdown,thumbdown_3253,train,./dataset/skeleton_final_v2/thumbdown/thumbdown_3253.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown_3253.npy
scissors,scissors,scissors (26),train,./dataset/skeleton_final_v2/scissors/scissors (26).npy,./batch_scissors/fitted/scissors (26).npy
paper,paper,paper_6936,train,./dataset/skeleton_final_v2/paper/paper_6936.npy,./batch_paper/fitted/paper_6936.npy
thumb,thumbup,thumbup (363),train,./dataset/skeleton_final_v2/thumbup/thumbup (363).npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/thumbup (363).npy
scissors,scissors,scissors (406),train,./dataset/skeleton_final_v2/scissors/scissors (406).npy,./batch_scissors/fitted/scissors (406).npy
thumb,thumbdown,thumbdown (79),train,./dataset/skeleton_final_v2/thumbdown/thumbdown (79).npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown (79).npy
scissors,scissors,scissors_3895,train,./dataset/skeleton_final_v2/scissors/scissors_3895.npy,./batch_scissors/fitted/scissors_3895.npy
rock,rock,rock_696,train,./dataset/skeleton_final_v2/rock/rock_696.npy,./batch_rock/fitted/rock_696.npy
thumb,thumbdown,thumbdown_6250,train,./dataset/skeleton_final_v2/thumbdown/thumbdown_6250.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown_6250.npy
thumb,thumbdown,thumbdown_4355,train,./dataset/skeleton_final_v2/thumbdown/thumbdown_4355.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown_4355.npy
scissors,scissors,scissors-set2 (170),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (170).npy,./batch_scissors/fitted/scissors-set2 (170).npy
thumb,thumbup,thumbup (137),train,./dataset/skeleton_final_v2/thumbup/thumbup (137).npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/thumbup (137).npy
