action,sample_id,split,image_path,skeleton_path
paper,paper_4600,test,./data/raw/FullLabelled/paper/paper_4600.jpg,./dataset/skeleton_final_v2/paper/paper_4600.npy
ok,ok (2),test,./data/raw/FullLabelled/ok/ok (2).jpg,./dataset/skeleton_final_v2/ok/ok (2).npy
scissors,scissors (358),test,./data/raw/FullLabelled/scissors/scissors (358).jpg,./dataset/skeleton_final_v2/scissors/scissors (358).npy
scissors,scissors (374),test,./data/raw/FullLabelled/scissors/scissors (374).jpg,./dataset/skeleton_final_v2/scissors/scissors (374).npy
ok,ok_Set2_ (122),test,./data/raw/FullLabelled/ok/ok_Set2_ (122).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (122).npy
ok,ok_Set2_ (14),test,./data/raw/FullLabelled/ok/ok_Set2_ (14).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (14).npy
scissors,scissors (480),test,./data/raw/FullLabelled/scissors/scissors (480).jpg,./dataset/skeleton_final_v2/scissors/scissors (480).npy
scissors,scissors-set2 (294),test,./data/raw/FullLabelled/scissors/scissors-set2 (294).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (294).npy
scissors,scissors_6725,test,./data/raw/FullLabelled/scissors/scissors_6725.jpg,./dataset/skeleton_final_v2/scissors/scissors_6725.npy
rock,rock_3583,test,./data/raw/FullLabelled/rock/rock_3583.jpg,./dataset/skeleton_final_v2/rock/rock_3583.npy
scissors,scissors-set2 (681),test,./data/raw/FullLabelled/scissors/scissors-set2 (681).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (681).npy
scissors,scissors-set2 (7),test,./data/raw/FullLabelled/scissors/scissors-set2 (7).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (7).npy
the-finger,the-finger-set2 (342),test,./data/raw/FullLabelled/the-finger/the-finger-set2 (342).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (342).npy
paper,paper_6533,test,./data/raw/FullLabelled/paper/paper_6533.jpg,./dataset/skeleton_final_v2/paper/paper_6533.npy
the-finger,the-finger-set2 (201),test,./data/raw/FullLabelled/the-finger/the-finger-set2 (201).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (201).npy
the-finger,the-finger-set2 (354),test,./data/raw/FullLabelled/the-finger/the-finger-set2 (354).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (354).npy
paper,paper_1462,test,./data/raw/FullLabelled/paper/paper_1462.jpg,./dataset/skeleton_final_v2/paper/paper_1462.npy
scissors,scissors_5190,test,./data/raw/FullLabelled/scissors/scissors_5190.jpg,./dataset/skeleton_final_v2/scissors/scissors_5190.npy
the-finger,the-finger-set2 (108),test,./data/raw/FullLabelled/the-finger/the-finger-set2 (108).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (108).npy
ok,ok_3981,test,./data/raw/FullLabelled/ok/ok_3981.jpg,./dataset/skeleton_final_v2/ok/ok_3981.npy
scissors,scissors (61),test,./data/raw/FullLabelled/scissors/scissors (61).jpg,./dataset/skeleton_final_v2/scissors/scissors (61).npy
the-finger,the-finger-set2 (246),test,./data/raw/FullLabelled/the-finger/the-finger-set2 (246).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (246).npy
the-finger,the-finger-set2 (155),test,./data/raw/FullLabelled/the-finger/the-finger-set2 (155).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (155).npy
ok,ok_7000,test,./data/raw/FullLabelled/ok/ok_7000.jpg,./dataset/skeleton_final_v2/ok/ok_7000.npy
paper,paper-set2 (158),test,./data/raw/FullLabelled/paper/paper-set2 (158).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (158).npy
scissors,scissors-set2 (249),test,./data/raw/FullLabelled/scissors/scissors-set2 (249).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (249).npy
ok,ok (160),test,./data/raw/FullLabelled/ok/ok (160).jpg,./dataset/skeleton_final_v2/ok/ok (160).npy
paper,paper-set2 (437),test,./data/raw/FullLabelled/paper/paper-set2 (437).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (437).npy
the-finger,the-finger (1),test,./data/raw/FullLabelled/the-finger/the-finger (1).jpg,./dataset/skeleton_final_v2/the-finger/the-finger (1).npy
scissors,scissors-set2 (596),test,./data/raw/FullLabelled/scissors/scissors-set2 (596).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (596).npy
ok,ok (104),test,./data/raw/FullLabelled/ok/ok (104).jpg,./dataset/skeleton_final_v2/ok/ok (104).npy
scissors,scissors-set2 (392),test,./data/raw/FullLabelled/scissors/scissors-set2 (392).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (392).npy
paper,paper_3695,test,./data/raw/FullLabelled/paper/paper_3695.jpg,./dataset/skeleton_final_v2/paper/paper_3695.npy
paper,paper-set2 (440),test,./data/raw/FullLabelled/paper/paper-set2 (440).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (440).npy
the-finger,the-finger_3507,test,./data/raw/FullLabelled/the-finger/the-finger_3507.jpg,./dataset/skeleton_final_v2/the-finger/the-finger_3507.npy
paper,paper_9150,test,./data/raw/FullLabelled/paper/paper_9150.jpg,./dataset/skeleton_final_v2/paper/paper_9150.npy
ok,ok_Set2_ (347),test,./data/raw/FullLabelled/ok/ok_Set2_ (347).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (347).npy
scissors,scissors-set2 (209),test,./data/raw/FullLabelled/scissors/scissors-set2 (209).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (209).npy
scissors,scissors_434,test,./data/raw/FullLabelled/scissors/scissors_434.jpg,./dataset/skeleton_final_v2/scissors/scissors_434.npy
the-finger,the-finger-set2 (364),test,./data/raw/FullLabelled/the-finger/the-finger-set2 (364).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (364).npy
paper,paper-set2 (20),test,./data/raw/FullLabelled/paper/paper-set2 (20).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (20).npy
the-finger,the-finger-set2 (229),test,./data/raw/FullLabelled/the-finger/the-finger-set2 (229).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (229).npy
the-finger,the-finger_3466,test,./data/raw/FullLabelled/the-finger/the-finger_3466.jpg,./dataset/skeleton_final_v2/the-finger/the-finger_3466.npy
scissors,scissors-set2 (311),test,./data/raw/FullLabelled/scissors/scissors-set2 (311).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (311).npy
paper,paper (29),test,./data/raw/FullLabelled/paper/paper (29).jpg,./dataset/skeleton_final_v2/paper/paper (29).npy
ok,ok_Set2_ (397),test,./data/raw/FullLabelled/ok/ok_Set2_ (397).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (397).npy
paper,paper-set2 (394),test,./data/raw/FullLabelled/paper/paper-set2 (394).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (394).npy
scissors,scissors_4615,test,./data/raw/FullLabelled/scissors/scissors_4615.jpg,./dataset/skeleton_final_v2/scissors/scissors_4615.npy
ok,ok_Set2_ (241),test,./data/raw/FullLabelled/ok/ok_Set2_ (241).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (241).npy
ok,ok_Set2_ (413),test,./data/raw/FullLabelled/ok/ok_Set2_ (413).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (413).npy
paper,paper_382,test,./data/raw/FullLabelled/paper/paper_382.jpg,./dataset/skeleton_final_v2/paper/paper_382.npy
paper,paper_7577,test,./data/raw/FullLabelled/paper/paper_7577.jpg,./dataset/skeleton_final_v2/paper/paper_7577.npy
paper,paper-set2 (169),test,./data/raw/FullLabelled/paper/paper-set2 (169).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (169).npy
ok,ok_Set2_ (167),test,./data/raw/FullLabelled/ok/ok_Set2_ (167).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (167).npy
scissors,scissors-set2 (739),test,./data/raw/FullLabelled/scissors/scissors-set2 (739).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (739).npy
paper,paper (210),test,./data/raw/FullLabelled/paper/paper (210).jpg,./dataset/skeleton_final_v2/paper/paper (210).npy
scissors,scissors_1885,test,./data/raw/FullLabelled/scissors/scissors_1885.jpg,./dataset/skeleton_final_v2/scissors/scissors_1885.npy
scissors,scissors (8),test,./data/raw/FullLabelled/scissors/scissors (8).jpg,./dataset/skeleton_final_v2/scissors/scissors (8).npy
paper,paper-set2 (469),test,./data/raw/FullLabelled/paper/paper-set2 (469).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (469).npy
the-finger,the-finger_7264,test,./data/raw/FullLabelled/the-finger/the-finger_7264.jpg,./dataset/skeleton_final_v2/the-finger/the-finger_7264.npy
paper,paper-set2 (450),test,./data/raw/FullLabelled/paper/paper-set2 (450).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (450).npy
ok,ok (123),test,./data/raw/FullLabelled/ok/ok (123).jpg,./dataset/skeleton_final_v2/ok/ok (123).npy
paper,paper_3771,test,./data/raw/FullLabelled/paper/paper_3771.jpg,./dataset/skeleton_final_v2/paper/paper_3771.npy
paper,paper-set2 (304),test,./data/raw/FullLabelled/paper/paper-set2 (304).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (304).npy
ok,ok (219),test,./data/raw/FullLabelled/ok/ok (219).jpg,./dataset/skeleton_final_v2/ok/ok (219).npy
ok,ok_Set2_ (31),test,./data/raw/FullLabelled/ok/ok_Set2_ (31).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (31).npy
scissors,scissors-set2 (33),test,./data/raw/FullLabelled/scissors/scissors-set2 (33).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (33).npy
scissors,scissors (405),test,./data/raw/FullLabelled/scissors/scissors (405).jpg,./dataset/skeleton_final_v2/scissors/scissors (405).npy
paper,paper (15),test,./data/raw/FullLabelled/paper/paper (15).jpg,./dataset/skeleton_final_v2/paper/paper (15).npy
paper,paper (152),test,./data/raw/FullLabelled/paper/paper (152).jpg,./dataset/skeleton_final_v2/paper/paper (152).npy
scissors,scissors-set2 (396),test,./data/raw/FullLabelled/scissors/scissors-set2 (396).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (396).npy
ok,ok_3971,test,./data/raw/FullLabelled/ok/ok_3971.jpg,./dataset/skeleton_final_v2/ok/ok_3971.npy
paper,paper_6123,test,./data/raw/FullLabelled/paper/paper_6123.jpg,./dataset/skeleton_final_v2/paper/paper_6123.npy
scissors,scissors_7166,test,./data/raw/FullLabelled/scissors/scissors_7166.jpg,./dataset/skeleton_final_v2/scissors/scissors_7166.npy
paper,paper (9),test,./data/raw/FullLabelled/paper/paper (9).jpg,./dataset/skeleton_final_v2/paper/paper (9).npy
paper,paper-set2 (421),test,./data/raw/FullLabelled/paper/paper-set2 (421).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (421).npy
scissors,scissors-set2 (541),test,./data/raw/FullLabelled/scissors/scissors-set2 (541).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (541).npy
paper,paper-set2 (255),test,./data/raw/FullLabelled/paper/paper-set2 (255).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (255).npy
scissors,scissors-set2 (152),test,./data/raw/FullLabelled/scissors/scissors-set2 (152).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (152).npy
scissors,scissors-set2 (711),test,./data/raw/FullLabelled/scissors/scissors-set2 (711).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (711).npy
rock,rock_6499,test,./data/raw/FullLabelled/rock/rock_6499.jpg,./dataset/skeleton_final_v2/rock/rock_6499.npy
paper,paper_9164,test,./data/raw/FullLabelled/paper/paper_9164.jpg,./dataset/skeleton_final_v2/paper/paper_9164.npy
paper,paper (88),test,./data/raw/FullLabelled/paper/paper (88).jpg,./dataset/skeleton_final_v2/paper/paper (88).npy
ok,ok_7001,test,./data/raw/FullLabelled/ok/ok_7001.jpg,./dataset/skeleton_final_v2/ok/ok_7001.npy
scissors,scissors (370),test,./data/raw/FullLabelled/scissors/scissors (370).jpg,./dataset/skeleton_final_v2/scissors/scissors (370).npy
rock,rock_704,test,./data/raw/FullLabelled/rock/rock_704.jpg,./dataset/skeleton_final_v2/rock/rock_704.npy
ok,ok (70),test,./data/raw/FullLabelled/ok/ok (70).jpg,./dataset/skeleton_final_v2/ok/ok (70).npy
ok,ok_Set2_ (500),test,./data/raw/FullLabelled/ok/ok_Set2_ (500).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (500).npy
ok,ok_Set2_ (367),test,./data/raw/FullLabelled/ok/ok_Set2_ (367).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (367).npy
ok,ok_2862,test,./data/raw/FullLabelled/ok/ok_2862.jpg,./dataset/skeleton_final_v2/ok/ok_2862.npy
ok,ok_Set2_ (262),test,./data/raw/FullLabelled/ok/ok_Set2_ (262).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (262).npy
paper,paper_7585,test,./data/raw/FullLabelled/paper/paper_7585.jpg,./dataset/skeleton_final_v2/paper/paper_7585.npy
the-finger,the-finger_233,test,./data/raw/FullLabelled/the-finger/the-finger_233.jpg,./dataset/skeleton_final_v2/the-finger/the-finger_233.npy
the-finger,the-finger-set2 (208),test,./data/raw/FullLabelled/the-finger/the-finger-set2 (208).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (208).npy
ok,ok_Set2_ (270),test,./data/raw/FullLabelled/ok/ok_Set2_ (270).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (270).npy
paper,paper-set2 (329),test,./data/raw/FullLabelled/paper/paper-set2 (329).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (329).npy
ok,ok_Set2_ (321),test,./data/raw/FullLabelled/ok/ok_Set2_ (321).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (321).npy
paper,paper_4586,test,./data/raw/FullLabelled/paper/paper_4586.jpg,./dataset/skeleton_final_v2/paper/paper_4586.npy
paper,paper (228),test,./data/raw/FullLabelled/paper/paper (228).jpg,./dataset/skeleton_final_v2/paper/paper (228).npy
ok,ok_Set2_ (164),test,./data/raw/FullLabelled/ok/ok_Set2_ (164).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (164).npy
ok,ok (254),test,./data/raw/FullLabelled/ok/ok (254).jpg,./dataset/skeleton_final_v2/ok/ok (254).npy
ok,ok_Set2_ (324),test,./data/raw/FullLabelled/ok/ok_Set2_ (324).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (324).npy
ok,ok (138),test,./data/raw/FullLabelled/ok/ok (138).jpg,./dataset/skeleton_final_v2/ok/ok (138).npy
rock,rock-set2 (52),test,./data/raw/FullLabelled/rock/rock-set2 (52).jpg,./dataset/skeleton_final_v2/rock/rock-set2 (52).npy
ok,ok_2524,test,./data/raw/FullLabelled/ok/ok_2524.jpg,./dataset/skeleton_final_v2/ok/ok_2524.npy
ok,ok_Set2_ (401),test,./data/raw/FullLabelled/ok/ok_Set2_ (401).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (401).npy
ok,ok_Set2_ (37),test,./data/raw/FullLabelled/ok/ok_Set2_ (37).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (37).npy
the-finger,the-finger (145),test,./data/raw/FullLabelled/the-finger/the-finger (145).jpg,./dataset/skeleton_final_v2/the-finger/the-finger (145).npy
the-finger,the-finger-set2 (95),test,./data/raw/FullLabelled/the-finger/the-finger-set2 (95).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (95).npy
scissors,scissors (393),test,./data/raw/FullLabelled/scissors/scissors (393).jpg,./dataset/skeleton_final_v2/scissors/scissors (393).npy
ok,ok_5778,test,./data/raw/FullLabelled/ok/ok_5778.jpg,./dataset/skeleton_final_v2/ok/ok_5778.npy
paper,paper_6518,test,./data/raw/FullLabelled/paper/paper_6518.jpg,./dataset/skeleton_final_v2/paper/paper_6518.npy
the-finger,the-finger_7267,test,./data/raw/FullLabelled/the-finger/the-finger_7267.jpg,./dataset/skeleton_final_v2/the-finger/the-finger_7267.npy
paper,paper (249),test,./data/raw/FullLabelled/paper/paper (249).jpg,./dataset/skeleton_final_v2/paper/paper (249).npy
ok,ok_6194,test,./data/raw/FullLabelled/ok/ok_6194.jpg,./dataset/skeleton_final_v2/ok/ok_6194.npy
scissors,scissors-set2 (598),test,./data/raw/FullLabelled/scissors/scissors-set2 (598).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (598).npy
the-finger,the-finger-set2 (1),test,./data/raw/FullLabelled/the-finger/the-finger-set2 (1).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (1).npy
ok,ok_Set2_ (415),test,./data/raw/FullLabelled/ok/ok_Set2_ (415).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (415).npy
scissors,scissors-set2 (113),test,./data/raw/FullLabelled/scissors/scissors-set2 (113).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (113).npy
scissors,scissors-set2 (722),test,./data/raw/FullLabelled/scissors/scissors-set2 (722).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (722).npy
paper,paper_5154,test,./data/raw/FullLabelled/paper/paper_5154.jpg,./dataset/skeleton_final_v2/paper/paper_5154.npy
ok,ok_Set2_ (6),test,./data/raw/FullLabelled/ok/ok_Set2_ (6).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (6).npy
rock,rock-set2 (563),test,./data/raw/FullLabelled/rock/rock-set2 (563).jpg,./dataset/skeleton_final_v2/rock/rock-set2 (563).npy
scissors,scissors-set2 (116),test,./data/raw/FullLabelled/scissors/scissors-set2 (116).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (116).npy
rock,rock_678,test,./data/raw/FullLabelled/rock/rock_678.jpg,./dataset/skeleton_final_v2/rock/rock_678.npy
ok,ok_6585,test,./data/raw/FullLabelled/ok/ok_6585.jpg,./dataset/skeleton_final_v2/ok/ok_6585.npy
paper,paper (195),test,./data/raw/FullLabelled/paper/paper (195).jpg,./dataset/skeleton_final_v2/paper/paper (195).npy
ok,ok_Set2_ (335),test,./data/raw/FullLabelled/ok/ok_Set2_ (335).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (335).npy
rock,rock-set2 (307),test,./data/raw/FullLabelled/rock/rock-set2 (307).jpg,./dataset/skeleton_final_v2/rock/rock-set2 (307).npy
the-finger,the-finger_6297,test,./data/raw/FullLabelled/the-finger/the-finger_6297.jpg,./dataset/skeleton_final_v2/the-finger/the-finger_6297.npy
scissors,scissors-set2 (554),test,./data/raw/FullLabelled/scissors/scissors-set2 (554).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (554).npy
scissors,scissors (186),test,./data/raw/FullLabelled/scissors/scissors (186).jpg,./dataset/skeleton_final_v2/scissors/scissors (186).npy
scissors,scissors-set2 (691),test,./data/raw/FullLabelled/scissors/scissors-set2 (691).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (691).npy
ok,ok_Set2_ (434),test,./data/raw/FullLabelled/ok/ok_Set2_ (434).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (434).npy
scissors,scissors_3905,test,./data/raw/FullLabelled/scissors/scissors_3905.jpg,./dataset/skeleton_final_v2/scissors/scissors_3905.npy
scissors,scissors (433),test,./data/raw/FullLabelled/scissors/scissors (433).jpg,./dataset/skeleton_final_v2/scissors/scissors (433).npy
the-finger,the-finger (54),test,./data/raw/FullLabelled/the-finger/the-finger (54).jpg,./dataset/skeleton_final_v2/the-finger/the-finger (54).npy
paper,paper_5450,test,./data/raw/FullLabelled/paper/paper_5450.jpg,./dataset/skeleton_final_v2/paper/paper_5450.npy
paper,paper-set2 (316),test,./data/raw/FullLabelled/paper/paper-set2 (316).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (316).npy
rock,rock-set2 (564),test,./data/raw/FullLabelled/rock/rock-set2 (564).jpg,./dataset/skeleton_final_v2/rock/rock-set2 (564).npy
paper,paper-set2 (414),test,./data/raw/FullLabelled/paper/paper-set2 (414).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (414).npy
paper,paper-set2 (356),test,./data/raw/FullLabelled/paper/paper-set2 (356).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (356).npy
ok,ok_Set2_ (573),test,./data/raw/FullLabelled/ok/ok_Set2_ (573).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (573).npy
paper,paper_4602,test,./data/raw/FullLabelled/paper/paper_4602.jpg,./dataset/skeleton_final_v2/paper/paper_4602.npy
paper,paper-set2 (416),test,./data/raw/FullLabelled/paper/paper-set2 (416).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (416).npy
scissors,scissors-set2 (508),test,./data/raw/FullLabelled/scissors/scissors-set2 (508).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (508).npy
ok,ok_Set2_ (526),test,./data/raw/FullLabelled/ok/ok_Set2_ (526).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (526).npy
ok,ok_Set2_ (175),test,./data/raw/FullLabelled/ok/ok_Set2_ (175).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (175).npy
paper,paper-set2 (52),test,./data/raw/FullLabelled/paper/paper-set2 (52).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (52).npy
rock,rock (240),test,./data/raw/FullLabelled/rock/rock (240).jpg,./dataset/skeleton_final_v2/rock/rock (240).npy
the-finger,the-finger_2254,test,./data/raw/FullLabelled/the-finger/the-finger_2254.jpg,./dataset/skeleton_final_v2/the-finger/the-finger_2254.npy
paper,paper_7153,test,./data/raw/FullLabelled/paper/paper_7153.jpg,./dataset/skeleton_final_v2/paper/paper_7153.npy
scissors,scissors-set2 (92),test,./data/raw/FullLabelled/scissors/scissors-set2 (92).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (92).npy
ok,ok_1173,test,./data/raw/FullLabelled/ok/ok_1173.jpg,./dataset/skeleton_final_v2/ok/ok_1173.npy
the-finger,the-finger-set2 (135),test,./data/raw/FullLabelled/the-finger/the-finger-set2 (135).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (135).npy
the-finger,the-finger-set2 (316),test,./data/raw/FullLabelled/the-finger/the-finger-set2 (316).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (316).npy
scissors,scissors-set2 (441),test,./data/raw/FullLabelled/scissors/scissors-set2 (441).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (441).npy
paper,paper_5458,test,./data/raw/FullLabelled/paper/paper_5458.jpg,./dataset/skeleton_final_v2/paper/paper_5458.npy
ok,ok_6980,test,./data/raw/FullLabelled/ok/ok_6980.jpg,./dataset/skeleton_final_v2/ok/ok_6980.npy
scissors,scissors-set2 (171),test,./data/raw/FullLabelled/scissors/scissors-set2 (171).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (171).npy
ok,ok_8034,test,./data/raw/FullLabelled/ok/ok_8034.jpg,./dataset/skeleton_final_v2/ok/ok_8034.npy
scissors,scissors-set2 (494),test,./data/raw/FullLabelled/scissors/scissors-set2 (494).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (494).npy
paper,paper-set2 (348),test,./data/raw/FullLabelled/paper/paper-set2 (348).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (348).npy
scissors,scissors_8010,test,./data/raw/FullLabelled/scissors/scissors_8010.jpg,./dataset/skeleton_final_v2/scissors/scissors_8010.npy
ok,ok_Set2_ (468),test,./data/raw/FullLabelled/ok/ok_Set2_ (468).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (468).npy
paper,paper_5156,test,./data/raw/FullLabelled/paper/paper_5156.jpg,./dataset/skeleton_final_v2/paper/paper_5156.npy
the-finger,the-finger (13),test,./data/raw/FullLabelled/the-finger/the-finger (13).jpg,./dataset/skeleton_final_v2/the-finger/the-finger (13).npy
paper,paper_3647,test,./data/raw/FullLabelled/paper/paper_3647.jpg,./dataset/skeleton_final_v2/paper/paper_3647.npy
ok,ok (162),test,./data/raw/FullLabelled/ok/ok (162).jpg,./dataset/skeleton_final_v2/ok/ok (162).npy
paper,paper-set2 (275),test,./data/raw/FullLabelled/paper/paper-set2 (275).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (275).npy
scissors,scissors-set2 (665),test,./data/raw/FullLabelled/scissors/scissors-set2 (665).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (665).npy
scissors,scissors-set2 (4),test,./data/raw/FullLabelled/scissors/scissors-set2 (4).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (4).npy
scissors,scissors-set2 (657),test,./data/raw/FullLabelled/scissors/scissors-set2 (657).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (657).npy
scissors,scissors_6718,test,./data/raw/FullLabelled/scissors/scissors_6718.jpg,./dataset/skeleton_final_v2/scissors/scissors_6718.npy
ok,ok_2526,test,./data/raw/FullLabelled/ok/ok_2526.jpg,./dataset/skeleton_final_v2/ok/ok_2526.npy
ok,ok_Set2_ (36),test,./data/raw/FullLabelled/ok/ok_Set2_ (36).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (36).npy
scissors,scissors (325),test,./data/raw/FullLabelled/scissors/scissors (325).jpg,./dataset/skeleton_final_v2/scissors/scissors (325).npy
ok,ok_Set2_ (285),test,./data/raw/FullLabelled/ok/ok_Set2_ (285).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (285).npy
the-finger,the-finger-set2 (436),test,./data/raw/FullLabelled/the-finger/the-finger-set2 (436).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (436).npy
rock,rock (189),test,./data/raw/FullLabelled/rock/rock (189).jpg,./dataset/skeleton_final_v2/rock/rock (189).npy
ok,ok_6403,test,./data/raw/FullLabelled/ok/ok_6403.jpg,./dataset/skeleton_final_v2/ok/ok_6403.npy
paper,paper_7621,test,./data/raw/FullLabelled/paper/paper_7621.jpg,./dataset/skeleton_final_v2/paper/paper_7621.npy
rock,rock-set2 (220),test,./data/raw/FullLabelled/rock/rock-set2 (220).jpg,./dataset/skeleton_final_v2/rock/rock-set2 (220).npy
the-finger,the-finger-set2 (383),test,./data/raw/FullLabelled/the-finger/the-finger-set2 (383).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (383).npy
ok,ok_5248,test,./data/raw/FullLabelled/ok/ok_5248.jpg,./dataset/skeleton_final_v2/ok/ok_5248.npy
scissors,scissors-set2 (605),test,./data/raw/FullLabelled/scissors/scissors-set2 (605).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (605).npy
scissors,scissors-set2 (261),test,./data/raw/FullLabelled/scissors/scissors-set2 (261).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (261).npy
the-finger,the-finger-set2 (297),test,./data/raw/FullLabelled/the-finger/the-finger-set2 (297).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (297).npy
scissors,scissors_6720,test,./data/raw/FullLabelled/scissors/scissors_6720.jpg,./dataset/skeleton_final_v2/scissors/scissors_6720.npy
scissors,scissors-set2 (151),test,./data/raw/FullLabelled/scissors/scissors-set2 (151).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (151).npy
ok,ok_Set2_ (354),test,./data/raw/FullLabelled/ok/ok_Set2_ (354).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (354).npy
paper,paper (188),test,./data/raw/FullLabelled/paper/paper (188).jpg,./dataset/skeleton_final_v2/paper/paper (188).npy
scissors,scissors (327),test,./data/raw/FullLabelled/scissors/scissors (327).jpg,./dataset/skeleton_final_v2/scissors/scissors (327).npy
