action,sample_id,split,mediapipe_path,refined_path
scissors,scissors-set2 (4),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (4).npy,./batch_scissors/fitted/scissors-set2 (4).npy
scissors,scissors-set2 (420),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (420).npy,./batch_scissors/fitted/scissors-set2 (420).npy
scissors,scissors-set2 (424),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (424).npy,./batch_scissors/fitted/scissors-set2 (424).npy
scissors,scissors-set2 (437),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (437).npy,./batch_scissors/fitted/scissors-set2 (437).npy
scissors,scissors-set2 (441),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (441).npy,./batch_scissors/fitted/scissors-set2 (441).npy
scissors,scissors-set2 (471),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (471).npy,./batch_scissors/fitted/scissors-set2 (471).npy
scissors,scissors-set2 (477),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (477).npy,./batch_scissors/fitted/scissors-set2 (477).npy
scissors,scissors-set2 (493),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (493).npy,./batch_scissors/fitted/scissors-set2 (493).npy
scissors,scissors-set2 (494),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (494).npy,./batch_scissors/fitted/scissors-set2 (494).npy
scissors,scissors-set2 (508),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (508).npy,./batch_scissors/fitted/scissors-set2 (508).npy
scissors,scissors-set2 (512),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (512).npy,./batch_scissors/fitted/scissors-set2 (512).npy
scissors,scissors-set2 (524),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (524).npy,./batch_scissors/fitted/scissors-set2 (524).npy
scissors,scissors-set2 (533),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (533).npy,./batch_scissors/fitted/scissors-set2 (533).npy
scissors,scissors-set2 (541),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (541).npy,./batch_scissors/fitted/scissors-set2 (541).npy
scissors,scissors-set2 (554),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (554).npy,./batch_scissors/fitted/scissors-set2 (554).npy
scissors,scissors-set2 (559),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (559).npy,./batch_scissors/fitted/scissors-set2 (559).npy
scissors,scissors-set2 (576),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (576).npy,./batch_scissors/fitted/scissors-set2 (576).npy
scissors,scissors-set2 (59),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (59).npy,./batch_scissors/fitted/scissors-set2 (59).npy
scissors,scissors-set2 (596),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (596).npy,./batch_scissors/fitted/scissors-set2 (596).npy
scissors,scissors-set2 (598),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (598).npy,./batch_scissors/fitted/scissors-set2 (598).npy
scissors,scissors-set2 (602),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (602).npy,./batch_scissors/fitted/scissors-set2 (602).npy
scissors,scissors-set2 (605),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (605).npy,./batch_scissors/fitted/scissors-set2 (605).npy
scissors,scissors-set2 (61),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (61).npy,./batch_scissors/fitted/scissors-set2 (61).npy
scissors,scissors-set2 (612),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (612).npy,./batch_scissors/fitted/scissors-set2 (612).npy
scissors,scissors-set2 (618),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (618).npy,./batch_scissors/fitted/scissors-set2 (618).npy
scissors,scissors-set2 (620),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (620).npy,./batch_scissors/fitted/scissors-set2 (620).npy
scissors,scissors-set2 (634),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (634).npy,./batch_scissors/fitted/scissors-set2 (634).npy
scissors,scissors-set2 (636),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (636).npy,./batch_scissors/fitted/scissors-set2 (636).npy
scissors,scissors-set2 (638),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (638).npy,./batch_scissors/fitted/scissors-set2 (638).npy
scissors,scissors-set2 (639),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (639).npy,./batch_scissors/fitted/scissors-set2 (639).npy
scissors,scissors-set2 (64),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (64).npy,./batch_scissors/fitted/scissors-set2 (64).npy
scissors,scissors-set2 (643),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (643).npy,./batch_scissors/fitted/scissors-set2 (643).npy
scissors,scissors-set2 (65),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (65).npy,./batch_scissors/fitted/scissors-set2 (65).npy
scissors,scissors-set2 (654),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (654).npy,./batch_scissors/fitted/scissors-set2 (654).npy
scissors,scissors-set2 (656),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (656).npy,./batch_scissors/fitted/scissors-set2 (656).npy
scissors,scissors-set2 (657),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (657).npy,./batch_scissors/fitted/scissors-set2 (657).npy
scissors,scissors-set2 (66),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (66).npy,./batch_scissors/fitted/scissors-set2 (66).npy
scissors,scissors-set2 (660),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (660).npy,./batch_scissors/fitted/scissors-set2 (660).npy
scissors,scissors-set2 (665),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (665).npy,./batch_scissors/fitted/scissors-set2 (665).npy
scissors,scissors-set2 (681),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (681).npy,./batch_scissors/fitted/scissors-set2 (681).npy
scissors,scissors-set2 (683),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (683).npy,./batch_scissors/fitted/scissors-set2 (683).npy
scissors,scissors-set2 (685),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (685).npy,./batch_scissors/fitted/scissors-set2 (685).npy
scissors,scissors-set2 (687),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (687).npy,./batch_scissors/fitted/scissors-set2 (687).npy
scissors,scissors-set2 (689),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (689).npy,./batch_scissors/fitted/scissors-set2 (689).npy
scissors,scissors-set2 (691),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (691).npy,./batch_scissors/fitted/scissors-set2 (691).npy
scissors,scissors-set2 (693),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (693).npy,./batch_scissors/fitted/scissors-set2 (693).npy
scissors,scissors-set2 (7),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (7).npy,./batch_scissors/fitted/scissors-set2 (7).npy
scissors,scissors-set2 (702),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (702).npy,./batch_scissors/fitted/scissors-set2 (702).npy
scissors,scissors-set2 (707),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (707).npy,./batch_scissors/fitted/scissors-set2 (707).npy
scissors,scissors-set2 (710),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (710).npy,./batch_scissors/fitted/scissors-set2 (710).npy
scissors,scissors-set2 (711),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (711).npy,./batch_scissors/fitted/scissors-set2 (711).npy
scissors,scissors-set2 (722),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (722).npy,./batch_scissors/fitted/scissors-set2 (722).npy
scissors,scissors-set2 (727),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (727).npy,./batch_scissors/fitted/scissors-set2 (727).npy
scissors,scissors-set2 (729),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (729).npy,./batch_scissors/fitted/scissors-set2 (729).npy
scissors,scissors-set2 (735),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (735).npy,./batch_scissors/fitted/scissors-set2 (735).npy
scissors,scissors-set2 (737),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (737).npy,./batch_scissors/fitted/scissors-set2 (737).npy
scissors,scissors-set2 (739),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (739).npy,./batch_scissors/fitted/scissors-set2 (739).npy
scissors,scissors-set2 (74),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (74).npy,./batch_scissors/fitted/scissors-set2 (74).npy
scissors,scissors-set2 (742),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (742).npy,./batch_scissors/fitted/scissors-set2 (742).npy
scissors,scissors-set2 (744),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (744).npy,./batch_scissors/fitted/scissors-set2 (744).npy
scissors,scissors-set2 (92),test,./dataset/skeleton_final_v2/scissors/scissors-set2 (92).npy,./batch_scissors/fitted/scissors-set2 (92).npy
scissors,scissors_1083,test,./dataset/skeleton_final_v2/scissors/scissors_1083.npy,./batch_scissors/fitted/scissors_1083.npy
scissors,scissors_1115,test,./dataset/skeleton_final_v2/scissors/scissors_1115.npy,./batch_scissors/fitted/scissors_1115.npy
scissors,scissors_1121,test,./dataset/skeleton_final_v2/scissors/scissors_1121.npy,./batch_scissors/fitted/scissors_1121.npy
scissors,scissors_1885,test,./dataset/skeleton_final_v2/scissors/scissors_1885.npy,./batch_scissors/fitted/scissors_1885.npy
scissors,scissors_2609,test,./dataset/skeleton_final_v2/scissors/scissors_2609.npy,./batch_scissors/fitted/scissors_2609.npy
scissors,scissors_2678,test,./dataset/skeleton_final_v2/scissors/scissors_2678.npy,./batch_scissors/fitted/scissors_2678.npy
scissors,scissors_2721,test,./dataset/skeleton_final_v2/scissors/scissors_2721.npy,./batch_scissors/fitted/scissors_2721.npy
scissors,scissors_2758,test,./dataset/skeleton_final_v2/scissors/scissors_2758.npy,./batch_scissors/fitted/scissors_2758.npy
scissors,scissors_2795,test,./dataset/skeleton_final_v2/scissors/scissors_2795.npy,./batch_scissors/fitted/scissors_2795.npy
scissors,scissors_3838,test,./dataset/skeleton_final_v2/scissors/scissors_3838.npy,./batch_scissors/fitted/scissors_3838.npy
scissors,scissors_3841,test,./dataset/skeleton_final_v2/scissors/scissors_3841.npy,./batch_scissors/fitted/scissors_3841.npy
scissors,scissors_3847,test,./dataset/skeleton_final_v2/scissors/scissors_3847.npy,./batch_scissors/fitted/scissors_3847.npy
scissors,scissors_3874,test,./dataset/skeleton_final_v2/scissors/scissors_3874.npy,./batch_scissors/fitted/scissors_3874.npy
scissors,scissors_3905,test,./dataset/skeleton_final_v2/scissors/scissors_3905.npy,./batch_scissors/fitted/scissors_3905.npy
scissors,scissors_422,test,./dataset/skeleton_final_v2/scissors/scissors_422.npy,./batch_scissors/fitted/scissors_422.npy
scissors,scissors_434,test,./dataset/skeleton_final_v2/scissors/scissors_434.npy,./batch_scissors/fitted/scissors_434.npy
scissors,scissors_4615,test,./dataset/skeleton_final_v2/scissors/scissors_4615.npy,./batch_scissors/fitted/scissors_4615.npy
scissors,scissors_4627,test,./dataset/skeleton_final_v2/scissors/scissors_4627.npy,./batch_scissors/fitted/scissors_4627.npy
scissors,scissors_4671,test,./dataset/skeleton_final_v2/scissors/scissors_4671.npy,./batch_scissors/fitted/scissors_4671.npy
scissors,scissors_5175,test,./dataset/skeleton_final_v2/scissors/scissors_5175.npy,./batch_scissors/fitted/scissors_5175.npy
scissors,scissors_5190,test,./dataset/skeleton_final_v2/scissors/scissors_5190.npy,./batch_scissors/fitted/scissors_5190.npy
scissors,scissors_5193,test,./dataset/skeleton_final_v2/scissors/scissors_5193.npy,./batch_scissors/fitted/scissors_5193.npy
scissors,scissors_5229,test,./dataset/skeleton_final_v2/scissors/scissors_5229.npy,./batch_scissors/fitted/scissors_5229.npy
scissors,scissors_5484,test,./dataset/skeleton_final_v2/scissors/scissors_5484.npy,./batch_scissors/fitted/scissors_5484.npy
scissors,scissors_5735,test,./dataset/skeleton_final_v2/scissors/scissors_5735.npy,./batch_scissors/fitted/scissors_5735.npy
scissors,scissors_5744,test,./dataset/skeleton_final_v2/scissors/scissors_5744.npy,./batch_scissors/fitted/scissors_5744.npy
scissors,scissors_5749,test,./dataset/skeleton_final_v2/scissors/scissors_5749.npy,./batch_scissors/fitted/scissors_5749.npy
scissors,scissors_5753,test,./dataset/skeleton_final_v2/scissors/scissors_5753.npy,./batch_scissors/fitted/scissors_5753.npy
scissors,scissors_6145,test,./dataset/skeleton_final_v2/scissors/scissors_6145.npy,./batch_scissors/fitted/scissors_6145.npy
scissors,scissors_6161,test,./dataset/skeleton_final_v2/scissors/scissors_6161.npy,./batch_scissors/fitted/scissors_6161.npy
scissors,scissors_6168,test,./dataset/skeleton_final_v2/scissors/scissors_6168.npy,./batch_scissors/fitted/scissors_6168.npy
scissors,scissors_6368,test,./dataset/skeleton_final_v2/scissors/scissors_6368.npy,./batch_scissors/fitted/scissors_6368.npy
scissors,scissors_6375,test,./dataset/skeleton_final_v2/scissors/scissors_6375.npy,./batch_scissors/fitted/scissors_6375.npy
scissors,scissors_6553,test,./dataset/skeleton_final_v2/scissors/scissors_6553.npy,./batch_scissors/fitted/scissors_6553.npy
scissors,scissors_6559,test,./dataset/skeleton_final_v2/scissors/scissors_6559.npy,./batch_scissors/fitted/scissors_6559.npy
scissors,scissors_6718,test,./dataset/skeleton_final_v2/scissors/scissors_6718.npy,./batch_scissors/fitted/scissors_6718.npy
scissors,scissors_6720,test,./dataset/skeleton_final_v2/scissors/scissors_6720.npy,./batch_scissors/fitted/scissors_6720.npy
scissors,scissors_6722,test,./dataset/skeleton_final_v2/scissors/scissors_6722.npy,./batch_scissors/fitted/scissors_6722.npy
scissors,scissors_6725,test,./dataset/skeleton_final_v2/scissors/scissors_6725.npy,./batch_scissors/fitted/scissors_6725.npy
scissors,scissors_6958,test,./dataset/skeleton_final_v2/scissors/scissors_6958.npy,./batch_scissors/fitted/scissors_6958.npy
scissors,scissors_6969,test,./dataset/skeleton_final_v2/scissors/scissors_6969.npy,./batch_scissors/fitted/scissors_6969.npy
scissors,scissors_7166,test,./dataset/skeleton_final_v2/scissors/scissors_7166.npy,./batch_scissors/fitted/scissors_7166.npy
scissors,scissors_7170,test,./dataset/skeleton_final_v2/scissors/scissors_7170.npy,./batch_scissors/fitted/scissors_7170.npy
scissors,scissors_7178,test,./dataset/skeleton_final_v2/scissors/scissors_7178.npy,./batch_scissors/fitted/scissors_7178.npy
scissors,scissors_7186,test,./dataset/skeleton_final_v2/scissors/scissors_7186.npy,./batch_scissors/fitted/scissors_7186.npy
scissors,scissors_766,test,./dataset/skeleton_final_v2/scissors/scissors_766.npy,./batch_scissors/fitted/scissors_766.npy
scissors,scissors_7970,test,./dataset/skeleton_final_v2/scissors/scissors_7970.npy,./batch_scissors/fitted/scissors_7970.npy
scissors,scissors_7972,test,./dataset/skeleton_final_v2/scissors/scissors_7972.npy,./batch_scissors/fitted/scissors_7972.npy
scissors,scissors_8010,test,./dataset/skeleton_final_v2/scissors/scissors_8010.npy,./batch_scissors/fitted/scissors_8010.npy
scissors,scissors_8450,test,./dataset/skeleton_final_v2/scissors/scissors_8450.npy,./batch_scissors/fitted/scissors_8450.npy
scissors,scissors_8776,test,./dataset/skeleton_final_v2/scissors/scissors_8776.npy,./batch_scissors/fitted/scissors_8776.npy
scissors,scissors_8782,test,./dataset/skeleton_final_v2/scissors/scissors_8782.npy,./batch_scissors/fitted/scissors_8782.npy
scissors,scissors_8810,test,./dataset/skeleton_final_v2/scissors/scissors_8810.npy,./batch_scissors/fitted/scissors_8810.npy
the-finger,the-finger (1),test,./dataset/skeleton_final_v2/the-finger/the-finger (1).npy,./batch_thefinger/fitted/the-finger (1).npy
the-finger,the-finger (119),test,./dataset/skeleton_final_v2/the-finger/the-finger (119).npy,./batch_thefinger/fitted/the-finger (119).npy
the-finger,the-finger (13),test,./dataset/skeleton_final_v2/the-finger/the-finger (13).npy,./batch_thefinger/fitted/the-finger (13).npy
the-finger,the-finger (135),test,./dataset/skeleton_final_v2/the-finger/the-finger (135).npy,./batch_thefinger/fitted/the-finger (135).npy
the-finger,the-finger (143),test,./dataset/skeleton_final_v2/the-finger/the-finger (143).npy,./batch_thefinger/fitted/the-finger (143).npy
the-finger,the-finger (145),test,./dataset/skeleton_final_v2/the-finger/the-finger (145).npy,./batch_thefinger/fitted/the-finger (145).npy
the-finger,the-finger (15),test,./dataset/skeleton_final_v2/the-finger/the-finger (15).npy,./batch_thefinger/fitted/the-finger (15).npy
the-finger,the-finger (5),test,./dataset/skeleton_final_v2/the-finger/the-finger (5).npy,./batch_thefinger/fitted/the-finger (5).npy
the-finger,the-finger (54),test,./dataset/skeleton_final_v2/the-finger/the-finger (54).npy,./batch_thefinger/fitted/the-finger (54).npy
the-finger,the-finger (59),test,./dataset/skeleton_final_v2/the-finger/the-finger (59).npy,./batch_thefinger/fitted/the-finger (59).npy
the-finger,the-finger (60),test,./dataset/skeleton_final_v2/the-finger/the-finger (60).npy,./batch_thefinger/fitted/the-finger (60).npy
the-finger,the-finger (61),test,./dataset/skeleton_final_v2/the-finger/the-finger (61).npy,./batch_thefinger/fitted/the-finger (61).npy
the-finger,the-finger (64),test,./dataset/skeleton_final_v2/the-finger/the-finger (64).npy,./batch_thefinger/fitted/the-finger (64).npy
the-finger,the-finger (70),test,./dataset/skeleton_final_v2/the-finger/the-finger (70).npy,./batch_thefinger/fitted/the-finger (70).npy
the-finger,the-finger (71),test,./dataset/skeleton_final_v2/the-finger/the-finger (71).npy,./batch_thefinger/fitted/the-finger (71).npy
the-finger,the-finger (85),test,./dataset/skeleton_final_v2/the-finger/the-finger (85).npy,./batch_thefinger/fitted/the-finger (85).npy
the-finger,the-finger-set2 (1),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (1).npy,./batch_thefinger/fitted/the-finger-set2 (1).npy
the-finger,the-finger-set2 (102),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (102).npy,./batch_thefinger/fitted/the-finger-set2 (102).npy
the-finger,the-finger-set2 (108),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (108).npy,./batch_thefinger/fitted/the-finger-set2 (108).npy
the-finger,the-finger-set2 (133),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (133).npy,./batch_thefinger/fitted/the-finger-set2 (133).npy
the-finger,the-finger-set2 (135),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (135).npy,./batch_thefinger/fitted/the-finger-set2 (135).npy
the-finger,the-finger-set2 (155),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (155).npy,./batch_thefinger/fitted/the-finger-set2 (155).npy
the-finger,the-finger-set2 (156),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (156).npy,./batch_thefinger/fitted/the-finger-set2 (156).npy
the-finger,the-finger-set2 (165),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (165).npy,./batch_thefinger/fitted/the-finger-set2 (165).npy
the-finger,the-finger-set2 (177),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (177).npy,./batch_thefinger/fitted/the-finger-set2 (177).npy
the-finger,the-finger-set2 (178),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (178).npy,./batch_thefinger/fitted/the-finger-set2 (178).npy
the-finger,the-finger-set2 (2),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (2).npy,./batch_thefinger/fitted/the-finger-set2 (2).npy
the-finger,the-finger-set2 (20),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (20).npy,./batch_thefinger/fitted/the-finger-set2 (20).npy
the-finger,the-finger-set2 (201),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (201).npy,./batch_thefinger/fitted/the-finger-set2 (201).npy
the-finger,the-finger-set2 (208),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (208).npy,./batch_thefinger/fitted/the-finger-set2 (208).npy
the-finger,the-finger-set2 (217),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (217).npy,./batch_thefinger/fitted/the-finger-set2 (217).npy
the-finger,the-finger-set2 (222),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (222).npy,./batch_thefinger/fitted/the-finger-set2 (222).npy
the-finger,the-finger-set2 (229),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (229).npy,./batch_thefinger/fitted/the-finger-set2 (229).npy
the-finger,the-finger-set2 (234),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (234).npy,./batch_thefinger/fitted/the-finger-set2 (234).npy
the-finger,the-finger-set2 (239),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (239).npy,./batch_thefinger/fitted/the-finger-set2 (239).npy
the-finger,the-finger-set2 (246),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (246).npy,./batch_thefinger/fitted/the-finger-set2 (246).npy
the-finger,the-finger-set2 (249),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (249).npy,./batch_thefinger/fitted/the-finger-set2 (249).npy
the-finger,the-finger-set2 (254),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (254).npy,./batch_thefinger/fitted/the-finger-set2 (254).npy
the-finger,the-finger-set2 (262),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (262).npy,./batch_thefinger/fitted/the-finger-set2 (262).npy
the-finger,the-finger-set2 (29),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (29).npy,./batch_thefinger/fitted/the-finger-set2 (29).npy
the-finger,the-finger-set2 (297),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (297).npy,./batch_thefinger/fitted/the-finger-set2 (297).npy
the-finger,the-finger-set2 (309),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (309).npy,./batch_thefinger/fitted/the-finger-set2 (309).npy
the-finger,the-finger-set2 (316),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (316).npy,./batch_thefinger/fitted/the-finger-set2 (316).npy
the-finger,the-finger-set2 (318),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (318).npy,./batch_thefinger/fitted/the-finger-set2 (318).npy
the-finger,the-finger-set2 (330),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (330).npy,./batch_thefinger/fitted/the-finger-set2 (330).npy
the-finger,the-finger-set2 (342),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (342).npy,./batch_thefinger/fitted/the-finger-set2 (342).npy
the-finger,the-finger-set2 (352),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (352).npy,./batch_thefinger/fitted/the-finger-set2 (352).npy
the-finger,the-finger-set2 (354),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (354).npy,./batch_thefinger/fitted/the-finger-set2 (354).npy
the-finger,the-finger-set2 (364),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (364).npy,./batch_thefinger/fitted/the-finger-set2 (364).npy
the-finger,the-finger-set2 (371),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (371).npy,./batch_thefinger/fitted/the-finger-set2 (371).npy
the-finger,the-finger-set2 (383),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (383).npy,./batch_thefinger/fitted/the-finger-set2 (383).npy
the-finger,the-finger-set2 (386),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (386).npy,./batch_thefinger/fitted/the-finger-set2 (386).npy
the-finger,the-finger-set2 (387),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (387).npy,./batch_thefinger/fitted/the-finger-set2 (387).npy
the-finger,the-finger-set2 (389),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (389).npy,./batch_thefinger/fitted/the-finger-set2 (389).npy
the-finger,the-finger-set2 (40),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (40).npy,./batch_thefinger/fitted/the-finger-set2 (40).npy
the-finger,the-finger-set2 (408),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (408).npy,./batch_thefinger/fitted/the-finger-set2 (408).npy
the-finger,the-finger-set2 (413),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (413).npy,./batch_thefinger/fitted/the-finger-set2 (413).npy
the-finger,the-finger-set2 (420),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (420).npy,./batch_thefinger/fitted/the-finger-set2 (420).npy
the-finger,the-finger-set2 (421),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (421).npy,./batch_thefinger/fitted/the-finger-set2 (421).npy
the-finger,the-finger-set2 (423),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (423).npy,./batch_thefinger/fitted/the-finger-set2 (423).npy
the-finger,the-finger-set2 (436),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (436).npy,./batch_thefinger/fitted/the-finger-set2 (436).npy
the-finger,the-finger-set2 (67),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (67).npy,./batch_thefinger/fitted/the-finger-set2 (67).npy
the-finger,the-finger-set2 (71),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (71).npy,./batch_thefinger/fitted/the-finger-set2 (71).npy
the-finger,the-finger-set2 (79),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (79).npy,./batch_thefinger/fitted/the-finger-set2 (79).npy
the-finger,the-finger-set2 (86),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (86).npy,./batch_thefinger/fitted/the-finger-set2 (86).npy
the-finger,the-finger-set2 (90),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (90).npy,./batch_thefinger/fitted/the-finger-set2 (90).npy
the-finger,the-finger-set2 (92),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (92).npy,./batch_thefinger/fitted/the-finger-set2 (92).npy
the-finger,the-finger-set2 (95),test,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (95).npy,./batch_thefinger/fitted/the-finger-set2 (95).npy
the-finger,the-finger_1345,test,./dataset/skeleton_final_v2/the-finger/the-finger_1345.npy,./batch_thefinger/fitted/the-finger_1345.npy
the-finger,the-finger_1366,test,./dataset/skeleton_final_v2/the-finger/the-finger_1366.npy,./batch_thefinger/fitted/the-finger_1366.npy
the-finger,the-finger_2250,test,./dataset/skeleton_final_v2/the-finger/the-finger_2250.npy,./batch_thefinger/fitted/the-finger_2250.npy
the-finger,the-finger_2254,test,./dataset/skeleton_final_v2/the-finger/the-finger_2254.npy,./batch_thefinger/fitted/the-finger_2254.npy
the-finger,the-finger_233,test,./dataset/skeleton_final_v2/the-finger/the-finger_233.npy,./batch_thefinger/fitted/the-finger_233.npy
the-finger,the-finger_3466,test,./dataset/skeleton_final_v2/the-finger/the-finger_3466.npy,./batch_thefinger/fitted/the-finger_3466.npy
the-finger,the-finger_3486,test,./dataset/skeleton_final_v2/the-finger/the-finger_3486.npy,./batch_thefinger/fitted/the-finger_3486.npy
the-finger,the-finger_3507,test,./dataset/skeleton_final_v2/the-finger/the-finger_3507.npy,./batch_thefinger/fitted/the-finger_3507.npy
the-finger,the-finger_3517,test,./dataset/skeleton_final_v2/the-finger/the-finger_3517.npy,./batch_thefinger/fitted/the-finger_3517.npy
the-finger,the-finger_5363,test,./dataset/skeleton_final_v2/the-finger/the-finger_5363.npy,./batch_thefinger/fitted/the-finger_5363.npy
the-finger,the-finger_5366,test,./dataset/skeleton_final_v2/the-finger/the-finger_5366.npy,./batch_thefinger/fitted/the-finger_5366.npy
the-finger,the-finger_6059,test,./dataset/skeleton_final_v2/the-finger/the-finger_6059.npy,./batch_thefinger/fitted/the-finger_6059.npy
the-finger,the-finger_6060,test,./dataset/skeleton_final_v2/the-finger/the-finger_6060.npy,./batch_thefinger/fitted/the-finger_6060.npy
