action,sample_id,split,image_path,skeleton_path
scissors,scissors (332),train,./data/raw/FullLabelled/scissors/scissors (332).jpg,./dataset/skeleton_final_v2/scissors/scissors (332).npy
paper,paper-set2 (71),train,./data/raw/FullLabelled/paper/paper-set2 (71).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (71).npy
paper,paper-set2 (359),train,./data/raw/FullLabelled/paper/paper-set2 (359).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (359).npy
the-finger,the-finger-set2 (369),train,./data/raw/FullLabelled/the-finger/the-finger-set2 (369).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (369).npy
paper,paper_35,train,./data/raw/FullLabelled/paper/paper_35.jpg,./dataset/skeleton_final_v2/paper/paper_35.npy
scissors,scissors-set2 (445),train,./data/raw/FullLabelled/scissors/scissors-set2 (445).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (445).npy
the-finger,the-finger-set2 (106),train,./data/raw/FullLabelled/the-finger/the-finger-set2 (106).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (106).npy
the-finger,the-finger-set2 (30),train,./data/raw/FullLabelled/the-finger/the-finger-set2 (30).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (30).npy
ok,ok_Set2_ (556),train,./data/raw/FullLabelled/ok/ok_Set2_ (556).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (556).npy
ok,ok_Set2_ (268),train,./data/raw/FullLabelled/ok/ok_Set2_ (268).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (268).npy
scissors,scissors_5235,train,./data/raw/FullLabelled/scissors/scissors_5235.jpg,./dataset/skeleton_final_v2/scissors/scissors_5235.npy
paper,paper-set2 (426),train,./data/raw/FullLabelled/paper/paper-set2 (426).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (426).npy
scissors,scissors-set2 (489),train,./data/raw/FullLabelled/scissors/scissors-set2 (489).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (489).npy
scissors,scissors (80),train,./data/raw/FullLabelled/scissors/scissors (80).jpg,./dataset/skeleton_final_v2/scissors/scissors (80).npy
scissors,scissors-set2 (292),train,./data/raw/FullLabelled/scissors/scissors-set2 (292).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (292).npy
paper,paper_6124,train,./data/raw/FullLabelled/paper/paper_6124.jpg,./dataset/skeleton_final_v2/paper/paper_6124.npy
scissors,scissors-set2 (621),train,./data/raw/FullLabelled/scissors/scissors-set2 (621).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (621).npy
paper,paper-set2 (197),train,./data/raw/FullLabelled/paper/paper-set2 (197).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (197).npy
scissors,scissors_7976,train,./data/raw/FullLabelled/scissors/scissors_7976.jpg,./dataset/skeleton_final_v2/scissors/scissors_7976.npy
paper,paper_3697,train,./data/raw/FullLabelled/paper/paper_3697.jpg,./dataset/skeleton_final_v2/paper/paper_3697.npy
paper,paper_1464,train,./data/raw/FullLabelled/paper/paper_1464.jpg,./dataset/skeleton_final_v2/paper/paper_1464.npy
ok,ok_Set2_ (9),train,./data/raw/FullLabelled/ok/ok_Set2_ (9).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (9).npy
scissors,scissors-set2 (485),train,./data/raw/FullLabelled/scissors/scissors-set2 (485).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (485).npy
paper,paper-set2 (70),train,./data/raw/FullLabelled/paper/paper-set2 (70).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (70).npy
paper,paper (85),train,./data/raw/FullLabelled/paper/paper (85).jpg,./dataset/skeleton_final_v2/paper/paper (85).npy
scissors,scissors_5930,train,./data/raw/FullLabelled/scissors/scissors_5930.jpg,./dataset/skeleton_final_v2/scissors/scissors_5930.npy
paper,paper-set2 (499),train,./data/raw/FullLabelled/paper/paper-set2 (499).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (499).npy
scissors,scissors (9),train,./data/raw/FullLabelled/scissors/scissors (9).jpg,./dataset/skeleton_final_v2/scissors/scissors (9).npy
paper,paper_1442,train,./data/raw/FullLabelled/paper/paper_1442.jpg,./dataset/skeleton_final_v2/paper/paper_1442.npy
paper,paper_5904,train,./data/raw/FullLabelled/paper/paper_5904.jpg,./dataset/skeleton_final_v2/paper/paper_5904.npy
ok,ok (171),train,./data/raw/FullLabelled/ok/ok (171).jpg,./dataset/skeleton_final_v2/ok/ok (171).npy
the-finger,the-finger-set2 (441),train,./data/raw/FullLabelled/the-finger/the-finger-set2 (441).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (441).npy
paper,paper-set2 (288),train,./data/raw/FullLabelled/paper/paper-set2 (288).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (288).npy
ok,ok_7002,train,./data/raw/FullLabelled/ok/ok_7002.jpg,./dataset/skeleton_final_v2/ok/ok_7002.npy
paper,paper (28),train,./data/raw/FullLabelled/paper/paper (28).jpg,./dataset/skeleton_final_v2/paper/paper (28).npy
ok,ok_3953,train,./data/raw/FullLabelled/ok/ok_3953.jpg,./dataset/skeleton_final_v2/ok/ok_3953.npy
ok,ok_6588,train,./data/raw/FullLabelled/ok/ok_6588.jpg,./dataset/skeleton_final_v2/ok/ok_6588.npy
paper,paper (87),train,./data/raw/FullLabelled/paper/paper (87).jpg,./dataset/skeleton_final_v2/paper/paper (87).npy
paper,paper_2469,train,./data/raw/FullLabelled/paper/paper_2469.jpg,./dataset/skeleton_final_v2/paper/paper_2469.npy
ok,ok_6171,train,./data/raw/FullLabelled/ok/ok_6171.jpg,./dataset/skeleton_final_v2/ok/ok_6171.npy
scissors,scissors-set2 (506),train,./data/raw/FullLabelled/scissors/scissors-set2 (506).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (506).npy
rock,rock_3628,train,./data/raw/FullLabelled/rock/rock_3628.jpg,./dataset/skeleton_final_v2/rock/rock_3628.npy
ok,ok_Set2_ (499),train,./data/raw/FullLabelled/ok/ok_Set2_ (499).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (499).npy
paper,paper-set2 (133),train,./data/raw/FullLabelled/paper/paper-set2 (133).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (133).npy
paper,paper (10),train,./data/raw/FullLabelled/paper/paper (10).jpg,./dataset/skeleton_final_v2/paper/paper (10).npy
the-finger,the-finger_3482,train,./data/raw/FullLabelled/the-finger/the-finger_3482.jpg,./dataset/skeleton_final_v2/the-finger/the-finger_3482.npy
rock,rock (145),train,./data/raw/FullLabelled/rock/rock (145).jpg,./dataset/skeleton_final_v2/rock/rock (145).npy
ok,ok (198),train,./data/raw/FullLabelled/ok/ok (198).jpg,./dataset/skeleton_final_v2/ok/ok (198).npy
the-finger,the-finger_6288,train,./data/raw/FullLabelled/the-finger/the-finger_6288.jpg,./dataset/skeleton_final_v2/the-finger/the-finger_6288.npy
rock,rock_9120,train,./data/raw/FullLabelled/rock/rock_9120.jpg,./dataset/skeleton_final_v2/rock/rock_9120.npy
ok,ok (81),train,./data/raw/FullLabelled/ok/ok (81).jpg,./dataset/skeleton_final_v2/ok/ok (81).npy
ok,ok (190),train,./data/raw/FullLabelled/ok/ok (190).jpg,./dataset/skeleton_final_v2/ok/ok (190).npy
scissors,scissors-set2 (451),train,./data/raw/FullLabelled/scissors/scissors-set2 (451).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (451).npy
scissors,scissors_5751,train,./data/raw/FullLabelled/scissors/scissors_5751.jpg,./dataset/skeleton_final_v2/scissors/scissors_5751.npy
paper,paper-set2 (274),train,./data/raw/FullLabelled/paper/paper-set2 (274).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (274).npy
paper,paper-set2 (378),train,./data/raw/FullLabelled/paper/paper-set2 (378).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (378).npy
the-finger,the-finger-set2 (278),train,./data/raw/FullLabelled/the-finger/the-finger-set2 (278).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (278).npy
the-finger,the-finger_3456,train,./data/raw/FullLabelled/the-finger/the-finger_3456.jpg,./dataset/skeleton_final_v2/the-finger/the-finger_3456.npy
scissors,scissors-set2 (91),train,./data/raw/FullLabelled/scissors/scissors-set2 (91).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (91).npy
scissors,scissors-set2 (509),train,./data/raw/FullLabelled/scissors/scissors-set2 (509).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (509).npy
ok,ok_Set2_ (203),train,./data/raw/FullLabelled/ok/ok_Set2_ (203).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (203).npy
the-finger,the-finger-set2 (320),train,./data/raw/FullLabelled/the-finger/the-finger-set2 (320).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (320).npy
ok,ok_Set2_ (440),train,./data/raw/FullLabelled/ok/ok_Set2_ (440).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (440).npy
scissors,scissors-set2 (694),train,./data/raw/FullLabelled/scissors/scissors-set2 (694).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (694).npy
scissors,scissors (213),train,./data/raw/FullLabelled/scissors/scissors (213).jpg,./dataset/skeleton_final_v2/scissors/scissors (213).npy
ok,ok_2742,train,./data/raw/FullLabelled/ok/ok_2742.jpg,./dataset/skeleton_final_v2/ok/ok_2742.npy
ok,ok_2682,train,./data/raw/FullLabelled/ok/ok_2682.jpg,./dataset/skeleton_final_v2/ok/ok_2682.npy
paper,paper-set2 (285),train,./data/raw/FullLabelled/paper/paper-set2 (285).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (285).npy
scissors,scissors (397),train,./data/raw/FullLabelled/scissors/scissors (397).jpg,./dataset/skeleton_final_v2/scissors/scissors (397).npy
the-finger,the-finger (140),train,./data/raw/FullLabelled/the-finger/the-finger (140).jpg,./dataset/skeleton_final_v2/the-finger/the-finger (140).npy
ok,ok_74,train,./data/raw/FullLabelled/ok/ok_74.jpg,./dataset/skeleton_final_v2/ok/ok_74.npy
paper,paper-set2 (293),train,./data/raw/FullLabelled/paper/paper-set2 (293).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (293).npy
scissors,scissors-set2 (410),train,./data/raw/FullLabelled/scissors/scissors-set2 (410).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (410).npy
ok,ok_Set2_ (470),train,./data/raw/FullLabelled/ok/ok_Set2_ (470).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (470).npy
ok,ok_Set2_ (444),train,./data/raw/FullLabelled/ok/ok_Set2_ (444).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (444).npy
the-finger,the-finger (158),train,./data/raw/FullLabelled/the-finger/the-finger (158).jpg,./dataset/skeleton_final_v2/the-finger/the-finger (158).npy
ok,ok (151),train,./data/raw/FullLabelled/ok/ok (151).jpg,./dataset/skeleton_final_v2/ok/ok (151).npy
paper,paper_5142,train,./data/raw/FullLabelled/paper/paper_5142.jpg,./dataset/skeleton_final_v2/paper/paper_5142.npy
ok,ok_Set2_ (398),train,./data/raw/FullLabelled/ok/ok_Set2_ (398).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (398).npy
the-finger,the-finger-set2 (391),train,./data/raw/FullLabelled/the-finger/the-finger-set2 (391).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (391).npy
scissors,scissors_1875,train,./data/raw/FullLabelled/scissors/scissors_1875.jpg,./dataset/skeleton_final_v2/scissors/scissors_1875.npy
scissors,scissors-set2 (488),train,./data/raw/FullLabelled/scissors/scissors-set2 (488).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (488).npy
the-finger,the-finger_234,train,./data/raw/FullLabelled/the-finger/the-finger_234.jpg,./dataset/skeleton_final_v2/the-finger/the-finger_234.npy
the-finger,the-finger (133),train,./data/raw/FullLabelled/the-finger/the-finger (133).jpg,./dataset/skeleton_final_v2/the-finger/the-finger (133).npy
paper,paper_6337,train,./data/raw/FullLabelled/paper/paper_6337.jpg,./dataset/skeleton_final_v2/paper/paper_6337.npy
scissors,scissors_6944,train,./data/raw/FullLabelled/scissors/scissors_6944.jpg,./dataset/skeleton_final_v2/scissors/scissors_6944.npy
ok,ok_9234,train,./data/raw/FullLabelled/ok/ok_9234.jpg,./dataset/skeleton_final_v2/ok/ok_9234.npy
scissors,scissors (111),train,./data/raw/FullLabelled/scissors/scissors (111).jpg,./dataset/skeleton_final_v2/scissors/scissors (111).npy
the-finger,the-finger (42),train,./data/raw/FullLabelled/the-finger/the-finger (42).jpg,./dataset/skeleton_final_v2/the-finger/the-finger (42).npy
scissors,scissors_428,train,./data/raw/FullLabelled/scissors/scissors_428.jpg,./dataset/skeleton_final_v2/scissors/scissors_428.npy
the-finger,the-finger-set2 (243),train,./data/raw/FullLabelled/the-finger/the-finger-set2 (243).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (243).npy
the-finger,the-finger_3492,train,./data/raw/FullLabelled/the-finger/the-finger_3492.jpg,./dataset/skeleton_final_v2/the-finger/the-finger_3492.npy
ok,ok (182),train,./data/raw/FullLabelled/ok/ok (182).jpg,./dataset/skeleton_final_v2/ok/ok (182).npy
scissors,scissors-set2 (475),train,./data/raw/FullLabelled/scissors/scissors-set2 (475).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (475).npy
scissors,scissors-set2 (161),train,./data/raw/FullLabelled/scissors/scissors-set2 (161).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (161).npy
the-finger,the-finger-set2 (162),train,./data/raw/FullLabelled/the-finger/the-finger-set2 (162).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (162).npy
ok,ok_Set2_ (16),train,./data/raw/FullLabelled/ok/ok_Set2_ (16).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (16).npy
paper,paper-set2 (300),train,./data/raw/FullLabelled/paper/paper-set2 (300).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (300).npy
the-finger,the-finger-set2 (272),train,./data/raw/FullLabelled/the-finger/the-finger-set2 (272).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (272).npy
rock,rock-set2 (2),train,./data/raw/FullLabelled/rock/rock-set2 (2).jpg,./dataset/skeleton_final_v2/rock/rock-set2 (2).npy
scissors,scissors_5759,train,./data/raw/FullLabelled/scissors/scissors_5759.jpg,./dataset/skeleton_final_v2/scissors/scissors_5759.npy
scissors,scissors_1915,train,./data/raw/FullLabelled/scissors/scissors_1915.jpg,./dataset/skeleton_final_v2/scissors/scissors_1915.npy
ok,ok_Set2_ (293),train,./data/raw/FullLabelled/ok/ok_Set2_ (293).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (293).npy
ok,ok_1582,train,./data/raw/FullLabelled/ok/ok_1582.jpg,./dataset/skeleton_final_v2/ok/ok_1582.npy
rock,rock-set2 (596),train,./data/raw/FullLabelled/rock/rock-set2 (596).jpg,./dataset/skeleton_final_v2/rock/rock-set2 (596).npy
scissors,scissors_426,train,./data/raw/FullLabelled/scissors/scissors_426.jpg,./dataset/skeleton_final_v2/scissors/scissors_426.npy
scissors,scissors-set2 (118),train,./data/raw/FullLabelled/scissors/scissors-set2 (118).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (118).npy
scissors,scissors-set2 (9),train,./data/raw/FullLabelled/scissors/scissors-set2 (9).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (9).npy
scissors,scissors-set2 (265),train,./data/raw/FullLabelled/scissors/scissors-set2 (265).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (265).npy
scissors,scissors_5217,train,./data/raw/FullLabelled/scissors/scissors_5217.jpg,./dataset/skeleton_final_v2/scissors/scissors_5217.npy
the-finger,the-finger_8278,train,./data/raw/FullLabelled/the-finger/the-finger_8278.jpg,./dataset/skeleton_final_v2/the-finger/the-finger_8278.npy
scissors,scissors (58),train,./data/raw/FullLabelled/scissors/scissors (58).jpg,./dataset/skeleton_final_v2/scissors/scissors (58).npy
the-finger,the-finger (106),train,./data/raw/FullLabelled/the-finger/the-finger (106).jpg,./dataset/skeleton_final_v2/the-finger/the-finger (106).npy
ok,ok_Set2_ (209),train,./data/raw/FullLabelled/ok/ok_Set2_ (209).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (209).npy
ok,ok_7681,train,./data/raw/FullLabelled/ok/ok_7681.jpg,./dataset/skeleton_final_v2/ok/ok_7681.npy
scissors,scissors-set2 (496),train,./data/raw/FullLabelled/scissors/scissors-set2 (496).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (496).npy
paper,paper_7599,train,./data/raw/FullLabelled/paper/paper_7599.jpg,./dataset/skeleton_final_v2/paper/paper_7599.npy
paper,paper_8772,train,./data/raw/FullLabelled/paper/paper_8772.jpg,./dataset/skeleton_final_v2/paper/paper_8772.npy
the-finger,the-finger-set2 (399),train,./data/raw/FullLabelled/the-finger/the-finger-set2 (399).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (399).npy
ok,ok_2799,train,./data/raw/FullLabelled/ok/ok_2799.jpg,./dataset/skeleton_final_v2/ok/ok_2799.npy
scissors,scissors-set2 (262),train,./data/raw/FullLabelled/scissors/scissors-set2 (262).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (262).npy
ok,ok_2021,train,./data/raw/FullLabelled/ok/ok_2021.jpg,./dataset/skeleton_final_v2/ok/ok_2021.npy
scissors,scissors_1873,train,./data/raw/FullLabelled/scissors/scissors_1873.jpg,./dataset/skeleton_final_v2/scissors/scissors_1873.npy
the-finger,the-finger_1361,train,./data/raw/FullLabelled/the-finger/the-finger_1361.jpg,./dataset/skeleton_final_v2/the-finger/the-finger_1361.npy
ok,ok_4868,train,./data/raw/FullLabelled/ok/ok_4868.jpg,./dataset/skeleton_final_v2/ok/ok_4868.npy
paper,paper-set2 (432),train,./data/raw/FullLabelled/paper/paper-set2 (432).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (432).npy
rock,rock-set2 (53),train,./data/raw/FullLabelled/rock/rock-set2 (53).jpg,./dataset/skeleton_final_v2/rock/rock-set2 (53).npy
scissors,scissors-set2 (122),train,./data/raw/FullLabelled/scissors/scissors-set2 (122).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (122).npy
paper,paper-set2 (420),train,./data/raw/FullLabelled/paper/paper-set2 (420).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (420).npy
scissors,scissors-set2 (293),train,./data/raw/FullLabelled/scissors/scissors-set2 (293).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (293).npy
the-finger,the-finger (36),train,./data/raw/FullLabelled/the-finger/the-finger (36).jpg,./dataset/skeleton_final_v2/the-finger/the-finger (36).npy
ok,ok_2865,train,./data/raw/FullLabelled/ok/ok_2865.jpg,./dataset/skeleton_final_v2/ok/ok_2865.npy
ok,ok_5946,train,./data/raw/FullLabelled/ok/ok_5946.jpg,./dataset/skeleton_final_v2/ok/ok_5946.npy
scissors,scissors (231),train,./data/raw/FullLabelled/scissors/scissors (231).jpg,./dataset/skeleton_final_v2/scissors/scissors (231).npy
scissors,scissors-set2 (17),train,./data/raw/FullLabelled/scissors/scissors-set2 (17).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (17).npy
scissors,scissors-set2 (356),train,./data/raw/FullLabelled/scissors/scissors-set2 (356).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (356).npy
the-finger,the-finger (40),train,./data/raw/FullLabelled/the-finger/the-finger (40).jpg,./dataset/skeleton_final_v2/the-finger/the-finger (40).npy
paper,paper-set2 (37),train,./data/raw/FullLabelled/paper/paper-set2 (37).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (37).npy
paper,paper-set2 (3),train,./data/raw/FullLabelled/paper/paper-set2 (3).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (3).npy
paper,paper-set2 (159),train,./data/raw/FullLabelled/paper/paper-set2 (159).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (159).npy
scissors,scissors-set2 (467),train,./data/raw/FullLabelled/scissors/scissors-set2 (467).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (467).npy
rock,rock-set2 (524),train,./data/raw/FullLabelled/rock/rock-set2 (524).jpg,./dataset/skeleton_final_v2/rock/rock-set2 (524).npy
scissors,scissors_48,train,./data/raw/FullLabelled/scissors/scissors_48.jpg,./dataset/skeleton_final_v2/scissors/scissors_48.npy
rock,rock-set2 (217),train,./data/raw/FullLabelled/rock/rock-set2 (217).jpg,./dataset/skeleton_final_v2/rock/rock-set2 (217).npy
paper,paper_29,train,./data/raw/FullLabelled/paper/paper_29.jpg,./dataset/skeleton_final_v2/paper/paper_29.npy
scissors,scissors-set2 (721),train,./data/raw/FullLabelled/scissors/scissors-set2 (721).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (721).npy
scissors,scissors-set2 (531),train,./data/raw/FullLabelled/scissors/scissors-set2 (531).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (531).npy
paper,paper_8756,train,./data/raw/FullLabelled/paper/paper_8756.jpg,./dataset/skeleton_final_v2/paper/paper_8756.npy
ok,ok_Set2_ (435),train,./data/raw/FullLabelled/ok/ok_Set2_ (435).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (435).npy
paper,paper (127),train,./data/raw/FullLabelled/paper/paper (127).jpg,./dataset/skeleton_final_v2/paper/paper (127).npy
the-finger,the-finger_6659,train,./data/raw/FullLabelled/the-finger/the-finger_6659.jpg,./dataset/skeleton_final_v2/the-finger/the-finger_6659.npy
scissors,scissors (103),train,./data/raw/FullLabelled/scissors/scissors (103).jpg,./dataset/skeleton_final_v2/scissors/scissors (103).npy
scissors,scissors-set2 (672),train,./data/raw/FullLabelled/scissors/scissors-set2 (672).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (672).npy
paper,paper_6127,train,./data/raw/FullLabelled/paper/paper_6127.jpg,./dataset/skeleton_final_v2/paper/paper_6127.npy
ok,ok_6581,train,./data/raw/FullLabelled/ok/ok_6581.jpg,./dataset/skeleton_final_v2/ok/ok_6581.npy
scissors,scissors-set2 (617),train,./data/raw/FullLabelled/scissors/scissors-set2 (617).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (617).npy
ok,ok_Set2_ (391),train,./data/raw/FullLabelled/ok/ok_Set2_ (391).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (391).npy
ok,ok_Set2_ (534),train,./data/raw/FullLabelled/ok/ok_Set2_ (534).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (534).npy
ok,ok (168),train,./data/raw/FullLabelled/ok/ok (168).jpg,./dataset/skeleton_final_v2/ok/ok (168).npy
rock,rock-set2 (533),train,./data/raw/FullLabelled/rock/rock-set2 (533).jpg,./dataset/skeleton_final_v2/rock/rock-set2 (533).npy
paper,paper_22,train,./data/raw/FullLabelled/paper/paper_22.jpg,./dataset/skeleton_final_v2/paper/paper_22.npy
ok,ok_Set2_ (484),train,./data/raw/FullLabelled/ok/ok_Set2_ (484).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (484).npy
scissors,scissors-set2 (648),train,./data/raw/FullLabelled/scissors/scissors-set2 (648).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (648).npy
paper,paper_5478,train,./data/raw/FullLabelled/paper/paper_5478.jpg,./dataset/skeleton_final_v2/paper/paper_5478.npy
rock,rock-set2 (447),train,./data/raw/FullLabelled/rock/rock-set2 (447).jpg,./dataset/skeleton_final_v2/rock/rock-set2 (447).npy
ok,ok_1568,train,./data/raw/FullLabelled/ok/ok_1568.jpg,./dataset/skeleton_final_v2/ok/ok_1568.npy
scissors,scissors-set2 (661),train,./data/raw/FullLabelled/scissors/scissors-set2 (661).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (661).npy
the-finger,the-finger_7814,train,./data/raw/FullLabelled/the-finger/the-finger_7814.jpg,./dataset/skeleton_final_v2/the-finger/the-finger_7814.npy
rock,rock-set2 (63),train,./data/raw/FullLabelled/rock/rock-set2 (63).jpg,./dataset/skeleton_final_v2/rock/rock-set2 (63).npy
the-finger,the-finger_3516,train,./data/raw/FullLabelled/the-finger/the-finger_3516.jpg,./dataset/skeleton_final_v2/the-finger/the-finger_3516.npy
ok,ok_5948,train,./data/raw/FullLabelled/ok/ok_5948.jpg,./dataset/skeleton_final_v2/ok/ok_5948.npy
scissors,scissors_6373,train,./data/raw/FullLabelled/scissors/scissors_6373.jpg,./dataset/skeleton_final_v2/scissors/scissors_6373.npy
paper,paper-set2 (166),train,./data/raw/FullLabelled/paper/paper-set2 (166).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (166).npy
scissors,scissors_6357,train,./data/raw/FullLabelled/scissors/scissors_6357.jpg,./dataset/skeleton_final_v2/scissors/scissors_6357.npy
the-finger,the-finger_7268,train,./data/raw/FullLabelled/the-finger/the-finger_7268.jpg,./dataset/skeleton_final_v2/the-finger/the-finger_7268.npy
scissors,scissors (414),train,./data/raw/FullLabelled/scissors/scissors (414).jpg,./dataset/skeleton_final_v2/scissors/scissors (414).npy
ok,ok_Set2_ (419),train,./data/raw/FullLabelled/ok/ok_Set2_ (419).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (419).npy
scissors,scissors (284),train,./data/raw/FullLabelled/scissors/scissors (284).jpg,./dataset/skeleton_final_v2/scissors/scissors (284).npy
paper,paper_3815,train,./data/raw/FullLabelled/paper/paper_3815.jpg,./dataset/skeleton_final_v2/paper/paper_3815.npy
ok,ok_7387,train,./data/raw/FullLabelled/ok/ok_7387.jpg,./dataset/skeleton_final_v2/ok/ok_7387.npy
scissors,scissors (322),train,./data/raw/FullLabelled/scissors/scissors (322).jpg,./dataset/skeleton_final_v2/scissors/scissors (322).npy
paper,paper-set2 (248),train,./data/raw/FullLabelled/paper/paper-set2 (248).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (248).npy
rock,rock-set2 (359),train,./data/raw/FullLabelled/rock/rock-set2 (359).jpg,./dataset/skeleton_final_v2/rock/rock-set2 (359).npy
scissors,scissors-set2 (720),train,./data/raw/FullLabelled/scissors/scissors-set2 (720).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (720).npy
paper,paper_6929,train,./data/raw/FullLabelled/paper/paper_6929.jpg,./dataset/skeleton_final_v2/paper/paper_6929.npy
the-finger,the-finger_8300,train,./data/raw/FullLabelled/the-finger/the-finger_8300.jpg,./dataset/skeleton_final_v2/the-finger/the-finger_8300.npy
scissors,scissors-set2 (600),train,./data/raw/FullLabelled/scissors/scissors-set2 (600).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (600).npy
paper,paper_2449,train,./data/raw/FullLabelled/paper/paper_2449.jpg,./dataset/skeleton_final_v2/paper/paper_2449.npy
the-finger,the-finger_1365,train,./data/raw/FullLabelled/the-finger/the-finger_1365.jpg,./dataset/skeleton_final_v2/the-finger/the-finger_1365.npy
ok,ok_1175,train,./data/raw/FullLabelled/ok/ok_1175.jpg,./dataset/skeleton_final_v2/ok/ok_1175.npy
paper,paper_7329,train,./data/raw/FullLabelled/paper/paper_7329.jpg,./dataset/skeleton_final_v2/paper/paper_7329.npy
scissors,scissors (135),train,./data/raw/FullLabelled/scissors/scissors (135).jpg,./dataset/skeleton_final_v2/scissors/scissors (135).npy
rock,rock-set2 (571),train,./data/raw/FullLabelled/rock/rock-set2 (571).jpg,./dataset/skeleton_final_v2/rock/rock-set2 (571).npy
paper,paper_5728,train,./data/raw/FullLabelled/paper/paper_5728.jpg,./dataset/skeleton_final_v2/paper/paper_5728.npy
